sentence	author	title	allusion	variation_number	allusion_index	transformed_allusion
荒餐茹獠蛊，幽梦感湘灵。	韩愈	答张彻	湘妃（唐尧，女英，娥皇，舜，虞舜）	1	[[9, 10]]	
弟沉沧海底，偷珠待龙睡。一朝龙醒寤，本但喜复得珠，不求珠所目。酬客双龙女，授客六龙辔一朝龙醒寤，本问偷珠事。因知行雨偏，妻子五刑备。	元稹	出门行	骊珠	1	[[6, 7]]	
庞眉一居士，鹑服隐尧时。	李端	暮春寻终南柳处士	鹑服	1	[[6, 7]]	
三县已判歌钟列，六佾将开羽戚分。	不详	郊庙歌辞 享隐太子庙乐章 舒和		0		
君游金谷堤上，我在石渠署里。	刘禹锡	叹水别白二十二（一韵至七韵）	石渠	1	[[9, 10]]	
还追大隐迹，寄此凤城阴。	钱起	题秘书王迪城北池亭	吹箫（弄玉，秦穆公，萧史）	1	[[8, 9]]	
九日陶家虽载酒，三年楚客已沾裳。	崔国辅	九日	送酒（陶潜，王弘）	1	[[2, 3, 4]]	
采兰花萼聚，就日雁行联。	钱起	李四劝为尉氏尉李七勉为开封尉	采兰	1	[[0, 1]]	
高笼华表鹤，静对幽兰琴。	李群玉	送处士自番禺东游便归苏台别业	令威（丁令威）	1	[[2, 3, 4]]	
人咏甘棠茂，童谣竹马群。	刘商	送庐州贾使君拜命	骑儿逢郭伋（郭伋）	1	[[8, 9, 10]]	
歌且谣，意方远，东山高卧时起来，欲济苍生未应晚。	李白	梁园吟	苍生望（谢安）	1	[[8, 9, 10, 11]]	
茅亭客到多称奇，茅亭之上难题诗。	杜荀鹤	题汪氏茅亭		0		
非关宋玉有微辞，却是襄王梦觉迟。一自高唐赋成后，楚天云雨尽堪疑。	李商隐	有感	阳台（宋玉，楚襄王，瑶姬）	2	[[10, 11, 12], [18, 19, 20]]	
圣心思贤才，朅来刈葵藿。	高适	和崔二少府登楚丘城作	葵藿（曹植）	1	[[9, 10]]	
张良未逐赤松去，桥边黄石知我心。	李白	扶风豪士歌	黄石（张良，黄石公）	2	[[8, 9, 10, 11]]	
建标天地阔，诣绝古今迷。	杜甫	奉赠太常张卿二十韵		0		
复羡二龙去，才华冠世雄。	李白	鲁中送二从弟赴举之西京	二龙（许虔，许邵）	1	[[2, 3]]	
高景无氛，灵鹤在空。	皎然	志公赞		0		
朱门迹忝登龙客，白屋心期失马翁。	许浑	怀旧居	登龙（李膺）	2	[[4, 5, 6]]	
软褥短屏风，昏昏醉卧翁。	白居易	闲卧寄刘同州		0		
悲端若能减，渭水亦应穷。	宋之问	邓国太夫人挽歌		0		
庶使孝子心，皆无风树悲。	白居易	赠友五首 其五		0		
秋风忽洒西园泪，满目山阳笛里人。	窦牟	奉诚园闻笛	邻笛（向秀，吕安，嵇康）	1	[[10, 11, 12]]	
夕拜忽辞青琐闼，晨装独捧紫泥书。	皇甫曾	送商州杜中丞赴任	青琐	1	[[4, 5]]	
小鸟抢榆枋，大鹏激三千。	权德舆	酬穆七侍郎早登使院西楼感怀	抢榆枋	1	[[2, 3, 4]]	
看著白蘋芽欲吐，雪舟相访胜闲行。	杜牧	湖南正初招李郢秀才	乘兴（戴逵，王徽之）	1	[[8, 9, 10]]	
金茎看尚在，承露复何为。	姚合	敬宗皇帝挽词三首	金掌（汉武帝）	1	[[0, 1]]	
虽微五裤咏，幸免兆人诅。	白居易	和三月三十日四十韵	五裤歌（廉范）	1	[[2, 3, 4]]	
归来长揖功成后，黄石当年故有期。	陈去疾	送韩将军之雁门	黄石（张良，黄石公）	1	[[8, 9]]	
歇马独来寻故事，逢人唯说岘山碑。	李涉	过襄阳上于于司空頔	岘首（羊祜）	1	[[12, 13, 14]]	
绿盖协晨霞，青軿掷空峒。	无名氏	道藏歌诗 其三十七		0		
傍人借问笑何事，笑杀山公醉似泥。	李白	襄阳歌	山简	1	[[10, 11, 12]]	
百越酋豪称故吏，十洲风景助新诗。	刘禹锡	马大夫见示浙西王侍御赠答诗因命同作并序	十洲	1	[[8, 9]]	
宠兼三独任，威肃贰师营。	钱起	送鲍中丞赴太原军营	贰师	1	[[8, 9]]	
楚客秋悲动，梁台夕望赊。	李峤	晚景怅然简二三子		0		
莫将车马来，令我鸟兽惊。	元结	招孟武昌		0		
振锡才寻三径草，登船忽挂一帆风。	吴融	送知古上人	三径（求仲，羊仲，蒋诩）	1	[[4, 5]]	
夜寒闭窗户，石溜何清泠。	元结	夜宴石鱼湖作		0		
厌上乌桥送别频，湖光烂熳望行人。	皎然	送大宝上人归楚山		0		
离离天际云，皎皎关山月。	李咸用	关山月		0		
莫嫌黄绶官资小，必料青云道路平。	方干	赠孙百篇	青云路	1	[[10, 11, 12]]	
琥珀杯中物，琼枝席上人。	羊士谔	腊夜对酒	琼树	1	[[6, 7]]	
白杨落日悲风起，萧索寒巢鸟独奔。	刘沧	过北邙山	白杨悲	1	[[0, 1, 2]]	
家贫陶令酒，月俸沈郎钱。	韩翃	送金华王明府	送酒（陶潜，王弘）	1	[[2, 3, 4]]	
促织不成章，提壶但闻声。	白居易	寓意诗五首 其三		0		
醉来拔剑歌，字字皆阳春。	唐彦谦	樊登见寄四首之一	白雪（宋玉）	1	[[9, 10]]	
萧史幽栖地，林间蹋凤毛。	杜甫	崔驸马山亭宴集	吹箫（弄玉，秦穆公，萧史）	1	[[0, 1]]	
须凿燕然山上石，登科记里是閒名。	姚合	送独孤焕评事赴丰州	勒燕然（窦宪）	1	[[2, 3, 4]]	
但行平等心，天亦念孤独。	王梵志	五言八首 其七		0		
三尺焦桐七条线，子期师旷两沉沉。	李山甫	赠弹琴李处士	焦尾（蔡邕）	1	[[2, 3]]	
天上琼花不避秋，今宵织女嫁牵牛。	陆畅	云安公主出降杂咏催妆二首	织女（武丁，牛郎，织女）	1	[[10, 11]]	
楼下杂花丛，丛边绕鸳鹭。	元稹	梦游春七十韵		0		
有酒有酒兮再祝，祝予心兮何欲。	元稹	有酒十章 其十		0		
雁行度函谷，马首向金微。	沈佺期	送卢管记仙客北伐	金微	1	[[9, 10]]	
愚者世所遗，沮溺共耕犁。	韦应物	答库部韩郎中	沮溺（子路，孔子，桀溺，长沮）	1	[[6, 7]]	
是夜巴歌应金石，岂殊萤影对清光。	卢纶	奉和太常王卿酬中书李舍人中书寓直春夜对月见寄	白雪（宋玉）	1	[[2, 3]]	
自叹平生相识愿，何如今日厕应徐。	钱起	宴曹王宅	应徐	1	[[13, 14]]	
陆机初入洛，孙楚又游吴。	储嗣宗	早春怀薛公裕	孙楚	1	[[6, 7]]	
王粲频徵楚，君恩许入秦。	包佶	发襄阳后却寄公安人	适荆蛮（王粲）	1	[[0, 1, 2]]	
旧迹依然已十秋，雪山当面照银钩。	杜牧	三川驿伏览座主舍人留题	银钩	1	[[13, 14]]	
翔鸾阙下谢恩初，通籍由来在石渠。	刘禹锡	蒙恩转仪曹郎依前充集贤学士举韩潮州自代因寄七言	石渠	1	[[13, 14]]	
捧日即应还禁卫，当春何惜醉朐阳。	李中	海上和柴军使清明书事		0		
堕翎留片雪，雅操入孤琴。	李群玉	失鹤	商陵（南陵牧子）	1	[[6, 7, 8, 9]]	
碑缺曹娥宅，林荒逸少居。	刘长卿	无锡东郭送友人游越	逸少	1	[[8, 9]]	
马迹攒騕袅，乐声韵参差。	孟郊	同年春燕	騕袅	1	[[3, 4]]	
还家路远儿童小，埋玉泉深昼夜长。	窦巩	哭吕衡州八郎中	埋玉（庾亮）	1	[[8, 9]]	
云鸿别有回翔便，应笑啁啾燕雀卑。	方干	赠赵崇侍御	鸿鹄（陈涉）	1	[[12, 13]]	
鼙鼓裂二景，妖星动中国。	曹邺	秦后作	妖星	1	[[6, 7]]	
樵子逗烟墅，渔翁宿沙汀。主人非楚客，莫谩讥独醒。	皎然	奉酬李中丞洪湖州西亭即事见寄兼呈吴冯处士时中丞量移湖州长史	独醒（屈原）	1	[[21, 22]]	
白石磨樵斧，青竿理钓丝。	白居易	闲游		0		
情会招车胤，闲行觅戴逵。	元稹	酬翰林白学士代书一百韵	戴逵（戴逵）	1	[[9, 10]]	
海鹤一笑之，思归向辽东。	李白	至陵阳山登天柱石酬韩侍御见招隐黄山	令威（丁令威）	1	[[9, 10, 11]]	
雪舞兰堂，珠笼暮捲。	李煜	昭惠周后诔		0		
道畅应为蝶，时来必问牛。	郑谷	送吏部曹郎中免官南归	蝴蝶（庄子）	1	[[4, 5]]	
夜开金殿看星河，宫女知更月明里。	王建	温泉宫行		0		
夜寒销腊酒，霜冷重绨袍。	戎昱	冬夜宴梁十三厅	绨袍（范雎，须贾）	1	[[9, 10]]	
圆疑窃龙颔，色已夺鸡冠。	权德舆	酬裴杰秀才新樱桃	骊珠	2	[[2, 3, 4]]	
尝闻藉东观，不独鲁诸生。	司空曙	送张弋	诸生（叔孙通）	2	[[8, 9, 10]]	
清景南楼夜，风流在武昌。	李白	陪宋中丞武昌夜饮怀古		0		
死忆华亭闻唳鹤，老忧王室泣铜驼。	李商隐	曲江	华亭（陆云，陆机）	2	[[2, 3, 4, 5, 6]]	
仙人有待乘黄鹤，海客无心随白鸥。	李白	江上吟	白鸥（列子）	2	[[12, 13, 14]]	
南中纸价当日贵，只恐贪泉成墨池。	苏涣	赠零陵僧	纸贵（左思）	1	[[2, 3, 4]]	
貂蝉临野水，旌旆引春风。	戴叔伦	和李相公勉晦日蓬池游宴	貂蝉	1	[[0, 1]]	
更将织女支机石，还访成都卖卜人。	宋之问	明河篇	机石	2	[[4, 5, 6]]	
叫阍路既阻，浩荡怀灵脩。	李群玉	将之京国赠薛员外	阊阖（屈原）	1	[[0, 1]]	
东风狂不惜，西子病难医。	司空图	村西杏花二首	西施（夫差，范蠡，西施）	1	[[6, 7]]	
罗敷正苦桑蚕事，惆怅南来五马蹄。	胡宿	城南	罗敷	1	[[0, 1]]	
吾宗不我顾，幽兴与谁同。	李昉	又捧新诗见褒陋止睹五章之绮丽如九奏之凄清其末章末句云谁比天人福皆从积善招天人之比固不敢当积善之徵其来有自味嘉言之若是省薄德以何胜仰谢良知谨次来韵以老去心何用为首希垂采览 其四		0		
石帆山下有灵源，修竹茅堂寄此村。	李郢	试日上主司侍郎 其二		0		
舞籥千门度，帷屏百道流。	沈佺期	三日独坐驩州思忆旧游		0		
贫居谪所谁推毂，仕向侯门耻曳裾。	顾况	閒居怀旧	曳裾（邹阳）	1	[[13, 14]]	
寇恂朝望重，计日谒承明。	钱起	送张中丞赴桂州	借寇（寇恂）	1	[[0, 1]]	
举杯邀明月，对影成三人。	李白	月下独酌四首 其一		0		
一章何罪死何名，投水惟君与屈平。	裴澈	吊孟昌图	汨罗（屈原）	1	[[13, 14, 15]]	
眼穿回雁岭，魂断饮牛津。	吴融	和韩致光侍郎无题三首十四韵	乘槎	1	[[8, 9, 10]]	
天子坐宣室，夔龙奉谟猷。	李群玉	将之京国赠薛员外	宣室	1	[[3, 4]]	
曾经触虿尾，犹得凭熊轩。	杜牧	昔事文皇帝三十二韵	熊轼	1	[[9, 10]]	
客心千里倦，春事一朝归。	王勃	羁春		0		
播种百谷，济育兆人。	不详	郊庙歌辞 祭大社乐章 迎神		0		
拙直不合时，无益同素餐。	白居易	游悟真寺诗	素餐	1	[[9, 10]]	
予惭乏琼玖，无以报兼金。	吴筠	酬刘侍御过草堂		0		
因恨刘桢病，空园卧见秋。	李端	卧病寄苗员外	刘桢病（刘桢）	1	[[2, 3, 4]]	
定知怀魏阙，回首海西头。	钱起	重送陆侍御使日本	魏阙（公子牟）	1	[[3, 4]]	
愿言保明德，王室伫清夷。	李白	感时留别从兄徐王延年从弟延陵		0		
遥闻下车日，正在落花时。	孙逖	同和咏楼前海石榴二首	下车（武王）	1	[[2, 3]]	
沈生隐侯胤，朱子买臣孙。	孟浩然	夜登孔伯昭南楼时沈太清朱升在座	买臣	1	[[8, 9]]	
寻章摘句老雕虫，晓月当帘挂玉弓。	李贺	南园十三首之六	雕虫	1	[[5, 6]]	
莫买沃洲山，时人已知处。	刘长卿	送方外上人	沃洲	1	[[2, 3]]	
伍胥抉目看吴灭，范蠡全身霸西越。	李绅	姑苏台杂句	伍员死（伍员）	1	[[0, 1, 2, 3]]	
香云遍山起，花雨从天来。	李白	寻山僧不遇作	花雨	1	[[6, 7]]	
绣衣柱史何昂藏，铁冠白笔横秋霜。	李白	赠潘侍御论钱少阳	柱史（张苍）	1	[[2, 3]]	
郭隗黄金峻，虞卿白璧鲜。	杜牧	往年随故府吴兴公夜泊芜湖口今赴官西去再宿芜湖感旧伤怀因成十六韵	担簦（虞卿）	1	[[8, 9, 10]]	
何日通燕塞，相看老蜀门。	杜甫	送裴五赴东川		0		
嵇绍垂髫日，山涛筮仕年。	温庭筠	感旧陈情五十韵献淮南李仆射	山涛	1	[[6, 7]]	
骢马真傲吏，翛然无所求。	丘为	湖中寄王侍御	骢马（桓典）	1	[[0, 1]]	
飞锡去年啼邑子，献花何日许门徒。	杜甫	大觉高僧兰若	飞锡	1	[[0, 1]]	
八龙乘庆重，三虎递朝归。	祖咏	赠苗发员外	八龙（荀淑）	1	[[0, 1]]	
功成画麟阁，独有霍嫖姚。	李白	塞下曲六首之三	嫖姚（霍去病）	2	[[8, 9, 10]]	
礼设斗倾金凿落，马蹄争撼玉连环。	罗隐	暇日投钱尚父	置醴（楚元王，白生，穆生，陈申公）	1	[[1, 2]]	
有田不得耕，身卧辽阳城。	司马扎	古边卒思归		0		
举世只知嗟逝水，无人微解悟空花。	贯休	山居诗二十四首	逝川（孔子）	1	[[5, 6]]	
可怜白雪曲，未遇知音人。	韦应物	简卢陟	白雪（宋玉）	2	[[2, 3, 4]]	
飞鸣彼何乐，窘束此何冤。	白居易	赎鸡		0		
横河跨海与天通，我知尔游心无穷。	李白	元丹丘歌		0		
靡草知节换，含葩向新阳。不嫌三径深，为我生池塘。	独孤及	山中春思	池塘生春草（谢惠连，谢灵运）	1	[[21, 22, 23]]	
口乾垂血转迫促，似欲上诉于苍穹。	杜甫	杜鹃行	蜀魄（杜宇）	1	[[3, 4]]	
蠢蠕形虽小，逍遥性即均。	白居易	闲园独赏		0		
定知羽翼难随凤，却喜波涛未化鲲。	杨莱儿	和赵光远题壁	大鹏（庄子）	1	[[13, 14]]	
秦地谬为门下客，淮阴徒笑市中人。	崔峒	赠元秘书	淮笑韩信（韩信）	1	[[8, 9, 10]]	
含水弯蛾翠，登楼选马鬉。	李贺	恼公		0		
久愿寻此山，至今嗟未能。	岑参	出关经华岳寺访法华云公		0		
归去不得意，北京关路赊。	岑参	送宇文南金放后归太原寓居因呈太原郝主簿		0		
谁能变羊质，竞不获骊珠。	皮日休	奉酬崔璐进士见寄次韵	骊珠	1	[[9, 10]]	
菩提祇向心觅，何劳向外求玄。	慧能	无相颂		0		
淮王身死桂树折，徐福一去音书绝。	顾况	行路难三首之三	徐福	2	[[8, 9, 10, 11]]	
五丁卓荦多奇力，四士英灵富文艺。	骆宾王	畴昔篇	五丁	1	[[0, 1]]	
莺啼谢守垒，苔老谪仙碑。	林宽	送许棠先辈归宣州	谢朓	1	[[2, 3]]	
虽在风尘裹，陶潜身自闲。	皇甫冉	送朱逸人	陶潜	1	[[6, 7]]	
徒见枯者艳，谁言直如钩。	王昌龄	留别岑参兄弟	直如弦	1	[[8, 9, 10]]	
日下徒推鹤，天涯正对萤。	李商隐	奉寄安国大师兼简子蒙	士龙（荀隐，陆云）	1	[[0, 1, 2]]	
驿马从西来，双节夹路驰。	岑参	北庭西郊候封大夫受降回军献上		0		
君不见西施绿珠颜色可倾国，乐极悲来留不得。	贯休	偶作五首之五	西施（夫差，范蠡，西施）	1	[[3, 4]]	
规谏扬雄赋，邅回贾谊官。	罗隐	寄侯博士	长沙谪（贾谊）	1	[[8, 9, 10]]	
班扬名甚盛，嵇阮逸相须。	杜甫	哭台州郑司户苏少监	嵇阮	1	[[6, 7]]	
歌阕解携去，信非吾辈流。	杜牧	洛中送冀处士东游		0		
宣城传逸韵，千载谁此响。	钱起	奉和张荆州巡农晚望	谢朓	1	[[0, 1, 2]]	
扪虱欣时泰，迎猫达岁丰。	李端	长安感事呈卢纶		0		
济北神如在，淮南药未成。	张说	河上公	淮南药（刘安）	1	[[6, 7, 8]]	
廷尉张罗自不关，潘郎挟弹无情损。	刘禹锡	百舌吟	潘郎（潘岳）	2	[[8, 9, 10, 11]]	
苍梧九疑在何处，斑斑竹泪连潇湘。	李涉	寄荆娘写真	苍梧	2	[[0, 1, 2, 3]]	
为问乘槎人，沧洲复谁在。	孟浩然	岁暮海上作	沧洲	1	[[6, 7]]	
我来值清秋，落叶飞苍穹。	吕从庆	登纠峰顶		0		
空馀枚叟在，应念早升堂。	杜甫	戏题寄上汉中王三首	枚叟（枚乘）	1	[[2, 3]]	
王逸少、张伯英，古来几许浪得名。	李白	草书歌行	草圣（张芝）	1	[[4, 5, 6]]	
飞锡离乡久，宁亲喜腊初。	钱起	送外甥怀素上人归乡侍奉	飞锡	1	[[0, 1]]	
此堂见明月，更忆陆平原。	李白	题金陵王处士水亭	陆机	2	[[8, 9, 10]]	
烟横博望乘槎水，日上文王避雨陵。	唐彦谦	蒲津河亭	乘槎	1	[[4, 5]]	
坐卷朱里幕，看封紫泥书。	白居易	和钱员外禁中夙兴见示		0		
干有千寻竦，精闻百炼钢。	柳宗元	弘农公以硕德伟材屈于诬枉左官三岁复为大僚天监昭明人心感悦宗元窜伏湘浦拜贺末由谨献诗五十韵以毕微志	绕指（刘琨）	2	[[8, 9, 10]]	
疾起扬雄赋，魂游谢客诗。	张说	崔司业挽歌二首	子云（扬雄）	1	[[2, 3, 4]]	
江调难再得，京尘徒满躬。	孟郊	送陆畅归湖州因凭题故人皎然塔陆羽坟	京洛尘	1	[[6, 7]]	
流霞分片片，涓滴就徐倾。	杜甫	宗武生日	流霞	1	[[0, 1]]	
澄清得使者，作颂有人焉。	杜审言	和李大夫嗣真奉使存抚河东		0		
落日生蘋末，摇扬遍远林。	李峤	风	萍风（宋玉）	1	[[2, 3, 4]]	
夫子墙还峻，酂侯宅过谦。	姚合	和座主相公西亭秋日即事	夫子墙（子贡，孔子）	1	[[0, 1, 2]]	
病依居士室，梦绕羽人丘。	柳宗元	酬娄秀才寓居开元寺早秋月夜病中见寄	丹丘	2	[[8, 9, 10]]	
相如只谢病，子敬忽云亡。	张九龄	故徐州刺史赠吏部侍郎苏公挽歌词三首	琴声断（王徽之）	1	[[6, 7, 8]]	
魏阙辞花绶，春山有杏田。	钱起	送宋征君让官还山	杏田（董奉）	1	[[9, 10]]	
乘兴宜投辖，邀欢莫避骢。	高适	陪窦侍御泛灵云池	骢马（桓典）	1	[[9, 10]]	
一旦悲欢见孟光，十年辛苦伴沧浪。	窦群	初入谏司喜家室至	梁鸿（孟光，梁鸿）	1	[[5, 6]]	
忽思湘川老，欲访云中君。	岑参	楚夕旅泊古兴		0		
独负千金价，应从买笑来。	郑世翼	见佳人负钱出路	千金笑	1	[[2, 3, 4]]	
帝思麟阁像，臣献柏梁篇。	高适	信安王幕府诗	麟阁（丙吉，刘德，刘洵，张安世，杜延年，梁丘贺，萧望之，苏武，赵充国，霍光，韩增，魏相）	2	[[2, 3, 4]]	
日日人空老，年年春更归。	王涯	送春词		0		
谢朓已没青山空，后来继之有殷公。	李白	詶殷明佐见赠五云裘歌		0		
应当自此始，归拜云台前。	韦应物	送郑端公弟移院常州	云台（邓禹）	1	[[8, 9]]	
我家小阮贤，剖竹赤城边。	李白	送杨山人归天台	小阮（阮咸，阮籍）	1	[[2, 3]]	
昨日隼旟辞阙下，今朝珠履在河中。	罗隐	途中献晋州孟中丞	珠履（黄歇）	1	[[10, 11]]	
盐官虽绊骥，名是汉庭来。	杜甫	李盐铁二首	盐车（汗明，伯乐）	1	[[0, 1]]	
黄金装屡尽，白首契逾新。	陈子昂	送梁李二明府	貂裘（秦惠王，苏秦）	1	[[0, 1, 2]]	
谷口好泉石，居人能陆沉。	钱起	题玉山村叟屋壁	谷口（郑朴）	1	[[0, 1]]	
独下仙人凤，群惊御史乌。	李峤	城	吹箫（弄玉，秦穆公，萧史）	1	[[2, 3, 4]]	
镜机冲漠非吾事，自要青云识五侯。	李咸用	夏日别余秀才	青云路	1	[[10, 11, 12]]	
轩皇用风后，傅说是星精。	王维	故太子太师徐公挽歌四首	风后	1	[[3, 4]]	
才子长沙暂左迁，能将意气慰当年。	羊士谔	客有自渠州来说常谏议使君故事怅然成咏	长沙谪（贾谊）	1	[[2, 3, 4]]	
可惜陶潜无限酒，不逢篱菊正开花。	崔峒	题桐庐李明府官舍	陶潜	1	[[2, 3]]	
饯酒临丰树，褰帷出鲁阳。	卢藏用	钱唐州高使君赴	褰帷	1	[[6, 7]]	
公子道存知不弃，欲依刘表住南荆。	戴叔伦	送车参军江陵	依刘（王粲，刘表）	2	[[9, 10, 11]]	
东风来兮歌式微，深云道人召来归。	贯休	别杜将军	式微	2	[[4, 5, 6]]	
君恩催早入，已梦傅岩边。	刘长卿	和中丞出使恩命过终南别业	傅野（傅说，武丁）	1	[[7, 8, 9]]	
安知广成子，不是老夫身。	王维	山中示弟	广成子	1	[[2, 3, 4]]	
即此自怡神，何劳谢公屐。	陆龟蒙	奉和袭美二游诗任诗	山屐（谢灵运）	1	[[8, 9, 10]]	
成丹始见金无滓，冲斗方知剑有神。	韦庄	题安定张使君	双剑（干将，张华，莫邪，雷焕）	1	[[8, 9]]	
不知今夕是何夕，催促阳台近镜台。	贾岛	友人婚杨氏催妆	三星照户	1	[[2, 3, 4, 5, 6]]	
太宗社稷一朝正，汉宫威仪重昭洗。	杜甫	狄明府（博济。一作寄狄明府。）	汉威仪（刘秀）	1	[[10, 11, 12]]	
射雕天更碧，吹角塞仍黄。	杨巨源	上刘侍中	射雕手（斛律光）	1	[[0, 1]]	
禁脔去东床，趋庭赴北堂。	杜甫	送大理封主簿五郎亲事不和却赴通州主簿前阊州贤子余与主簿平章郑氏女子垂欲纳郑氏伯父京书玉女子已许他族亲事遂停	趋庭（孔子，孔鲤，陈亢）	1	[[6, 7]]	
旅思正茫茫，相逢此道傍。	白居易	逢张十八员外籍		0		
倚玉交文友，登龙年月久。	李端	慈恩寺怀旧	倚玉（夏侯玄，曹睿，毛曾）	1	[[0, 1]]	
序移玉律，节应金商。	不详	郊庙歌辞 五郊乐章 白郊迎神		0		
幸因焚草暇，书札访沉冥。	权德舆	送陆拾遗祗召赴行在	焚稿（羊祜，谢弘微）	1	[[2, 3]]	
再刖未甘何处说，但垂双泪出咸秦。	姚鹄	随州献李侍御二首	卞和	1	[[1, 2]]	
风蝉一清暑，应喜脱朝簪。	羊士谔	酬卢司门晚夏过永宁里弊居林亭见寄		0		
九庙有灵思李令，三川悲忆恨张仪。	罗隐	中元甲子以辛丑驾幸蜀四首	张仪	1	[[13, 14]]	
曹风虽觉愈，陈草始知名。	李峤	檄（第二句缺一字）	陈琳（陈琳，曹操）	1	[[0, 1]]	
茂陵虽有病，犹得伴君行。	祖咏	赠苗员外发	相如渴（司马相如）	1	[[0, 1, 2]]	
濡沫情虽密，登门事已辽。	韩愈	叉鱼招张功曹	濡沫	1	[[0, 1]]	
曾逐李轻车，西征出太蒙。	岑参	北庭贻宗学士道别	轻车（李蔡）	2	[[2, 3, 4]]	
燕赵悲歌士，相逢剧孟家。	钱起	逢侠者	剧孟	1	[[8, 9]]	
曾参与游夏，达者得升堂。	杜甫	又示宗武	曾参	1	[[0, 1]]	
蹇步徒相望，先鞭不可亲。	司空曙	送柳震归蜀	著鞭（祖逖）	1	[[6, 7]]	
王道潜隳伍员死，可叹斗间瞻王气。	刘商	姑苏怀古送秀才下第归江南	伍员死（伍员）	1	[[4, 5, 6]]	
青女素娥俱耐冷，月中霜里斗婵娟。	李商隐	霜月	青女	1	[[0, 1]]	
三千里外布干戈，果得鲸鲵入网罗。	朱冲和	遗临平监吏	鲸鲵（楚王）	1	[[10, 11]]	
从夫元凯贵，训子孟轲贤。	岑参	西河郡太原守张夫人挽歌	元凯	1	[[2, 3]]	
徒令上将挥神笔，终见降王走传车。	李商隐	筹笔驿		0		
悔作扫门事，还吟招隐诗。	钱起	送杨錥归隐	扫门（魏勃）	1	[[2, 3]]	
谁怜草玄处，独对一床书。	李峤	宅	草玄（扬雄）	1	[[2, 3]]	
无限柳条多少雪，一将春恨付刘郎。	李郢	醉送（一作吟）	阮郎（刘晨，阮肇）	1	[[13, 14]]	
朝吟左氏娇女篇，夜诵相如美人赋。	李颀	送康洽入京进乐府歌	相如（司马相如）	1	[[10, 11]]	
笑说金人偈，闲听宝月诗。	韩翃	同中书刘舍人题青龙上房	三缄（孔子）	1	[[2, 3, 4]]	
百岁梦生悲蛱蝶，一朝香死泣芙蕖。	罗隐	闲居日秋	蝴蝶（庄子）	1	[[6, 7]]	
贾生名迹忽无伦，十月长安看尽春。	赵嘏	赠解头贾嵩	贾谊	1	[[0, 1]]	
蛾眉再画当时月，蝉鬓重梳旧日云。	史君实	赠尼还俗		0		
乍进仙童药，时倾避暑杯。	李百药	赋得魏都		0		
共蹑华胥梦，龚黄安足寻。	张说	奉和圣制赐诸州刺史应制以题坐右	华胥	2	[[2, 3, 4]]	
中夕忽有念，抚裘起逡巡。	白居易	新制布裘		0		
鹤书承处重，鹊语喜时频。	窦庠	敕目至家兄蒙淮南仆射杜公契授秘校兼节度参谋同书寄上	鹊喜	1	[[6, 7]]	
举国繁华委逝川，羽毛飘荡一年年。	吴融	子规	逝川（孔子）	2	[[4, 5, 6]]	
望苑长为客，商山遂不归。	陈子昂	题田洗马游岩桔槔	紫芝（刘邦，夏黄公，东园公，甪里先生，绮里季，四皓）	1	[[6, 7]]	
冉冉征途间，谁是长年者。	杜甫	玉华宫		0		
携妓东山去，春光半道催。	李白	送侄良携二妓赴会稽戏有此赠	东山妓（谢安）	1	[[2, 3, 4]]	
敢违渔父问，从此更南征。	杜甫	陪裴使君登岳阳楼	沧浪（屈原）	1	[[2, 3]]	
山朝豫章馆，树转凤凰城。	王维	恭懿太子挽歌五首	吹箫（弄玉，秦穆公，萧史）	1	[[8, 9, 10]]	
投刺登龙日，开怀纳鸟晨。	宋之问	桂州陪王都督晦日宴逍遥楼	祢衡挝（孔融，曹操，祢衡）	1	[[0, 1]]	
介子终知禄不及，王孙谁肯一相怜。	郭郧	寒食寄李补阙	介推（介之推）	1	[[0, 1]]	
郑鼠宁容者，齐竽久舍诸。	广宣	皇太子频赐存问并索唱和新诗因有陈谢	齐竽（南郭先生）	1	[[6, 7]]	
殷勤为报长安柳，莫惜枝条动软声。	元稹	第三岁日咏春风凭杨员外寄长安柳		0		
唯闻陶靖节，多在醉乡游。	许浑	送林处士自闽中道越由霅抵两川	陶潜	2	[[2, 3, 4]]	
兴残虚白室，迹断孝廉船。	杜甫	哭韦大夫之晋	孝廉船（刘惔，司马昱，张凭）	1	[[8, 9, 10]]	
早岁曾闻说，今朝始摘尝。	白居易	题郡中荔枝诗十八韵兼寄万州杨八使君		0		
文园多病后，中散旧交疏。	杜甫	赠李八秘书别三十韵	文园	1	[[0, 1]]	
自昔萧曹任，难兼卫霍功。	皇甫冉	送王相公之幽州	萧曹	1	[[2, 3]]	
支公放鹤情相似，范泰论交趣不同。	贯休	山居诗二十四首	放鹤（支遁）	1	[[2, 3]]	
冶长信非罪，侯生或遭骂。	韩愈	县斋有怀	冶长非罪（公冶长）	1	[[0, 1, 2]]	
伏枕嗟公干，归山羡子平。	孟浩然	李氏园林卧疾	尚平（向长）	1	[[9, 10]]	
无云秦汉隔，别访武陵花。	郑愔	奉和幸上官昭容院献诗四首	桃源（陶潜）	1	[[8, 9]]	
青春事汉主，白首入秦城。	李端	赠李龟年		0		
昨夜梁园里，弟寒兄不知。	李白	对雪献从兄虞城宰	梁苑客（刘武，司马相如，邹阳，枚乘）	1	[[2, 3, 4]]	
