sentence	author	title	allusion	variation_number	allusion_index	transformed_allusion
子晋少姨闻定怪，人间亦便有霓裳。	白居易	嵩阳观夜奏霓裳	子晋（王子乔）	1	[[0, 1]]	[0, 1,子晋（王子乔）]
知音难再逢，惜君方年老。	岑参	秋夕听罗山人弹三峡流泉	知音	1	[[0, 1]]	[0, 1,知音]
明年自此登龙后，回首荆门一路尘。	齐己	送相里秀才赴举	龙门	1	[[4, 5]]	[4, 5,龙门]
陈琳轻一别，马上意超然。	刘得仁	送王书记归邠州	陈琳（陈琳，曹操）	1	[[0, 1]]	[0, 1,陈琳（陈琳，曹操）]
斯人谢明代，百代坠鹓鸿。	李华	寄赵七侍御		0		
机杼非桑女，林园异木奴。	温庭筠	病中书怀呈友人	木奴（孙休，李衡）	1	[[9, 10]]	[9, 10,木奴（孙休，李衡）]
日入酉，但愿父母得长寿。	白居易	十二时行孝文 其八		0		
身犹纳履误，情为覆盆伤。	沈佺期	答魑魅代书寄家人	覆盆	1	[[8, 9]]	[8, 9,覆盆]
吾子得神仙，本是池中物。	杜甫	七月三日亭午已后较热退晚加小凉稳睡有诗因论壮年乐事戏呈元二十一曹长	池中物（周瑜，刘备，周瑜，孙权）	1	[[8, 9, 10]]	[8, 9, 10,池中物（周瑜，刘备，周瑜，孙权）]
他日相思处，天边望少微。	陈润	送骆征君	少微星	1	[[9, 11]]	[9, 10, 11,少微星]
多才陆平原，硕学郑司农。	高适	酬秘书弟兼寄幕下诸公	陆机	2	[[2, 3, 4]]	[2, 3, 4,陆机]
王母摘桃海上还，感之西过聊问讯。	韦应物	汉武帝杂歌三首	王母桃（东方朔，汉武帝）	1	[[0, 2]]	[0, 1, 2,王母桃（东方朔，汉武帝）]
君臣一意金门宠，兄弟双飞玉殿游。	张说	赠崔二安平公乐世词	金门（扬雄）	1	[[4, 5]]	[4, 5,金门（扬雄）]
马羸三径外，人病四愁中。	窦常	晚次方山精舍却寄张荐员外	三径（求仲，羊仲，蒋诩）	1	[[2, 3]]	[2, 3,三径（求仲，羊仲，蒋诩）]
梁王昔全盛，宾客复多才。	高适	宋中十首之一	梁王（刘武）	1	[[0, 1]]	[0, 1,梁王（刘武）]
终愧巢与由，未能易其节。	杜甫	自京赴奉先县咏怀五百字	巢由（巢父，许由）	1	[[2, 3]]	[2, 3,巢由（巢父，许由）]
林下纷相送，多逢长者车。	张九龄	送宛句赵少府	长者车（陈平）	1	[[8, 9, 10]]	[8, 9, 10,长者车（陈平）]
归时自负花前醉，笑向鲦鱼问乐无。	独孤及	垂花坞醉后戏题	濠梁（惠施，庄子）	1	[[11, 12]]	[11, 12,濠梁（惠施，庄子）]
两床苮席一素几，仰卧高声吟太玄。	皮日休	苦雨杂言寄鲁望	草玄（扬雄）	1	[[13, 14]]	[13, 14,草玄（扬雄）]
草玄门似山中静，不是公卿到不开。	殷文圭	题胡州太学丘光庭博士幽居	草玄（扬雄）	1	[[0, 1]]	[0, 1,草玄（扬雄）]
隼击须当要，鹏抟莫问程。	李商隐	送千牛李将军赴阙五十韵	大鹏（庄子）	1	[[6, 7]]	[6, 7,大鹏（庄子）]
为奏薰琴唱，仍题宝剑名。	张九龄	奉和圣制送尚书燕公赴朔方	南风（舜）	1	[[2, 3]]	[2, 3,南风（舜）]
却笑陶元亮，何须忆醉眠。	贾岛	送南康姚明府	陶潜	2	[[2, 3, 4]]	[2, 3, 4,陶潜]
吾皇思壮士，谁应大风歌。	李咸用	待旦	大风歌（刘邦）	1	[[8, 9, 10]]	[8, 9, 10,大风歌（刘邦）]
今来却笑临邛客，入蜀空驰使者车。	李德裕	奉送相公十八丈镇扬州	相如渴（司马相如）	1	[[4, 6]]	[4, 5, 6,相如渴（司马相如）]
上客刘公干，元戎郭细侯。	韩翃	送刘侍御赴令公行营	公干（刘桢）	2	[[2, 3, 4]]	[2, 3, 4,公干（刘桢）]
今宵难作刀州梦，月色江声共一楼。	雍陶	宿嘉陵驿	刀州（王浚）	2	[[4, 5, 6]]	[4, 5, 6,刀州（王浚）]
问津惊弃置，投刺忽踟蹰。	高适	真定即事奉赠韦使君二十八韵	沮溺（子路，孔子，桀溺，长沮）	1	[[0, 1]]	[0, 1,沮溺（子路，孔子，桀溺，长沮）]
一种貌如仙，人情要自偏。罗敷有底好，最得使君怜。	施君吾	感遇词	罗敷	1	[[12, 13]]	[12, 13,罗敷]
祖鞭掉折徒为尔，赢得云溪负钓竿。	吴融	登鹳雀楼	著鞭（祖逖）	1	[[0, 1]]	[0, 1,著鞭（祖逖）]
手持双豆蔻，的的为东邻。	韩偓	无题	宋玉墙（司马相如，宋玉）	1	[[9, 11]]	[9, 10, 11,宋玉墙（司马相如，宋玉）]
政同兄弟人人乐，曲奏埙篪处处听。	刘禹锡	寄和东川杨尚书慕巢兼寄西川继之二公近从弟兄情分偏睦早忝游旧因成是诗	埙篪	1	[[10, 11]]	[10, 11,埙篪]
直似王陵戆，非如宁武愚。	张九龄	豋荆州城楼	王陵戆（刘邦，王陵）	1	[[2, 3, 4]]	[2, 3, 4,王陵戆（刘邦，王陵）]
五湖游不厌，柏署迹如遗。	皎然	酬崔侍御见赠	柏台	1	[[6, 7]]	[6, 7,柏台]
君在江南相忆否，门前五柳几枝低。	刘长卿	使次安陆寄友人	五柳（陶潜）	2	[[8, 9, 10, 11]]	[8, 9, 10, 11,五柳（陶潜）]
时因杖藜次，相访竹林东。	刘长卿	赠西邻卢少府	竹林期（刘伶，向秀，子咸，山涛，嵇康，王咸，王戎，阮咸，阮籍）	1	[[8, 10]]	[8, 9, 10,竹林期（刘伶，向秀，子咸，山涛，嵇康，王咸，王戎，阮咸，阮籍）]
传语桃源客，人今出处同。	杜甫	巫峡敝庐奉赠侍御四舅别之沣朗	桃源（陶潜）	2	[[2, 3, 4]]	[2, 3, 4,桃源（陶潜）]
西江上，风动麻姑嫁时浪。	顾况	古离别	麻姑	1	[[6, 7]]	[6, 7,麻姑]
漆有用而割，膏以明自煎。	杜甫	遣兴五首之三	膏明易煎	1	[[0, 1, 2, 3, 4]]	[0, 1, 2, 3, 4,膏明易煎]
阮咸虽别巷，遥识此时心。	李端	寄上舍人叔	小阮（阮咸，阮籍）	1	[[0, 1]]	[0, 1,小阮（阮咸，阮籍）]
鸱鸢啄腐疑雏凤，神鬼欺贫笑伯龙。	徐夤	西寨寓居之二	腐鼠（庄子）	1	[[0, 1]]	[0, 1,腐鼠（庄子）]
孔壁采遗篆，周韦考绝编。	崔日知	冬日述怀奉呈韦祭酒张左丞兰台名贤	藏书壁（刘馀，孔子）;绝编（孔子）	2	[[0, 1]];[[9, 10]]	[0, 1,藏书壁（刘馀，孔子）];[9, 10,绝编（孔子）]
举世可能无默识，未知谁拟试齐竽。	韩偓	安贫	齐竽（南郭先生）	1	[[13, 14]]	[13, 14,齐竽（南郭先生）]
弟兄消息绝，独敛向隅眉。	韩偓	向隅	向隅	1	[[8, 9]]	[8, 9,向隅]
题书报贾谊，此湿似长沙。	张子容	永嘉即事寄赣县袁少府瓘	长沙鵩（贾谊）	1	[[9, 11]]	[9, 10, 11,长沙鵩（贾谊）]
曾逢异人说，风景似桃源。	于鹄	南溪书斋	桃源（陶潜）;桃源（陶潜）	2	[[9, 10]];[[9, 10]]	[9, 10,桃源（陶潜）];[9, 10,桃源（陶潜）]
献玉频年命未通，穷秋成病悟真空。	陆畅	下第后病中	卞和	1	[[0, 1]]	[0, 1,卞和]
尔幸无羸角，何用触吾藩。	杨收	嘲吴人观者	触藩	1	[[8, 9]]	[8, 9,触藩]
白鸥兮飞来，长与君兮相亲。	李白	鸣皋歌送岑征君（时梁园三尺雪。在清泠池作。）	白鸥（列子）	1	[[0, 1]]	[0, 1,白鸥（列子）]
多君有知己，一和郢中吟。	高适	同郭十题杨主簿新厅	白雪（宋玉）	1	[[8, 10]]	[8, 9, 10,白雪（宋玉）]
相如求一谒，词赋远随身。	皇甫冉	送窦十九叔向赴京	相如（司马相如）	1	[[0, 1]]	[0, 1,相如（司马相如）]
此器大朴，尤宜直纯。	元结	窊樽铭		0		
焉能为绕指，拂拭试时人。	窦群	题剑	绕指（刘琨）	1	[[3, 4]]	[3, 4,绕指（刘琨）]
未妨溪上泛渔艇，又为门前张雀罗。	方干	偶作	雀罗（翟公）	1	[[13, 14]]	[13, 14,雀罗（翟公）]
有竹一顷馀，乔木上参天。	杜甫	杜鹃		0		
梦喜三刀近，书嫌五载违。	柳宗元	奉和周二十二丈酬郴州侍郎衡江夜泊得韶州书并附当州生黄茶一封率然成篇代意之作	刀州（王浚）	1	[[2, 3]]	[2, 3,刀州（王浚）]
更怜湘水赋，还是洛阳才。	张九龄	酬王六霁后书怀见示	吊屈（贾谊，屈原）	1	[[2, 3]]	[2, 3,吊屈（贾谊，屈原）]
素琴本无弦，漉酒用葛巾。	李白	戏赠郑溧阳	无弦（陶潜）	1	[[3, 4]]	[3, 4,无弦（陶潜）]
于公恸哭三年旱，邹衍含愁五月霜。	王巨仁	愤怨诗	燕霜（邹衍）	1	[[12, 14]]	[12, 13, 14,燕霜（邹衍）]
一朵蓬莱在世间，梵王宫阙翠云间。	鲍溶	望江中金山寺	蓬莱	1	[[2, 3]]	[2, 3,蓬莱]
黄屋非尧意，瑶台安可论。	陈子昂	感遇诗三十八首之十九	黄屋	1	[[0, 1]]	[0, 1,黄屋]
羽扇扬风暇，瑶琴怅别情。	钱起	奉和宣城张太守南亭秋夕怀友	仁风（袁宏）	1	[[1, 4]]	[1, 2, 3, 4,仁风（袁宏）]
遍见豪强争意气，全是凡夫智。	敦煌曲子	求因果息争十首 其二		0		
书空翘足卧，避险侧身行。	方干	山中寄吴磻十韵	书空（殷浩）	1	[[0, 1]]	[0, 1,书空（殷浩）]
朱瑀空偷御沟水，锦鳞红尾属严光。	温庭筠	薛氏池垂钓	严陵（严光）	1	[[13, 14]]	[13, 14,严陵（严光）]
宿莽非中土，鲈鱼岂我乡。	孙逖	淮阴夜宿二首	鲈鱼（张翰）	1	[[6, 7]]	[6, 7,鲈鱼（张翰）]
他日图勋画麟阁，定呈肝胆始应休。	李群玉	献王中丞	麟阁（丙吉，刘德，刘洵，张安世，杜延年，梁丘贺，萧望之，苏武，赵充国，霍光，韩增，魏相）	1	[[5, 6]]	[5, 6,麟阁（丙吉，刘德，刘洵，张安世，杜延年，梁丘贺，萧望之，苏武，赵充国，霍光，韩增，魏相）]
洞庭风软荻花秋，新没青娥细浪愁。	水府君	与郑德璘奇遇诗 其四		0		
知君分如此，赠逾荆山璧。	李德裕	重忆山居六首罗浮山	卞和	1	[[8, 10]]	[8, 9, 10,卞和]
黄公酒炉处，青眼竹林前。	卢照邻	哭明堂裴主簿	青眼（阮籍）;黄公（王戎）	2	[[6, 7]];[[0, 1]]	[6, 7,青眼（阮籍）];[0, 1,黄公（王戎）]
既有曾参行，仍兼君子儒。	崔璐	览皮先辈盛制因作十韵以寄用伸款仰	曾参	1	[[2, 3]]	[2, 3,曾参]
一寝閒身万事空，任天教作假文翁。	薛能	监郡犍为舟中寓题寄同舍	文翁	1	[[13, 14]]	[13, 14,文翁]
琐窗朱槛同仙界，半夜缑山有鹤声。	刘沧	登龙门敬善寺阁	子晋（王子乔）	1	[[10, 11]]	[10, 11,子晋（王子乔）]
鱼游沧海深，呼鹰过上蔡。	李白	留别王司马嵩	上蔡（李斯，赵高）	1	[[9, 10]]	[9, 10,上蔡（李斯，赵高）]
僻居城南隅，颜子须泣血。	曹邺	成名后献恩门	颜子（孔子，颜回）	1	[[6, 7]]	[6, 7,颜子（孔子，颜回）]
落笔空追怆，曾蒙借斧斤。	郑谷	读故许昌薛尚书诗集	郢匠（惠施，庄子）	1	[[8, 9, 10]]	[8, 9, 10,郢匠（惠施，庄子）]
寒空见鸳鹭，回首忆朝班。	杜甫	自瀼西荆扉且移居东屯茅屋四首之四	鸳鹭	1	[[3, 4]]	[3, 4,鸳鹭]
寄谢山东妙，长缨徒自欺。	李峤	军师凯旋自邕州顺流舟中	长缨（终军）	1	[[6, 7]]	[6, 7,长缨（终军）]
潘郎懊恼新秋发，拔却一茎生两茎。	徐凝	览镜词	二毛（潘岳）	1	[[0, 2]]	[0, 1, 2,二毛（潘岳）]
共赋瑶台雪，同观金谷筝。	卢纶	纶与吉侍郎中孚辄有所酬以申悲旧兼寄夏侯侍御审侯仓曹钊	金谷（石崇）;瑶台	2	[[8, 9]];[[2, 3]]	[8, 9,金谷（石崇）];[2, 3,瑶台]
寒生五湖道，春入万年枝。	皇甫曾	奉送杜侍御还京	万年枝	1	[[8, 9, 10]]	[8, 9, 10,万年枝]
智者与愚者，尽归北邙山。	李山甫	遣怀		0		
尘埃常满甑，钱帛少盈囊。	白居易	谓村退居寄礼部崔侍郎翰林钱舍人诗一百韵	甑生尘（范冉）	1	[[0, 2]]	[0, 1, 2,甑生尘（范冉）]
门外有三车，迎之不肯出。	寒山	诗三百三首	三车	1	[[3, 4]]	[3, 4,三车]
百川赴海返潮易，一叶报秋归树难。	鲍溶	始见二毛	一叶	1	[[8, 9]]	[8, 9,一叶]
仲宣荆州客，今余竟陵宾。	孟郊	自商行谒复州卢使君虔	王粲（王粲）	1	[[0, 1]]	[0, 1,王粲（王粲）]
呦呦食苹鹿，常饮清泠川。	萧颖士	仰答韦司业垂访五首	鹿鸣	1	[[4, 5]]	[4, 5,鹿鸣]
不须更作悲秋赋，王粲辞家鬓已凋。	韦庄	早秋夜作	王粲（王粲）	1	[[8, 9]]	[8, 9,王粲（王粲）]
隋朝古陌铜驼柳，石氏荒原金谷花。	刘沧	晚秋洛阳客舍	金谷（石崇）	1	[[12, 13]]	[12, 13,金谷（石崇）]
名嗟黄绶系，才是白眉良。	皇甫冉	送从弟豫贬远州	黄绶;白眉（马良）	2	[[2, 3]];[[8, 9]]	[2, 3,黄绶];[8, 9,白眉（马良）]
寄言垂天翼，早晚起沧溟。	刘禹锡	和牛相公题姑苏所寄太湖石兼寄李苏州	大鹏（庄子）	2	[[2, 3, 4]]	[2, 3, 4,大鹏（庄子）]
中有学仙侣，吹箫弄山月。	丘丹	和韦使君秋夜见寄	吹箫（弄玉，秦穆公，萧史）	1	[[6, 7]]	[6, 7,吹箫（弄玉，秦穆公，萧史）]
羁望伤千里，长歌遣四愁。	韦承庆	凌朝浮江旅思（一作马周诗）	四愁（张衡）	1	[[9, 10]]	[9, 10,四愁（张衡）]
来时虽恨失青毡，自见芭蕉几十篇。	司空图	狂题十八首	青毡（王徽之，王操之，王献之）	1	[[5, 6]]	[5, 6,青毡（王徽之，王操之，王献之）]
汾祠雍畤望通天，玉堂宣室坐长年。	许景先	奉和圣制望春台	宣室	1	[[10, 11]]	[10, 11,宣室]
买得龙媒越水濆，轻桃细杏色初分。	刘威	伤曾秀才马	龙媒	1	[[2, 3]]	[2, 3,龙媒]
尔时黄绶屈，别后青云致。	邹象先	寄萧颖士补正字	黄绶	1	[[2, 3]]	[2, 3,黄绶]
黄雀知恩在，衔飞亦上楼。	卢纶	九日奉陪令公登白楼同咏菊	衔环（杨宝）	1	[[0, 2]]	[0, 1, 2,衔环（杨宝）]
公车待诏赴长安，客里新正阻旧欢。	皇甫冉	送钱唐路少府赴制举	公车	1	[[0, 1]]	[0, 1,公车]
手挥白玉鞭，不避五侯车。	曹邺	赵城怀古	五侯	1	[[8, 9]]	[8, 9,五侯]
巨灵高其捧，保此一掬悭。	韩愈	题炭谷湫祠堂	巨灵	1	[[0, 1]]	[0, 1,巨灵]
犹轻昔日墨池学，未许前贤团扇书。	权德舆	马秀才草书歌	临池（张芝）	1	[[4, 5]]	[4, 5,临池（张芝）]
织锦犹未成，蛩声入罗幕。	崔国辅	怨词二首之二	锦字（苏若兰）	1	[[0, 1]]	[0, 1,锦字（苏若兰）]
雪销酒尽梁王起，便是邹枚分散时。	白居易	裴令公席上赠别梦得	邹枚	1	[[10, 11]]	[10, 11,邹枚]
汉主追韩信，苍生起谢安。	杜甫	宴王使君宅题二首之一	苍生望（谢安）	1	[[6, 8]]	[6, 7, 8,苍生望（谢安）]
焦尾何人听，凉宵对月弹。	李咸用	山居	焦尾（蔡邕）	1	[[0, 1]]	[0, 1,焦尾（蔡邕）]
先宜知止足，次要悟浮休。	白居易	重修香山寺毕题二十二韵以纪之		0		
六一閟扃鐍，子午守雄雌。	白居易	同微之赠别郭虚舟鍊师五十韵		0		
忆昔游金谷，相看华发新。	李嘉祐	送王谏议充东都留守判官	金谷（石崇）	1	[[3, 4]]	[3, 4,金谷（石崇）]
我家有棠阴，枝叶竟不繁。	邵谒	送从弟长安下第南归觐亲	甘棠（召公姬奭）	1	[[3, 4]]	[3, 4,甘棠（召公姬奭）]
愿得华山之下长归马，野田无复堆冤者。	张碧	野田行	休牛（周武王）	1	[[7, 9]]	[7, 8, 9,休牛（周武王）]
风胡灭已久，所以潜其锋。	李白	古风	风胡	1	[[0, 1]]	[0, 1,风胡]
细君几日路经此，应见悲翁相望心。	权德舆	发硖石路上却寄内	细君（东方朔）	1	[[0, 1]]	[0, 1,细君（东方朔）]
微雨空山夜洗兵，绣衣朝拂海云清。	法振	送韩侍御自使幕巡海北	洗兵	1	[[5, 6]]	[5, 6,洗兵]
送君竟此曲，从兹长绝弦。	乔知之	拟古赠陈子昂	绝弦（伯牙，钟子期）	1	[[9, 10]]	[9, 10,绝弦（伯牙，钟子期）]
天人持此扶衰病，胜得瑶池水一瓶。	杨巨源	石水词二首之二	瑶池（周穆王，西王母）	1	[[10, 11]]	[10, 11,瑶池（周穆王，西王母）]
越鸟日南飞，芳音愿相次。	李群玉	登宜春醉宿景星寺寄郑判官兼简空上人	越鸟	1	[[0, 1]]	[0, 1,越鸟]
公孙阁里见君初，衣锦南归二十馀。	李涉	酬彭伉	平津（公孙弘，薛泽）	2	[[0, 1, 2]]	[0, 1, 2,平津（公孙弘，薛泽）]
访戴昔未偶，寻嵇此相得。	李白	酬坊州王司马与阎正字对雪见赠	乘兴（戴逵，王徽之）;千里驾（吕安，嵇康）	2	[[0, 1]];[[6, 7]]	[0, 1,乘兴（戴逵，王徽之）];[6, 7,千里驾（吕安，嵇康）]
若遣绿珠丑，石家应尚存。	曹邺	古莫买妾行	绿珠（石崇，绿珠）	1	[[2, 3]]	[2, 3,绿珠（石崇，绿珠）]
莫嗟太常屈，便入苏门啸。	韩翃	送李湜下第归卫州便游河北	苏门啸（阮籍，孙登）	1	[[8, 9, 10]]	[8, 9, 10,苏门啸（阮籍，孙登）]
蟹螯只恐相如渴，鲈鲙应防曼倩饥。	许浑	舟行早发庐陵郡郭寄滕郎中	相如渴（司马相如）;方朔（东方朔）	2	[[4, 5, 6]];[[12, 13]]	[4, 5, 6,相如渴（司马相如）];[12, 13,方朔（东方朔）]
今来寄新诗，乃类陶渊明。	刘禹锡	酬湖州崔郎中见寄	陶潜	2	[[8, 9, 10]]	[8, 9, 10,陶潜]
英主任贤增虎翼，假王徼福犯龙鳞。	李绅	却过淮阴吊韩信庙	犯龙鳞	1	[[12, 13, 14]]	[12, 13, 14,犯龙鳞]
能迂驺驭寻蜗舍，不惜瑶华报木桃。	钱起	重赠赵给事	蜗舍	1	[[5, 6]]	[5, 6,蜗舍]
假使铁轮顶上旋，定慧圆明终不失。	玄觉	永嘉證道歌		0		
新愁旧恨真无奈，须就邻家瓮底眠。	韩偓	三月	瓮间卧（毕卓）	1	[[12, 13]]	[12, 13,瓮间卧（毕卓）]
逍遥每尽日，谁识爱沧浪。	李频	陕州题河上亭	沧浪（屈原）	1	[[9, 10]]	[9, 10,沧浪（屈原）]
昨夜舟火灭，湘娥帘外悲。	杜甫	苏大侍御访江浦赋八韵记异	湘妃（唐尧，女英，娥皇，舜，虞舜）	1	[[6, 7]]	[6, 7,湘妃（唐尧，女英，娥皇，舜，虞舜）]
槐暗公庭趋小吏，荷香陂水脍鲈鱼。	刘长卿	颍川留别司仓李万	鲈鱼（张翰）	2	[[12, 13, 14]]	[12, 13, 14,鲈鱼（张翰）]
入云萧帝寺，毕竟欲何如。	杜荀鹤	题成岛僧舍	萧寺（萧子云，萧衍）	1	[[2, 3]]	[2, 3,萧寺（萧子云，萧衍）]
皆言侍跸横汾宴，暂似乘槎天汉游。	徐彦伯	上巳日祓禊渭滨应制	乘槎;横汾（刘彻）	2	[[10, 11]];[[4, 5]]	[10, 11,乘槎];[4, 5,横汾（刘彻）]
空令猿啸时，泣对湘潭竹。	李端	古别离二首	湘妃（唐尧，女英，娥皇，舜，虞舜）	1	[[8, 9]]	[8, 9,湘妃（唐尧，女英，娥皇，舜，虞舜）]
洛阳贾谊自无命，少陵杜甫兼有文。	罗隐	湘南春日怀古	贾谊	1	[[2, 3]]	[2, 3,贾谊]
送君无可赠，持此代瑶华。	钱起	赋得浦口望斜月送皇甫判官	瑶华	1	[[9, 10]]	[9, 10,瑶华]
人间桑海朝朝变，莫遣佳期更后期。	李商隐	一片	桑田（麻姑）	1	[[2, 3]]	[2, 3,桑田（麻姑）]
五马尚迷青琐路，双鱼犹惹翠兰芬。	李山甫	送蕲州裴员外	五马;青琐	2	[[0, 1]];[[4, 5]]	[0, 1,五马];[4, 5,青琐]
难为子猷志，虚负文君名。	田娥	寄远	文君（卓文君，卓王孙，司马相如）;子猷	2	[[8, 9]];[[2, 3]]	[8, 9,文君（卓文君，卓王孙，司马相如）];[2, 3,子猷]
灞陵老将无功业，犹忆当时夜猎归。	罗隐	题新榜	飞将（李广）	1	[[0, 1, 2, 3]]	[0, 1, 2, 3,飞将（李广）]
兰台有客叙交情，返照中林曳履声。	权德舆	奉和礼部尚书酬杨著作竹亭歌	履声（郑崇）	2	[[12, 13, 14]]	[12, 13, 14,履声（郑崇）]
瘦倚青竹杖，炉峰指欲归。	李咸用	送钱契明尊师归庐山		0		
剑锋挥太皞，旗焰拂蚩尤。	温庭筠	过华清宫二十二韵	蚩尤	1	[[9, 10]]	[9, 10,蚩尤]
出师宣九命，分阃用三台。	袁晖	奉和圣制送张尚书巡边	分阃	1	[[6, 7]]	[6, 7,分阃]
自言幽隐乏先容，不道人物知音寡。	司马逸客	雅琴篇	知音	1	[[12, 13]]	[12, 13,知音]
属国归何晚，楼兰斩未还。	杜甫	秦州杂诗二十首	斩楼兰（刘彻）;苏属国（苏武）	2	[[6, 8]];[[0, 1, 2]]	[6, 7, 8,斩楼兰（刘彻）];[0, 1, 2,苏属国（苏武）]
向人方白眼，违俗有青岩。	陈翊	寄邵校书楚苌	青眼（阮籍）	1	[[3, 4]]	[3, 4,青眼（阮籍）]
古人非傲吏，自阙经世务。	王维	漆园	傲吏	1	[[3, 4]]	[3, 4,傲吏]
圣日麻双下，洪炉柄共操。	姚合	和郑相演杨尚书蜀中唱和诗	洪炉	1	[[6, 7]]	[6, 7,洪炉]
秋风能再热，团扇不辞劳。	刘方平	长信宫	团扇（班婕妤）	1	[[6, 7]]	[6, 7,团扇（班婕妤）]
吾病日回首，云台谁再论。	杜甫	览柏中允兼子侄数人除官制词因述父子兄弟四美载歌丝纶	云台（邓禹）	1	[[6, 7]]	[6, 7,云台（邓禹）]
到门不敢题凡鸟，看竹何须问主人。	王维	春日与裴迪过新昌里访吕逸人不遇	此君（王徽之）;题凤（吕安，嵇喜，嵇康）	3	[[8, 9]];[[4, 5, 6]]	[8, 9,此君（王徽之）];[4, 5, 6,题凤（吕安，嵇喜，嵇康）]
锦字莫辞连夜织，塞鸿常是到春归。	罗邶	征人	锦字（苏若兰）	1	[[0, 1]]	[0, 1,锦字（苏若兰）]
国香荀令去，楼月庾公来。	温庭筠	中书令裴公挽歌词二首	荀令香（荀彧）	1	[[0, 1, 2, 3]]	[0, 1, 2, 3,荀令香（荀彧）]
长鸣谢知己，所愧非龙媒。	高适	和贺兰判官望北海作	龙媒	1	[[9, 10]]	[9, 10,龙媒]
次兄一生能苦节，夏聚流萤冬映雪。	李渤	喜弟淑再至为长歌	聚萤（车胤）	1	[[10, 11]]	[10, 11,聚萤（车胤）]
失势青门傍，种瓜复几时。	李白	窜夜郎于乌江留别宗十六璟	邵平（召平）	1	[[6, 7]]	[6, 7,邵平（召平）]
鵩上承尘才一日，鹤归华表已千年。	许浑	经故丁补阙郊居	令威（丁令威）;长沙鵩（贾谊）	3	[[8, 9, 10, 11]];[[0, 1]]	[8, 9, 10, 11,令威（丁令威）];[0, 1,长沙鵩（贾谊）]
湛露飞尧酒，熏风入舜弦。	宗楚客	奉和幸上阳宫侍宴应制	南风（舜）	2	[[6, 7], [9, 10]]	[6, 7,南风（舜）]; [9, 10,南风（舜）]
长捐楚客佩，未赐大夫环。	柳宗元	酬韶州裴曹长使君寄道州吕八大使因以见示二十韵一首	赐环	1	[[10, 11]]	[10, 11,赐环]
关吏不须迎马笑，去时无意学终军。	杜牧	出关	弃繻（终军）	2	[[12, 13, 14]]	[12, 13, 14,弃繻（终军）]
车骑新从梁苑回，履声佩响入中台。	白居易	令狐相公拜尚书后有喜从镇归朝之作刘郎中生和因以继之	履声（郑崇）	1	[[8, 9]]	[8, 9,履声（郑崇）]
旧苑经寒露，残池问劫灰。	郑愔	奉和幸三会寺应制	劫灰（刘彻）	1	[[9, 10]]	[9, 10,劫灰（刘彻）]
西过获麟台，为我吊孔丘。	李白	送方士赵叟之东平	获麟（孔子，鲁哀公）	1	[[2, 3]]	[2, 3,获麟（孔子，鲁哀公）]
可羡罗敷自有失，愁中漫捋白髭须。	段成式	戏高侍御七首	罗敷	1	[[2, 3]]	[2, 3,罗敷]
客来唯劝酒，蝴蝶是前身。	窦巩	题任处士幽居	蝴蝶（庄子）	1	[[6, 7]]	[6, 7,蝴蝶（庄子）]
小臣陪宴镐，献寿奉维嵩。	韦安石	梁王宅侍宴应制同用风字	宴镐（周武王）	1	[[3, 4]]	[3, 4,宴镐（周武王）]
君去庾公应借问，驰心千里大江流。	武元衡	送田三端公还鄂州	庾公（庾亮）	1	[[2, 3]]	[2, 3,庾公（庾亮）]
炙背可以献天子，美芹由来知野人。	杜甫	赤甲	献芹	1	[[8, 9]]	[8, 9,献芹]
苏武却生返，邓通终死饥。	杜牧	杜秋娘诗	苏武（刘彻，苏武）	1	[[0, 1]]	[0, 1,苏武（刘彻，苏武）]
谁见衡门里，终朝自在贫。	张籍	闲居	衡门	1	[[2, 3]]	[2, 3,衡门]
中山如有酒，敢借千金价。	晁采	子夜歌十八首	千日醉（刘玄石）	1	[[0, 2]]	[0, 1, 2,千日醉（刘玄石）]
君不见晋朝羊公一片石，龟龙剥落生莓苔。	李白	襄阳歌	岘首（羊祜）	1	[[5, 7]]	[5, 6, 7,岘首（羊祜）]
寂寞空门支道林，满堂诗板旧知音。	张祜	题灵彻上人旧房	支公（支道林）	2	[[4, 5, 6]]	[4, 5, 6,支公（支道林）]
荣禄上及亲，之官随板舆。	岑参	酬成少尹骆谷行见呈	板舆（潘岳）	1	[[9, 10]]	[9, 10,板舆（潘岳）]
何事退耕沧海畔，闲看富贵白云飞。	刘商	题刘偃庄	等浮云（孔子）	1	[[10, 13]]	[10, 11, 12, 13,等浮云（孔子）]
南亩无三径，东林寄一身。	皇甫冉	寄郑二侍御归新郑无碍寺所居	三径（求仲，羊仲，蒋诩）	1	[[3, 4]]	[3, 4,三径（求仲，羊仲，蒋诩）]
近属淮王至，高门蓟子过。	杜甫	章梓州水亭	蓟子（蓟子训）	1	[[8, 9]]	[8, 9,蓟子（蓟子训）]
床空鄂君被，杵冷女媭砧。	李商隐	念远	鄂君（鄂皙）	1	[[2, 3]]	[2, 3,鄂君（鄂皙）]
作赋推潘岳，题诗许谢康。	李林甫	秋夜望月忆韩席等诸侍郎因以投赠	康乐（谢灵运）;潘兴（潘岳）	2	[[9, 11]];[[3, 4]]	[9, 10, 11,康乐（谢灵运）];[3, 4,潘兴（潘岳）]
