sentence	allusion	variation_number	allusion_index	transformed_allusion
天上文星落，林端玉树凋。	埋玉树	1	[[8, 10]]	[8, 9, 10, 埋玉树]
金兰徒有契，玉树已埋尘。	埋玉树; 埋玉树	2	[[6, 7], [9, 10]]	[6, 7, 埋玉树]; [9, 10, 埋玉树]
银钩忽晚书无报，玉树埋深哭不闻。	埋玉树	1	[[8, 11]]	[8, 9, 10, 11, 埋玉树]
纪侯大去，怀王不返。玉树长埋，风流遂远。	埋玉树	1	[[10, 13]]	[10, 11, 12, 13, 埋玉树]
郑庄好客，容我尊前先堕帻。	郑驿留宾	1	[[0, 3]]	[0, 1, 2, 3, 郑驿留宾]
郑庄好客，故遣红妆飞大白。	郑驿留宾	1	[[0, 3]]	[0, 1, 2, 3, 郑驿留宾]
加以延宾置驿，接士轼庐。	郑驿留宾	1	[[2, 5]]	[2, 3, 4, 5, 郑驿留宾]
共入留宾驿，俱分市骏金。	郑驿留宾	1	[[2, 4]]	[2, 3, 4, 郑驿留宾]
置驿常如此，登龙盖有焉。	郑驿留宾	1	[[0, 1]]	[0, 1, 郑驿留宾]
使君高谊云霄际，置驿留宾见高致。	郑驿留宾	1	[[8, 11]]	[8, 9, 10, 11, 郑驿留宾]
然郑当时置驿通宾，豪举甚矣，而其馈遗人不过匮器食，殊不可解。	郑驿留宾	1	[[4, 7]]	[4, 5, 6, 7, 郑驿留宾]
让士如刘寔，邀宾类郑庄。	郑驿留宾; 郑驿留宾	2	[[6, 7], [9, 10]]	[6, 7, 郑驿留宾]; [9, 10, 郑驿留宾]
郑庄宾客地，衰白远来过。	郑驿留宾	1	[[0, 3]]	[0, 1, 2, 3, 郑驿留宾]
吟咏凄凉翻有恨，谅知音，人远空追忆。谁为置，郑庄驿?	郑驿留宾	1	[[22, 24]]	[22, 23, 24, 郑驿留宾]
经过郑庄驿，好问孟尝门。	郑驿留宾	1	[[2, 4]]	[2, 3, 4, 郑驿留宾]
适逢秦岁首，来过郑时门。	郑驿留宾	1	[[8, 10]]	[8, 9, 10, 郑驿留宾]
多谢故人，亲驰郑驿，时倒融尊。劝此淹留，共过芳时，翻令倦客思家。	郑驿留宾	1	[[7, 8]]	[7, 8, 郑驿留宾]
虙子弹琴邑宰日，终军弃繻英妙时。	终军弃繻	1	[[8, 11]]	[8, 9, 10, 11, 终军弃繻]
吾师以陆机入洛之年，弟子亦终军弃繻之岁。	终军弃繻	1	[[13, 16]]	[13, 14, 15, 16, 终军弃繻]
弃繻频北上，怀刺几西游。	终军弃繻	1	[[0, 1]]	[0, 1, 终军弃繻]
便当弃繻出关去，床下仰看元龙楼。	终军弃繻	1	[[2, 5]]	[2, 3, 4, 5, 终军弃繻]
弃繻函谷易，买骏华阳难。	终军弃繻	1	[[0, 3]]	[0, 1, 2, 3, 终军弃繻]
素衣深恐缁尘染，岂敢投繻入帝京。	终军弃繻	1	[[10, 11]]	[10, 11, 终军弃繻]
来则无终军意气，动则有杨朱歧路。	终军弃繻	1	[[3, 6]]	[3, 4, 5, 6, 终军弃繻]
识不破终童弃繻，摆不开殷郎枯树。	终军弃繻	1	[[3, 6]]	[3, 4, 5, 6, 终军弃繻]
复寻题柱迹，重过弃繻关。	终军弃繻	1	[[8, 10]]	[8, 9, 10, 终军弃繻]
乡赋《鹿鸣》篇，君为贡士先。新经梦笔夜，才比弃繻年。	终军弃繻	1	[[22, 24]]	[22, 23, 24, 终军弃繻]
弃繻投笔，甚惬胸怀;变更姓名，幸无知觉。	终军弃繻	1	[[0, 3]]	[0, 1, 2, 3, 终军弃繻]
重看题壁处，岂羡弃繻生?	终军弃繻	1	[[8, 10]]	[8, 9, 10, 终军弃繻]
方同白衣见，不是弃繻人。	终军弃繻	1	[[8, 10]]	[8, 9, 10, 终军弃繻]
满眼非无弃繻者，寄言军吏莫嗔颜。	终军弃繻	1	[[4, 6]]	[4, 5, 6, 终军弃繻]
都骑骎骎指汶阳，关门应识弃繻郎。	终军弃繻	1	[[12, 14]]	[12, 13, 14, 终军弃繻]
蕴藏经国术，轻弃度关繻。	终军弃繻	1	[[7, 10]]	[7, 8, 9, 10, 终军弃繻]
乍忻为李御，敢学弃终繻。	终军弃繻	1	[[8, 10]]	[8, 9, 10, 终军弃繻]
国讶终军少，人知贾谊贤。	终军弃繻	1	[[2, 4]]	[2, 3, 4, 终军弃繻]
未遂终军志，何劳思故乡?	终军弃繻	1	[[2, 4]]	[2, 3, 4, 终军弃繻]
清秀过终童，携书访老翁。	终军弃繻	1	[[3, 4]]	[3, 4, 终军弃繻]
旧交怀贺老，新进谢终童。	终军弃繻	1	[[9, 10]]	[9, 10, 终军弃繻]
少司成朱沧起先生，以终贾之年，蜚声史馆。	终军弃繻	1	[[10, 13]]	[10, 11, 12, 13, 终军弃繻]
潼关识旧吏，吏发已如丝。	终军弃繻	1	[[2, 4]]	[2, 3, 4, 终军弃繻]
岳少以才颖见称，乡邑号为奇童，谓终贾之俦也。	终军弃繻	1	[[16, 19]]	[16, 17, 18, 19, 终军弃繻]
这文字呵性虽耽，情自欿，谁承望怀铅提椠，便释褐换朝衫。	怀铅提椠	1	[[15, 18]]	[15, 16, 17, 18, 怀铅提椠]
自古探穴藏山之士，怀铅握椠之客，何尝不征求异说，采摭群言。	怀铅提椠	1	[[9, 12]]	[9, 10, 11, 12, 怀铅提椠]
蓬渚倦怀椠，云台归借筹。	怀铅提椠	1	[[3, 4]]	[3, 4, 怀铅提椠]
淄上、淹中之儒，连踪继轨;负笈怀铅之彦，匪旦伊夕。	怀铅提椠	1	[[15, 16]]	[15, 16, 怀铅提椠]
脱帽怀铅出，先生盖代才。	怀铅提椠	1	[[2, 3]]	[2, 3, 怀铅提椠]
俾尔怀铅吮墨，抱篇章而景慕，映余辉以自烛。	怀铅提椠	1	[[2, 5]]	[2, 3, 4, 5, 怀铅提椠]
便宜选陈农之才，采河间之阙，怀铅握素，汗简杀青。	怀铅提椠	1	[[14, 17]]	[14, 15, 16, 17, 怀铅提椠]
然且抱椠怀铅，出入乎承明之署;荷囊持橐，上下乎太微之廷。	怀铅提椠	1	[[2, 5]]	[2, 3, 4, 5, 怀铅提椠]
平生好《书》《诗》，一意在抱椠。	怀铅提椠	1	[[13, 14]]	[13, 14, 怀铅提椠]
岂若抱椠人，终年守金闺。	怀铅提椠	1	[[2, 3]]	[2, 3, 怀铅提椠]
世以曼卿跅弛不羁，故其乘一时豪气所感，岂提铅怀椠者所能模仿耶?	怀铅提椠	1	[[20, 23]]	[20, 21, 22, 23, 怀铅提椠]
同治初元……勘定苏州，复次第削平常、镇、湖、嘉诸郡县，千里敉安，握铅抱椠之士散之四方者，至是咸归里。	怀铅提椠	1	[[32, 35]]	[32, 33, 34, 35, 怀铅提椠]
以世之多故，握椠之不可以苟，未及事事，而齿发固已衰矣。	怀铅提椠	1	[[6, 7]]	[6, 7, 怀铅提椠]
握素怀铅，重席解颐之士，间出于朝廷。	怀铅提椠	1	[[0, 3]]	[0, 1, 2, 3, 怀铅提椠]
握素披黄，吟道咏德，苦辛无益者如日蚀，逸乐名利者如秋荼。	怀铅提椠	1	[[0, 3]]	[0, 1, 2, 3, 怀铅提椠]
它日残喘稍苏，校刻先人遗书毕，当再鼓握铅之气。	怀铅提椠	1	[[18, 19]]	[18, 19, 怀铅提椠]
几多青睐独垂怜，无那操铅癖未捐。	怀铅提椠	1	[[10, 11]]	[10, 11, 怀铅提椠]
比者伏蒙曲念虚芜，荣流咳唾，诲以磨铅未至，刻楮非工。	怀铅提椠	1	[[16, 17]]	[16, 17, 怀铅提椠]
老懒无斗心，久不事铅椠。	怀铅提椠	1	[[9, 10]]	[9, 10, 怀铅提椠]
汉将日征兵，有谁人问及铅椠经生。	怀铅提椠	1	[[11, 12]]	[11, 12, 怀铅提椠]
别有东国儒生，西都才子，满屋铅椠，家虚儋石。	怀铅提椠	1	[[14, 15]]	[14, 15, 怀铅提椠]
张鼎为太常博士，用鸡肋为鸡肘，时辈讥曰‘鸡肘博士’。按此亦伏猎、弄獐之比，而世罕知之。	弄獐	1	[[32, 33]]	[32, 33, 弄獐]
弄獐宰相，伏猎侍郎，不闻有诗文传世，职是故耳。	弄獐	1	[[0, 3]]	[0, 1, 2, 3, 弄獐]
尚未弄璋弄瓦，一则以喜，一则以惧。	弄璋弄瓦	1	[[2, 5]]	[2, 3, 4, 5, 弄璋弄瓦]
弄瓦弄璋同一弄，休将厚薄异雄雌。	弄璋弄瓦	1	[[0, 3]]	[0, 1, 2, 3, 弄璋弄瓦]
弄璋诗句多才思，愁杀无儿老邓攸。	弄璋弄瓦	1	[[0, 1]]	[0, 1, 弄璋弄瓦]
长男近弄瓦，累重讵足贺?	弄璋弄瓦	1	[[3, 4]]	[3, 4, 弄璋弄瓦]
弄璋字乌䖘，掷瓦名婠妠。	弄璋弄瓦	1	[[6, 7]]	[6, 7, 弄璋弄瓦]
莫信人言，虺不如熊，瓦不如璋。	弄璋弄瓦	1	[[10, 13]]	[10, 11, 12, 13, 弄璋弄瓦]
不枉了银娘玉姐，只做个纺砖儿，谢女班姬女校书。	弄璋弄瓦	1	[[11, 12]]	[11, 12, 弄璋弄瓦]
庆门诞瓦，寒舍得雄。	弄璋弄瓦	1	[[2, 3]]	[2, 3, 弄璋弄瓦]
及载弄之始，目光炯然，眸子转眄，若有所见。	弄璋弄瓦	1	[[1, 2]]	[1, 2, 弄璋弄瓦]
古有弓旌礼，今征草泽臣。	弓旌	1	[[2, 3]]	[2, 3, 弓旌]
崔安潜侍郎廉问江西，邺适飘蓬湘浦间，崔素赏其作，志在弓旌，竟为幕吏所沮。	弓旌	1	[[26, 27]]	[26, 27, 弓旌]
初平之元，禁罔蠲除，四府并辞，弓旌交至。	弓旌	1	[[15, 16]]	[15, 16, 弓旌]
父淳感盘桓利贞，弓招莫进。	弓旌	1	[[8, 9]]	[8, 9, 弓旌]
心乐箪瓢同鼎食，身安山泽谢弓招。	弓旌	1	[[13, 14]]	[13, 14, 弓旌]
抑扬中散曲，飘泊孝廉船。	孝廉船	1	[[8, 10]]	[8, 9, 10, 孝廉船]
张孝廉船何处觅，名流今古在吾宗。	孝廉船	1	[[0, 3]]	[0, 1, 2, 3, 孝廉船]
某闻仁祖乘流，先知彦伯;张凭植棹，正值刘惔。	孝廉船	1	[[12, 15]]	[12, 13, 14, 15, 孝廉船]
有客从南来，为我弹清琴。五音纷繁会，拊者激微吟。淫鱼乘波听，踊跃自浮沉。	瓠巴鼓瑟	1	[[24, 28]]	[24, 25, 26, 27, 28, 瓠巴鼓瑟]
戏鹤闻应舞，游鱼听不沉。	瓠巴鼓瑟	1	[[6, 10]]	[6, 7, 8, 9, 10, 瓠巴鼓瑟]
神鱼出听掉尾舞，曲中鸿雁起江浒。	瓠巴鼓瑟; 瓠巴鼓瑟	2	[[0, 1], [4, 6]]	[0, 1, 瓠巴鼓瑟]; [4, 5, 6, 瓠巴鼓瑟]
紫凤放娇衔楚珮，赤鳞狂舞拨湘弦。	瓠巴鼓瑟	1	[[8, 11]]	[8, 9, 10, 11, 瓠巴鼓瑟]
窃效泉鱼跃，因闻郢曲妍。	瓠巴鼓瑟	1	[[2, 4]]	[2, 3, 4, 瓠巴鼓瑟]
昔渊鱼听曲，尚得耸鳞;枥马闻弦，犹能仰秣。	瓠巴鼓瑟	1	[[1, 4]]	[1, 2, 3, 4, 瓠巴鼓瑟]
不然或鼓瓠巴瑟，顷刻出听群游胥。	瓠巴鼓瑟	1	[[3, 6]]	[3, 4, 5, 6, 瓠巴鼓瑟]
怜渠万顷无垠碧，不鼓巴瑟起大鱼。	瓠巴鼓瑟	1	[[9, 11]]	[9, 10, 11, 瓠巴鼓瑟]
韩嫣金丸莎覆绿，许公鞯汗杏黏红。	韩嫣金丸	1	[[0, 3]]	[0, 1, 2, 3, 韩嫣金丸]
却入上苑看斗鸡，击球弹金无不为。	韩嫣金丸	1	[[10, 11]]	[10, 11, 韩嫣金丸]
绮陌已堪骑宝马，绿芜行即弹金丸。	韩嫣金丸	1	[[12, 14]]	[12, 13, 14, 韩嫣金丸]
且知无玉馔，谁肯逐金丸?	韩嫣金丸	1	[[9, 10]]	[9, 10, 韩嫣金丸]
正驰玉勒冲红雨，又挟金丸伺翠衣。	韩嫣金丸	1	[[10, 11]]	[10, 11, 韩嫣金丸]
居僧记取南风后，留个金丸待我尝。	韩嫣金丸	1	[[10, 11]]	[10, 11, 韩嫣金丸]
金弹玲珑今夕是，鳌山缥缈昔游非。马行遗老想沾衣。	韩嫣金丸	1	[[0, 1]]	[0, 1, 韩嫣金丸]
却因养得能言鸭，惊破王孙金弹丸。	韩嫣金丸	1	[[12, 14]]	[12, 13, 14, 韩嫣金丸]
楚昭萍已破，韩嫣弹争投。	韩嫣金丸	1	[[6, 8]]	[6, 7, 8, 韩嫣金丸]
夫人即偕公子命驾归，矢曰：‘渠即死于是，吾亦不复来矣!’逾年，公卒。此不可谓非今之强项令也。	强项令	1	[[41, 43]]	[41, 42, 43, 强项令]
赤县扬雷声，强项闻至尊。	强项令	1	[[6, 7]]	[6, 7, 强项令]
董兄如此忠鲠，也不愧董宣之强项了。	强项令	1	[[13, 14]]	[13, 14, 强项令]
张敞怃眉应急召，董宣强项莫低回。	强项令	1	[[8, 11]]	[8, 9, 10, 11, 强项令]
陶令归去来，田家酒应熟。	陶令归去来	1	[[0, 4]]	[0, 1, 2, 3, 4, 陶令归去来]
乃知梅福徒为尔，转忆陶潜归去来。	陶令归去来	1	[[10, 14]]	[10, 11, 12, 13, 14, 陶令归去来]
却咏《归去来》，刈薪向深谷。	陶令归去来	1	[[3, 5]]	[3, 4, 5, 陶令归去来]
归去来兮怎得?尽鹭翅鸥倚，乍寒时节。	陶令归去来	1	[[0, 3]]	[0, 1, 2, 3, 陶令归去来]
角巾羽扇旧谈兵，笑赋归来薄宦情。	陶令归去来	1	[[10, 11]]	[10, 11, 陶令归去来]
吾评晋士，不如归去来子。	陶令归去来	1	[[7, 10]]	[7, 8, 9, 10, 陶令归去来]
君并陈情李，予惭归去陶。	陶令归去来	1	[[8, 10]]	[8, 9, 10, 陶令归去来]
诸葛孔明《出师表》，李令伯《陈情表》，陶渊明《归来引》，皆然如肝肺中流出，殊不见有斧凿痕。	陶令归去来	1	[[23, 25]]	[23, 24, 25, 陶令归去来]
高卧南阳，归来彭泽，借问风光还似无。	陶令归去来	1	[[5, 8]]	[5, 6, 7, 8, 陶令归去来]
欹枕试听鸣橹，还又去，道唤取，陶泓要草归来赋。	陶令归去来	1	[[19, 21]]	[19, 20, 21, 陶令归去来]
安得便如彭泽去，不妨且作山翁酩。	陶令归去来	1	[[4, 6]]	[4, 5, 6, 陶令归去来]
四十九年堪一笑，昨非今是可怜生。	陶令归去来	1	[[8, 11]]	[8, 9, 10, 11, 陶令归去来]
会凭香火消前业，已筑茆茨讼昨非。	陶令归去来	1	[[13, 14]]	[13, 14, 陶令归去来]
余村居筑小轩，以‘昨非’名之。	陶令归去来	1	[[9, 10]]	[9, 10, 陶令归去来]
今日方知命，前身自觉非。不能忧岁计，无限故山薇。	陶令归去来	1	[[9, 10]]	[9, 10, 陶令归去来]
三年无日不思归，梦里还家旋觉非。	陶令归去来	1	[[13, 14]]	[13, 14, 陶令归去来]
应笑无成三黜后，病衰方始赋归田。	陶令归去来	1	[[12, 14]]	[12, 13, 14, 陶令归去来]
酌醴赋归去，共知陶令贤。	陶令归去来	1	[[2, 4]]	[2, 3, 4, 陶令归去来]
谓东坡、未老赋归来，天未遣公归。	陶令归去来	1	[[6, 8]]	[6, 7, 8, 陶令归去来]
陶令忽相逢，问我将何事?	陶令归去来	1	[[0, 1]]	[0, 1, 陶令归去来]
浊酒寻陶令，丹砂访葛洪。	陶令归去来	1	[[3, 4]]	[3, 4, 陶令归去来]
陶令弃官后，仰眠书屋中。	陶令归去来	1	[[0, 3]]	[0, 1, 2, 3, 陶令归去来]
岂厌尚平婚嫁早，却嫌陶令去官迟。	陶令归去来	1	[[10, 13]]	[10, 11, 12, 13, 陶令归去来]
散员疏去未为贵，小邑陶休何足云。	陶令归去来	1	[[10, 11]]	[10, 11, 陶令归去来]
且莫从头烹瓠叶。已呼童稚，多藏酒秫，共醉陶彭泽。	陶令归去来	1	[[20, 22]]	[20, 21, 22, 陶令归去来]
冯媛当熊，班女辞辇。	冯媛当熊	1	[[0, 3]]	[0, 1, 2, 3, 冯媛当熊]
须仿冯嬺当熊，班姬辞辇。	冯媛当熊	1	[[2, 5]]	[2, 3, 4, 5, 冯媛当熊]
庄叟彭殇同在梦，陶潜身世两相遗。	庄叟彭殇	1	[[0, 3]]	[0, 1, 2, 3, 庄叟彭殇]
固知一死生为虚诞，齐彭殇为妄作。	庄叟彭殇	1	[[10, 11]]	[10, 11, 庄叟彭殇]
人生落其内，何者为彭殇?	庄叟彭殇	1	[[9, 10]]	[9, 10, 庄叟彭殇]
生同胥靡遗，寿等彭铿夭。	庄叟彭殇	1	[[8, 10]]	[8, 9, 10, 庄叟彭殇]
扁善之度：以治气养生，则身后彭祖;以修身自强，则名配尧禹。	庄叟彭殇	1	[[14, 15]]	[14, 15, 庄叟彭殇]
彭翁老寿终遗骨，燕子飞来只故楼。	庄叟彭殇	1	[[0, 3]]	[0, 1, 2, 3, 庄叟彭殇]
莫大于殇子，彭聃犹为夭。	庄叟彭殇; 庄叟彭殇	2	[[6, 7], [10, 10]]	[6, 7, 庄叟彭殇]; [10, 庄叟彭殇]
白衣送酒舞渊明，急扫风轩洗破觥。	白衣送酒	1	[[0, 3]]	[0, 1, 2, 3, 白衣送酒]
满城风雨还重九，白衣人送酒，乌纱帽恋头。	白衣送酒; 白衣送酒	2	[[8, 9], [11, 12]]	[8, 9, 白衣送酒]; [11, 12, 白衣送酒]
共知不是浔阳郡，那得王弘送酒来。	白衣送酒	1	[[10, 13]]	[10, 11, 12, 13, 白衣送酒]
黄帽刺船忘岁月，白衣担酒慰鳏孤。	白衣送酒	1	[[8, 11]]	[8, 9, 10, 11, 白衣送酒]
白衣挈壶至，径醉还游遨。	白衣送酒	1	[[0, 3]]	[0, 1, 2, 3, 白衣送酒]
黄花今日晚，无复白衣来。	白衣送酒	1	[[8, 10]]	[8, 9, 10, 白衣送酒]
欲邀君赏东篱花，惜少柴桑白衣酒。	白衣送酒	1	[[12, 14]]	[12, 13, 14, 白衣送酒]
无劳白衣酒，陶令自相携。	白衣送酒	1	[[2, 4]]	[2, 3, 4, 白衣送酒]
不尽登高兴，无人送酒来。	白衣送酒	1	[[8, 9]]	[8, 9, 白衣送酒]
已过重阳三十日，至今犹自待王弘。	白衣送酒	1	[[12, 14]]	[12, 13, 14, 白衣送酒]
田间嗜饮陶元亮，发兴还应待白衣。	白衣送酒	1	[[12, 14]]	[12, 13, 14, 白衣送酒]
不见携觞王太守，空思落帽孟参军。	白衣送酒	1	[[2, 6]]	[2, 3, 4, 5, 6, 白衣送酒]
闭门幸免吹乌帽，有酒何须望白衣。	白衣送酒	1	[[12, 14]]	[12, 13, 14, 白衣送酒]
因招白衣人，笑酌黄花菊。	白衣送酒	1	[[2, 4]]	[2, 3, 4, 白衣送酒]
岂有白衣来剥啄，亦从乌帽自欹斜。	白衣送酒	1	[[2, 3]]	[2, 3, 白衣送酒]
寂寞东篱，白衣人远，渐黄花老。	白衣送酒	1	[[5, 8]]	[5, 6, 7, 8, 白衣送酒]
白衣终不至，渺渺空愁予。	白衣送酒; 白衣送酒	2	[[0, 1], [3, 4]]	[0, 1, 白衣送酒]; [3, 4, 白衣送酒]
多谢白衣迢递，吾病矣，不能醉。	白衣送酒	1	[[2, 5]]	[2, 3, 4, 5, 白衣送酒]
重阳雨冷风清，阻却王弘，淡了渊明。	白衣送酒	1	[[7, 10]]	[7, 8, 9, 10, 白衣送酒]
回首，回首，篱下白衣来否?	白衣送酒	1	[[8, 11]]	[8, 9, 10, 11, 白衣送酒]
黄花开未，白衣到否?篱落荒凉处。	白衣送酒	1	[[5, 8]]	[5, 6, 7, 8, 白衣送酒]
陶令贫无酒，郎官菊也无。	白衣送酒	1	[[0, 4]]	[0, 1, 2, 3, 4, 白衣送酒]
那个女主人徐娘半老，风韵犹存，拿着一瓶酒和几只玻璃杯出来。	徐娘半老	1	[[5, 8]]	[5, 6, 7, 8, 徐娘半老]
追念往昔佳辰，尊前绝唱，未觉徐娘老。	徐娘半老	1	[[14, 16]]	[14, 15, 16, 徐娘半老]
花作婵娟玉作妆，风流争似旧徐娘?	徐娘半老	1	[[13, 14]]	[13, 14, 徐娘半老]
徐娘自知老，专恃多情牵。	徐娘半老	1	[[0, 1]]	[0, 1, 徐娘半老]
半愁霜露绮蒹葭，老去徐娘犹窈窕。	徐娘半老	1	[[8, 11]]	[8, 9, 10, 11, 徐娘半老]
欲知世掌丝纶美，池上于今有凤毛。	凤毛	1	[[13, 14]]	[13, 14, 凤毛]
曾元嗣赠公诗：‘吕家三相盛天朝，流泽于今有凤毛。	凤毛	1	[[21, 22]]	[21, 22, 凤毛]
中郎凤一毛，世上独贤豪。	凤毛	1	[[2, 4]]	[2, 3, 4, 凤毛]
谢客曾传鹦鹉赋，超宗尚有凤凰毛。	凤毛	1	[[12, 14]]	[12, 13, 14, 凤毛]
臧孙有后，且闻得凤之音;枚乘多才，雅畜雕龙之妙。	凤毛	1	[[7, 8]]	[7, 8, 凤毛]
乍挹丰标信可儿，天然谢氏凤毛姿。	凤毛	1	[[10, 13]]	[10, 11, 12, 13, 凤毛]
村衍荀龙宅，人传谢凤诗。	凤毛	1	[[8, 9]]	[8, 9, 凤毛]
想商鞅徙木意何如……法则有准使民服。	商鞅徙木	1	[[1, 4]]	[1, 2, 3, 4, 商鞅徙木]
徙木之信必行，则民不惑，此政之先也。	商鞅徙木	1	[[0, 3]]	[0, 1, 2, 3, 商鞅徙木]
商君刑师傅，徙木见威约。	商鞅徙木	1	[[6, 7]]	[6, 7, 商鞅徙木]
危急则勋赏悬授，克定则丝纶不行。异商鞅之颁金，同项王之刓印。	商鞅徙木	1	[[20, 21]]	[20, 21, 商鞅徙木]
故先王懔朽索之驭马，虑天命之无常。	朽索驭马; 朽索驭马	2	[[4, 5], [7, 8]]	[4, 5, 朽索驭马]; [7, 8, 朽索驭马]
朽索之驭，纳隍是虑;天子则之，鸿图永据。	朽索驭马	1	[[0, 3]]	[0, 1, 2, 3, 朽索驭马]
怀乎朽驭，既识为君之难;跼此春冰，未见为臣之易。	朽索驭马	1	[[2, 3]]	[2, 3, 朽索驭马]
所以鬼哭山鸣，星钩血降，神器殆于驭索，景祚危于缀旒。	朽索驭马	1	[[16, 17]]	[16, 17, 朽索驭马]
是以古之哲王，昧旦丕显，履冰在念，御朽兢怀。	朽索驭马	1	[[17, 18]]	[17, 18, 朽索驭马]
载舟覆舟，所宜深慎，奔车朽索，其可忽乎?	朽索驭马	1	[[12, 13]]	[12, 13, 朽索驭马]
非缘爱物图神骏，要识兢兢朽索心。	朽索驭马	1	[[12, 13]]	[12, 13, 朽索驭马]
心猿意马就羁束，肯逐万境争驰驱?	心猿意马	1	[[0, 3]]	[0, 1, 2, 3, 心猿意马]
意马心猿不用忙，睡乡深处解行装。	心猿意马	1	[[0, 3]]	[0, 1, 2, 3, 心猿意马]
说什么，三年守义甘孤旷，这几时，意马心猿倒要拴。	心猿意马	1	[[16, 19]]	[16, 17, 18, 19, 心猿意马]
难拴猿马意，欲缔凤凰交。	心猿意马	1	[[2, 4]]	[2, 3, 4, 心猿意马]
欲依师问道，何处系心猿?	心猿意马	1	[[9, 10]]	[9, 10, 心猿意马]
岂可放纵心马，不加辔勒;驰骋情猴，都无制锁?	心猿意马	1	[[4, 5]]	[4, 5, 心猿意马]
制情猿之逸躁，絷意象之奔驰。	心猿意马	1	[[1, 2]]	[1, 2, 心猿意马]
客到两忘言，猿心与禅定。	心猿意马	1	[[6, 7]]	[6, 7, 心猿意马]
初起青蘋本亦同，大王毕竟是雄风。	大王风; 大王风	2	[[8, 9], [13, 14]]	[8, 9, 大王风]; [13, 14, 大王风]
一点浩然气，千里快哉风。	大王风	1	[[8, 10]]	[8, 9, 10, 大王风]
烟波醉客，见快哉、风恼娉婷。	大王风; 大王风	2	[[6, 7], [9, 9]]	[6, 7, 大王风]; [9, 大王风]
何处披襟风快哉，一亭临涧四门开。	大王风	1	[[2, 4]]	[2, 3, 4, 大王风]
闻道奔雷黑，初看出日红。飘零神女雨，断续楚王风。	大王风	1	[[20, 22]]	[20, 21, 22, 大王风]
楚台风快，湘簟冷、昶披襟。	大王风	1	[[0, 2]]	[0, 1, 2, 大王风]
琼屑半和仙掌露，兰沼轻泛楚台风。	大王风	1	[[12, 14]]	[12, 13, 14, 大王风]
风入大王兰陵冷，水通天嫔绛河深。	大王风	1	[[0, 3]]	[0, 1, 2, 3, 大王风]
学问工夫，全在浃洽涵养蕴蓄之久，左右采择，一旦冰释理顺，自然逢源矣。非如世人强袭取之，揠苗助长，苦心极力，卒无所得也。	揠苗助长	1	[[43, 46]]	[43, 44, 45, 46, 揠苗助长]
命令主义就合乎中国古代的一个寓言，叫做‘拔苗助长’。结果被拔起来的苗不仅不能成长，反而枯槁了。	揠苗助长	1	[[20, 23]]	[20, 21, 22, 23, 揠苗助长]
揠苗方灭裂，成器待陶钧。	揠苗助长	1	[[0, 1]]	[0, 1, 揠苗助长]
五峰之学，不务涵养本原，只要执发见一端，便张皇作用，故有急迫助长之病。	揠苗助长	1	[[28, 31]]	[28, 29, 30, 31, 揠苗助长]
窃笑旁门小法，休觅驻颜大药，揠长只伤苗。	揠苗助长; 揠苗助长	2	[[14, 15], [17, 18]]	[14, 15, 揠苗助长]; [17, 18, 揠苗助长]
驽马恋栈豆，岂能辞絷缧?	驽马恋栈豆	1	[[0, 4]]	[0, 1, 2, 3, 4, 驽马恋栈豆]
尚憎驽恋栈，肯羡鹤乘车?	驽马恋栈豆	1	[[2, 4]]	[2, 3, 4, 驽马恋栈豆]
凤皇翔千仞，驽马顾栈皂。	驽马恋栈豆	1	[[6, 10]]	[6, 7, 8, 9, 10, 驽马恋栈豆]
此公已保举到个都司，军务渐平，他也无心恋栈，遂回家乡，种了几亩地，聊以度日。	驽马恋栈豆	1	[[19, 20]]	[19, 20, 驽马恋栈豆]
区区恋豆，岂是甘牛后?时命未来间，且只得、低眉袖手。	驽马恋栈豆	1	[[2, 3]]	[2, 3, 驽马恋栈豆]
我生疲驽恋莝豆，崔翁游边指北斗。	驽马恋栈豆	1	[[2, 6]]	[2, 3, 4, 5, 6, 驽马恋栈豆]
灵鸟酬德辉，黄雀报仁慈。	黄雀报	1	[[6, 8]]	[6, 7, 8, 黄雀报]
虽无黄雀报，岁愿巢君堂。	黄雀报	1	[[2, 4]]	[2, 3, 4, 黄雀报]
孔龟效印，未议于酬恩;杨雀衔环，徒闻于报惠。	黄雀报	1	[[11, 14]]	[11, 12, 13, 14, 黄雀报]
不望汝如灵蛇衔宝珠，雀献金环来报德。	黄雀报	1	[[10, 13]]	[10, 11, 12, 13, 黄雀报]
盖昔者玄鸟集戟，黄雀投环，游龟象纽，坠鹊化印，斯瑞眇乎琐哉!	黄雀报	1	[[8, 11]]	[8, 9, 10, 11, 黄雀报]
婢子蒙恩人救命，无以报德。适在海中取参，见一大蚌，特取其珠，以为‘黄雀衔环’之报，望恩人笑纳。	黄雀报	1	[[33, 36]]	[33, 34, 35, 36, 黄雀报]
这玉绦环呵，似黄雀衔酬贵不休，从今后管愁城打破，永荷天庥。	黄雀报	1	[[7, 10]]	[7, 8, 9, 10, 黄雀报]
白龟报主，终自无期;黄雀谢恩，竟知何日?	黄雀报	1	[[10, 13]]	[10, 11, 12, 13, 黄雀报]
乞先生于吾姐妹四人之中，选择一名无过之女，奉陪枕席，少效恩环。	黄雀报	1	[[28, 29]]	[28, 29, 黄雀报]
