allusion	variation_list
钟鸣鼎食	['钟鸣鼎食', '钟鼓馔玉', '击钟食', '钟鼎', '击钟鼎食']
韫椟待价	['韫椟', '待价', '待价而沽', '椟韫', '善贾', '韫价', '韫玉待价', '善价沽', '善蕴', '待沽', '待贾沽', '待价藏珠', '椟玉', '椟藏', '蕴匵', '蕴椟', '衒玉自售', '衒沽']
铅刀一割	['铅刀', '一割', '磨铅', '铅刀用']
铤而走险	['铤而走险', '挺险', '铤鹿', '挺而走险', '铤走', '挺走', '铤险', '挺鹿走险']
铸成大错	['铸错', '六州铁铸', '铁铸六州', '铸成大错', '铸铁成大错', '九州铸错', '九州大错', '六州铁', '六州铸', '六州铸铁', '六州铸错', '十州铸铁', '老铁铸错']
锦帆天子	['殿脚女', '锦缆龙舟', '青娥殿脚', '锦帆天子', '龙艘锦缆']
镜台自献	['玉台', '玉镜台', '镜台自献', '温峤自媒', '太真玉镜', '妆台玉镜', '温家玉镜台', '温家镜', '温家玉镜']
长乐老	['朝梁暮周', '朝梁暮晋', '朝梁暮陈', '痴顽老', '长乐老', '冯长乐', '无材无德痴顽老']
长平之祸	['坑赵', '坑赵士', '长平', '长平事', '长平失势', '白起坑降', '赵郊坑肉']
长康三绝	['三绝', '虎头三绝', '长康三绝', '虎头三', '痴绝', '痴虎头', '长康']
贾氏三虎	['三虎', '三虎贾', '贾氏三虎']
长房缩地	['缩地', '长房缩地', '缩地仙', '缩地兼程', '缩地无方', '缩地经']
驱石驾沧津	['鞭石', '驱山', '驱石', '祖龙鞭', '秦鞭', '秦驱', '鞭山', '擎天架海', '驱石驾沧津', '秦皇驾石桥', '鞭石成桥', '驱石下海', '石驱东海', '神人鞭血', '鞭血', '秦帝桥', '祖龙桥', '秦人桥', '秦桥', '秦皇桥', '秦王鞭石', '祖龙鞭山', '祖龙鞭石', '秦人鞭石', '秦帝鞭驱', '秦王', '构石']
长者辙	['长者车', '长者辙', '席门', '席为门', '曲逆车', '长者车尘', '席扉', '席门穷巷', '穷巷', '席门蓬巷', '挂席为门']
门闾之望	['倚门', '倚闾', '门闾望', '门闾之望', '倚门之训', '倚门倚闾', '倚望', '倚门恋']
闭门却扫	['扫迹', '杜门却扫', '闭关', '却扫', '扫轨', '闭扫', '闭门却扫', '塞门扫轨']
闻筝堕泪	['桓伊笛', '揽须', '揽桓须', '桓伊筝', '闻筝堕泪', '哀筝一曲', '安石对哀筝', '桓伊', '不凡', '桓伊手语', '桓伊江上笛']
玉壶冰	['冰壶', '玉壶冰', '秋月', '一壶冰', '一片冰心']
闻韶忘味	['闻韶', '忘味', '忘肉', '三月不知肉味', '三月忘味', '听', '咸韶']
阮囊羞涩	['阮囊', '客囊羞涩', '客囊空', '空囊涩', '囊涩', '阮囊羞涩', '囊空羞涩', '客囊无忧羞涩', '阮囊空', '阮囊贫', '阮生囊', '囊空', '羞涩']
阿香推雷车	['雷车', '阿香车', '雷辎', '阿香推雷车', '阿香推车', '阿香行雨']
陆贾分金	['陆贾分金', '陆贾分橐', '分金', '宝剑', '属谁', '陆贾剑', '陆贾归囊', '陆贾归装']
陈平分肉	['宰肉', '社肉分平', '陈平宰', '宰社', '社下宰', '馀肉', '陈平亦分肉']
陈抟堕驴背	['堕驴', '坠驴', '希夷堕驴', '陈抟堕驴背', '堕驴一笑', '希夷驴背稳', '道士坠驴']
陈雷胶漆	['胶漆', '投胶', '陈雷胶漆', '投漆', '雷与陈', '坚如胶漆', '陈雷', '契陈雷', '情投漆胶']
陶令秫	['种秫', '渊明种秫', '元亮秫', '陶秫', '种秫作酒', '陶令秫', '渊明秫', '陶公秫', '陶家秫']
陶白之资	['陶朱', '陶朱公', '陶猗术', '猗顿富', '陶猗', '猗顿', '陶朱猗顿', '陶白之资', '猗陶', '陶朱翁']
隆准	['龙颜', '隆准', '隆准公', '隆宠', '龙准']
隋珠弹雀	['弹雀', '明珠弹雀', '珠弹', '弹随', '隋珠弹雀', '将珠抵鹊', '隋珠弹']
雀角鼠牙	['雀角', '鼠牙雀角', '鼠无牙', '鼠雀']
雁塔题名	['雁塔', '雁塔题名', '题雁塔', '雁塔功名', '登塔', '雁塔书名', '雁塔名', '雁塔新题', '雁塔荣名', '雁塔题', '雁塔高标', '雁塔高题', '题名登塔']
邓禹笑人	['邓禹笑人', '笑人寂寂', '邓禹笑', '惭邓禹', '愧邓禹']
雕虫篆刻	['雕虫', '雕虫篆刻', '雕虫小艺', '雕虫小技', '雕虫刻篆', '雕虫小事', '雕虫小巧']
青出于蓝	['出蓝', '青出于蓝', '胜于蓝', '青过于蓝', '冰寒于水', '青胜于蓝', '出蓝之色', '青于蓝']
青囊书	['青囊', '青囊印', '青囊书', '郭璞青囊', '秘篇', '青囊箓', '道书']
青州从事	['督邮', '从事', '青州', '青州从事', '青州曲', '青齐', '从事到青州', '到齐', '从事醉青州']
青白眼	['眼白', '眼中青白', '青眼', '白眼', '眼青', '青眸', '青白', '青白眼', '青白其眼', '嗣宗白眼', '垂青', '垂青目', '白眼珠子', '白眼看人', '眼长青', '青照', '青目']
青蚨	['青蚨', '子母钱', '杖挂青蚨', '母钱']
青钱万选	['青钱', '青钱学士', '青钱万选', '青钱选', '万选钱', '万选青钱']
青鸟使	['三鸟', '青雀', '青鸟', '青鸾', '青凤', '鸟使', '青鸟使', '传书青鸟', '青使', '青禽', '青羽', '青翼', '青鸾翼', '三青鸟', '瑶池女使']
非熊兆	['非熊', '非熊兆', '梦卜', '非熊卜', '非熊发梦', '非熊梦', '非熊罴', '飞熊兆', '飞熊梦', '商周梦卜', '梦叶非熊', '梦逐飞熊', '梦飞熊', '渭川熊', '渭北飞熊', '渭水熊', '渭水熊罴', '渭川猎', '渭滨猎', '渭水飞熊', '渭水非熊', '熊罴兆', '兆非熊', '兆飞熊', '熊罴嘉梦', '熊罴渭水占', '熊飞']
面缚舆榇	['衔璧', '面缚', '舆榇', '面榇', '面缚舆榇', '焚榇', '爇榇']
鞭尸	['鞭尸', '鞭平王', '鞭荆', '鞭墓', '子胥', '楚王', '子胥鞭楚', '挞平王']
比干剖心	['比干']
韦弦	['佩韦', '佩弦', '韦弦', '韦弦佩', '佩韦之顺', '佩韦心', '弦韦']
韩信登坛	['登坛', '登坛拜将', '上将坛', '登台', '韩信登坛', '拜坛', '拜将台', '拜韩信', '汉坛三拜', '登韩坛']
韩康卖药	['卖药', '韩康', '韩康药', '韩康卖药', '伯休入市', '卖药都市', '韩休市隐', '韩公', '韩康入市', '无二价', '不二名', '伯休', '伯休隐', '儿女识韩康', '女子', '知伯休', '卖药不二价', '藏名', '逃名', '卖药韩康']
顾荣挥扇	['麾扇渡', '挥扇渡江', '顾荣扇', '羽扇挥军', '羽扇挥兵', '顾荣羽扇', '麾扇', '挥羽扇']
颜阖逾墙	['颜阖', '凿坏以遁', '凿坏', '颜阖逾墙', '凿坏而遁', '凿坯', '凿坯而遁', '凿颜坏']
挽鹿车	['提瓮', '挽鹿', '鹿车之敬']
风从虎云从龙	['风虎云龙']
风木之悲	['风木', '风树', '风木含悲', '风木之思', '风木之悲', '风枝', '风树之悲', '风树之感', '风树悲', '树静风停', '皋鱼']
风马牛不相及	['风马牛不相及', '风马牛', '风牛', '马牛风', '牛马风遥', '牛马风', '风牛马不相及', '风遥牛马']
风花雪月	['风花雪月']
飘茵堕溷	['风花', '飘茵', '飘茵随溷', '飘茵落溷', '飘坠', '飘落', '飘茵堕溷', '堕溷飘茵', '飘茵入溷', '飘茵坠溷', '分溷茵', '坠溷', '坠溷飘茵', '溷茵', '溷际花', '花堕溷', '茵溷花分', '茵溷']
飞锡	['振锡', '飞锡', '锡飞', '一锡飞烟空', '掷锡', '杖锡飞', '锡响空山', '锡杖飞']
食无肝	['食无鱼', '猪肝', '买猪肝', '食肝', '食无肝', '仲叔受恩', '仲叔叨恩', '仲叔辞安邑', '口腹羞累令', '安邑送猪肝', '就猪肝', '异味烦县尹', '恋猪肝', '惭安邑', '栖安邑', '多累', '猪肝累主人', '猪肝累人']
食玉炊桂	['玉粒', '米珠薪桂', '炊玉', '馔玉炊金', '饭玉炊桂', '买桂炊白玉', '食玉炊桂', '因鬼谒帝', '束桂', '桂玉', '桂玉一炊', '桂薪', '桂薪玉粒', '炊白玉', '炊琼爇桂', '炊珠', '炊金馔玉', '燃桂薪', '然桂', '爨丹桂', '爨桂炊玉', '玉桂']
马援据鞍	['据鞍', '据鞍矍铄', '马援据鞍', '据鞍求用', '据鞍马援']
马援铜柱	['标铜柱', '伏波铜柱', '铜标', '汉柱', '铜柱标', '将军标柱', '马援', '铜柱', '马援柱']
马空冀北	['空冀北', '冀北空', '冀野', '空群', '冀北群空', '冀北', '马空冀北', '马群空冀北', '伯乐空群', '冀群', '冀马', '北群空', '空北冀']
马良白眉	['白眉', '马良眉', '马良白眉', '马氏白眉', '马氏良', '扶风最良', '白眉良', '白最良', '白眉人']
骑羊执穗	['羊城', '五羊', '骑羊', '骑羊执穗', '五仙骑五羊', '五羊城']
骑羊子	['骑羊']
髀肉复生	['髀肉', '髀肉消', '髀肉生', '抚髀', '两髀生肉', '生髀肉', '髀中生肉', '髀生肉', '髀肉重生', '髀里肉增', '髀重', '刘郎髀肉', '坐髀已消', '惊肉生髀']
高凤漂麦	['流麦', '流麦士', '高凤麦漂', '高凤漂麦', '中庭漂麦', '千穗漂', '无故弃麦', '汉人流麦', '漂麦', '高凤', '麦漂']
高阳酒徒	['高阳', '郦生狂', '高阳酒徒', '高阳徒', '高阳公子', '高阳郦生', '使酒', '高阳伴侣', '高阳伴']
鬼揶揄	['鬼揶揄', '送人作郡', '路鬼揶揄', '揶揄鬼']
魏车委照	['照乘', '照乘珠', '梁珠', '照车去魏', '魏车委照', '乘珠', '光照乘', '烛乘', '烛车之珍', '照乘光', '照乘宝', '照乘骊珠']
鱼游沸鼎	['釜鱼', '鱼游釜底', '釜中之鱼', '釜底游鱼', '釜中鱼', '幕燕釜鱼', '幕燕', '养鱼沸鼎', '鱼游沸鼎', '鱼游沸釜', '鱼游燋釜', '鱼游釜中', '鱼游釜内', '幕燕鼎鱼']
鲁恭驯雉	['雉乳', '山雉迎', '卓鲁', '中牟三异', '中牟', '之治', '化行乳雉', '异雉飞驯', '政成三异', '政成驯雉', '流蝗', '弭', '童子怀仁', '童子狎雏', '驯童', '雉哺东郊', '雉未飞', '驯雉', '乳雉驯']
鲁灵光殿	['鲁灵光', '鲁殿犹存', '鲁殿', '鲁殿余', '鲁灵光殿', '灵光', '灵光岿然', '灵光殿', '灵光鲁', '灵光鲁殿', '鲁国灵光', '鲁殿灵光']
鲁禽情	['祀爰居', '飨爰居', '鲁门鶢鶋', '鶢鶋', '不识钟鼓飨', '避钟鼓', '鲁门', '飨爰居以酒食', '鲁禽情', '不乐钟鼓养', '海禽心不怿']
鲁连辞赏	['鲁连归海上', '鲁连功', '鲁连', '鲁连让齐爵', '仲连逃海上', '鲁连辞赏', '鲁连归']
鲁鱼亥豕	['鱼鲁', '亥豕', '鲁鱼亥豕', '三豕', '鱼豕', '鲁鱼', '豕讹', '豕亥', '亥豕鱼鲁', '豕亥鲁鱼', '陶阴', '亥豕帝虎', '亥豕鲁鱼', '豕亥鱼鲁', '豕虎传讹', '豕鱼', '鱼亥', '鱼豕字', '鱼鲁帝虎', '鲁鱼帝虎', '鲁鱼误辨', '三写易字', '三豕涉河', '三豕渡河', '亥豕相望', '亥豕讹']
投鼠忌器	['投鼠忌器', '掷鼠忌器', '投鼠', '投鼠之忌', '忌器', '投鼠而忌器', '投鼠须忌器']
鲇鱼上竹竿	['上竿鱼', '鲇鱼上竹竿', '鱼上竿', '上竿', '鲇缘竹', '鲇鱼上竹', '鲇鱼缘竹竿', '上', '竿鲇']
鲛人泣珠	['鲛绡', '鲛人', '鲛珠', '龙绡', '鲛室', '鲛宫', '蛟珠', '蛟绡', '鲛丝', '鲛人泣珠', '渊客泣珠', '泉客', '渊客', '感恩珠', '泉客泣', '泉客珠', '泣珠', '泣珠人', '泣珠客', '泣珠报恩', '泣珠鲛女', '海绡', '灵鲛', '蛟人泣', '蛟女绢', '蛟布', '蛟绡纱', '鲛人泣']
鸠居鹊巢	['鸠拙', '鹊巢鸠居', '鹊巢鸠占', '拙鸠', '鹊巢鸠据', '寄巢鸠', '鹁鸠拙', '鸠巢拙', '鹊巢', '鸠居鹊巢', '鸠占鹊巢', '鸠夺鹊巢', '营巢拙', '鸠占', '鸠巢计拙']
丙吉问牛	['牛喘', '问牛', '问喘牛', '丙吉', '问喘', '喘牛', '喘牛休问', '丙吉牛喘']
鸡犬识新丰	['新丰', '鸡犬新丰', '鸡犬识新丰', '新丰犬识家', '新丰鸡犬', '新丰鸡鸭']
鸡鸣狗盗	['狗盗', '鸡鸣狗盗', '鸣盗', '狗盗鸡鸣', '犬鸡效', '狗盗鸡啼', '鸡偷狗盗', '函谷', '借晓', '函谷偷度', '斅鸣鸡', '脱秦', '鸡鸣之客', '鸡鸣函谷']
五侯	['五侯', '五侯家', '五侯第', '五侯七贵', '七贵五侯']
鸤鸠之仁	['七子均养', '鸤鸠之德', '鸤鸠之仁', '尸鸠之仁', '\ue051鸠之仁', '《鸤鸠》之仁', '\ue051鸠之德', '均爱七子', '尸鸠之平', '鸤鸠仁']
关雎	['关雎', '雎鸠']
鱼目混珠	['鱼目间珠', '鱼目欺明珠', '鱼目乱珠', '鱼目混珍', '欲穿明珠']
昭阳殿	['昭阳', '昭阳殿']
鹊石	['鹊印', '鹊石', '鹊衔金印', '喜鹊捧金印', '怀印']
鹭序鹓行	['鸳鹭', '鸳行', '鹭行']
鹿走姑苏台	['麋鹿游', '麋鹿荒台', '麋台', '姑苏麋鹿', '麋鹿姑苏', '麋鹿游2', '鹿走姑苏台', '吴台游鹿', '苏台鹿走', '鹿走苏台', '台上麋游']
鹿门采药	['鹿门', '庞公', '鹿门采药', '庞公不入城', '庞公嘉遁', '藏', '庞公采药', '鹿门栖宿', '卧鹿门', '城郭休过', '庞德公', '庞居士', '归卧鹿门山', '德公', '未入', '州府', '采药庞公', '鹿门人']
麒麟楦	['画麒麟', '麒麟楦', '麟台', '画麒麟阁', '画麟阁', '麒麟客', '麒麟笔', '麒麟']
麒麟儿	['麒麟儿', '麒麟子', '麒麟雏', '麟儿', '天上石麟', '天上玉麒麟', '天上瑞麟', '天上麒麟', '天麟', '天麟协梦', '玉麒麟', '石麒麟']
麻姑搔背	['麻姑爪', '麻姑手爪', '麻姑痒处搔', '鸟爪仙', '麻姑搔背', '麻姑', '爬背', '仙爪', '搔痒', '背痒']
黄公酒垆	['黄垆', '黄公垆', '黄公酒垆', '卖酒垆', '黄公酒舍', '黄公旧酒垆', '黄公肆', '黄公酒肆', '黄炉', '黄翁', '哭黄垆', '山河隔酒垆', '忆酒垆', '敛影黄垆']
黄河千年一清	['河清', '黄河清', '俟河之清', '黄河千年一清', '黄河一代清', '河清社鸣', '千年一清']
黍离愁	['黍离', '禾黍', '黍离愁', '黍稷', '黍离之悲', '叹离离', '故宫离黍', '歌黍', '禾黍故宫']
黑头公	['黑头', '黑头公', '黑头丞相', '黑头元宰', '黑头公辅', '黑头宰相', '黑头王掾']
黔娄被	['黔娄', '黔娄妻', '黔娄被', '黔公衾', '黔娄衾', '布被黔娄', '黔娄夫妇']
鼓盆	['鼓盆', '鼓缶', '鼓庄盆', '鼓盆歌', '歌', '庄子鼓盆歌', '庄生丧', '庄缶', '歌鼓盆']
齐烟九点	['九点烟', '齐烟', '齐烟九点', '齐州九点烟', '九点齐州烟', '九点', '九点齐州']
龙山会	['龙山会', '龙山高会', '龙山佳会', '龙山事', '龙山宴']
龟顾	['左顾龟', '龟顾', '孔龟效印', '龟转印函', '龟三顾', '龟酬孔', '左顾龟成印']
东方千骑	['东方骑', '陌上桑', '东方千骑', '秦楼1', '秦楼']
姜诗跃鲤	['江鱼入馔', '室内江流', '跃鲤香', '姜诗跃鲤']
明珠暗投	['暗投', '明珠投暗', '明珠夜投', '明珠暗投']
达摩面壁	['面壁', '墙面', '达摩', '十年面壁', '壁下', '达磨', '面九年壁']
唾面自干	['唾面', '唾面自干', '自干', '勿拭', '戒弟', '自拭', '唾面娄']
不疑诬金	['不疑诬金', '偿金', '不偷金', '不疑廉介', '同舍持金', '直氏偷金枉']
王烈髓	['石髓', '王烈之香膏', '王', '烈髓', '王烈髓', '叔夜于仙绝缘', '嵇康羡王烈', '嵇生', '不遭逢', '握石髓']
泮水	['泮水', '芹宫', '泮府', '泮水芹']
龙虎榜	['龙虎榜', '虎榜']
郑玄家婢	['诗婢', '郑家文婢', '婢知诗', '郑家诗婢', '康成诗婢', '郑玄家婢', '康成婢', '康成婢子', '康成小婢']
魏紫姚黄	['姚魏', '姚黄', '魏姚', '魏紫姚黄', '魏妃', '魏红', '姚花', '姚黄魏紫', '姚黄魏品']
三字狱	['三字狱', '三字', '三字沉冤', '武穆冤', '江山三字定']
乌府	['乌台', '柏台', '柏府', '乌府', '乌寺', '乌柏', '乌署', '乌台使君', '乌台客']
乌台诗案	['乌台旧案', '乌台诗案', '乌台']
粉省	['画省', '粉署']
优孟衣冠	['优孟', '优孟衣冠', '衣冠优孟', '优孟抵掌', '优孟摹拟', '优孟歌']
倾城倾国	['倾国', '倾国倾城', '倾城', '一顾倾城', '倾城倾国', '倾城国', '绝世佳人', '一貌倾城', '一顾倾城国']
吴练	['白马如练', '吴练', '白马吴阊', '一匹练', '吴门白马', '白马之望']
缘木求鱼	['缘木求鱼', '缘木希鱼', '为鱼缘木', '叹鱼缘木']
富贵浮云	['富贵浮云', '浮云富贵', '富贵如浮云', '身外浮云', '等浮云', '富贵等浮云', '富贵', '浮云']
五丁开道	['五丁', '金牛', '五丁开道', '五丁开山', '五丁壮士', '五牛琢', '地崩山摧', '拔蛇山', '石路五丁开', '粪金牛']
捉衿见肘	['捉襟见肘', '捉衿露肘', '捉襟露肘', '掣衿露肘', '捉衿', '捉衿见肘', '完衿肘', '捉衿肘见', '捉襟肘见', '捉襟', '见肘', '决履']
摩挲铜狄	['铜狄', '金狄', '摩铜狄', '摩挲铜狄', '铜狄重摩', '重摩铜狄', '子训摩铜狄', '摩挲']
朝三暮四	['朝四暮三', '暮四朝三', '朝三暮四', '众狙', '狙公', '朝三四', '朝三暮二', '分栗', '倒芧', '狙公玩', '豢狙']
李代桃僵	['李代桃僵', '僵李代桃', '桃僵李代', '李代桃', '僵桃代李', '代僵之李', '以桃代李']
染指	['染指', '尝鼋', '子公', '摇指', '指染', '染鼋', '染鼎', '食指动', '动指']
桑间濮上	['亡国之音', '濮上', '桑间', '亡国之声', '桑间濮上之音', '桑间濮上', '桑濮', '桑濮之流', '桑间之咏']
桓伊三弄	['三弄笛', '桓伊笛', '桓伊三弄', '笛里三弄', '瑶琴三弄', '弹三弄', '桓伊筝', '弄笛桓伊', '桓伊弄']
樗栎	['散材', '樗栎', '社栎', '樗材', '散木', '樗散', '栎散', '栎樗', '樗枥', '樗栎庸材', '樗铅', '不才樗', '寿栎', '寿樗', '山中散木', '山樗', '庄樗', '拥肿材', '散栎', '无材老樗', '有樗不才', '木尽天年为不才']
洗兵	['洗兵', '洗甲', '洗甲兵', '洗兵马', '洗兵雨']
玉斧修月	['月斧', '玉斧', '修月', '修月手', '玉斧1', '玉斧重修月', '七宝团圞', '七宝', '修月户', '修月斧', '宝斧']
绕指柔	['百炼刚', '百炼钢', '绕指', '绕指柔', '百炼刀', '金刚百炼', '百炼']
胠箧	['胠箧', '探囊', '胠箧儿', '胠橐', '胠笈']
蒲柳姿	['蒲柳', '蒲柳姿', '蒲柳先秋', '蒲柳先衰', '蒲柳惊秋', '蒲柳衰', '姿', '望秋蒲柳']
远山眉	['远山', '春山', '连山', '远山眉', '眉山', '山眉', '远岫眉', '遥山眉', '文君远山', '眉']
金屋藏娇	['金屋', '阿娇', '藏娇', '黄金屋', '金屋藏娇', '金屋贮', '名娃金屋', '金屋之选', '金屋娇', '金屋娇娘', '金屋婵娟', '金屋更衣', '金屋贵']
陵谷	['陵迁谷变', '陵谷变迁', '陵谷徙', '陵谷', '陵谷迁变', '谷陵', '岸谷之变', '谷变']
难兄难弟	['难兄难弟', '难弟难兄', '难兄', '难兄弟', '难弟兄', '二方', '二难']
馀音绕梁	['绕梁', '韩娥', '歌梁', '绕梁尘', '馀音绕梁', '馀妙绕梁', '三日绕梁', '三日响', '三日绕', '梁上歌声绕', '梁绕', '飞尘', '歌声', '歌绕夜梁', '歌拂燕梁', '绕梁唱', '绕梁声', '绕梁歌', '绕梁音', '绕梁遏云', '落尘绕梁', '雕梁再三绕']
骑鹤上扬州	['骑鹤上扬州', '骑鹤', '腰缠', '腰缠万贯', '腰缠十万', '扬州鹤', '骑鹤扬州', '腰缠十万贯', '鹤背扬州', '骑上扬州鹤', '骑扬州鹤', '骑鹤上扬', '骑鹤更扬州', '骑鹤望扬州', '骑鹤维扬', '十万', '扬州骑鹤', '扬州跨鹤', '缠腰', '腰金骑鹤']
魏王瓠	['五石瓠', '魏王大瓠', '无用', '魏瓠', '魏王瓠', '濩落', '五石之瓠']
鸿飞冥冥	['鸿冥', '高鸿', '鸿飞冥冥', '鸿冥冥', '鸿冥世外', '长鸿冥冥', '鸿冥物外', '鸿避弋', '孤鸿']
龙盘虎踞	['虎踞', '蟠龙踞虎', '龙盘虎踞', '虎踞龙盘', '龙虎', '龙蟠', '虎据龙蟠', '虎踞龙蟠']
韩嫣金丸	['金丸', '金弹', '韩嫣金丸', '弹金']
北郭先生	['北郭', '北郭先生']
蓂荚	['蓂荚', '阶蓂', '祥蓂', '祥荚', '阶前蓂', '月变三十蓂']
八花砖	['八砖', '八花砖']
射潮	['射潮', '潮头弩', '射涛头', '万弩射潮']
金埒	['金埒', '黄金埒', '钱编埒', '铺钱埒', '钱埒']
同心断金	['断金', '同心断金', '利断金石', '断金人']
金马碧鸡	['碧鸡', '碧鸡金马', '金马碧鸡', '金马']
木兰舟	['木兰舟', '木兰船', '木兰桡']
白首同归	['同归', '白首', '白首同归']
鸿鹄之志	['燕雀', '鸿鹄', '鸿鹄志', '鸿鹄之志']
青箱传学	['青箱', '青缃', '青箱家', '青缃学']
一台二妙	['一台兼二妙', '一台称二妙', '一台二妙', '一台二绝', '二妙']
瓦釜雷鸣	['瓦釜雷鸣', '瓦釜鸣', '雷鸣瓦釜', '黄钟瓦缶', '瓦釜', '黄钟毕奏']
泽畔吟	['吟泽畔', '行吟泽畔', '泽畔行吟', '泽畔吟', '灵均泽畔', '泽畔屈原吟']
鱼沉雁杳	['鱼沉雁杳', '鱼沉鴈杳']
沉鱼落雁	['鱼沉鴈落', '沉鱼落雁', '落雁']
分香卖履	['分香卖履', '卖履分香', '卖西陵履']
弄獐弄智	['弄獐狐智']
墓木已拱	['拱木', '墓木已拱', '拱树']
汉家侧席	['侧席', '仄席']
东西南北人	['东西南北', '东西南北客', '东西南北人']
玉箫旧约	['玉箫', '韦郎']
双柑斗酒	['双柑', '听鹂', '斗酒双柑']
平子四愁	['四愁', '四愁诗', '平子四愁']
成连海上琴	['成连', '成连海上琴', '成连琴']
勾漏丹砂	['勾漏令', '勾漏丹砂', '求勾漏', '勾漏先生', '勾漏']
同室操戈	['操戈', '同室操戈']
天壤王郎	['天壤王郎', '封胡', '封胡羯末', '天壤因缘']
去天尺五	['天尺五', '尺五天', '去天尺五']
好好先生	['好好先生', '万事称好', '司马称好']
沉李浮瓜	['浮瓜沉李', '沉李浮瓜', '沉李与浮瓜', '沈李浮瓜']
了事痴	['痴儿事', '了事痴', '痴儿了公事', '痴儿', '了公事']
东风吹马耳	['马耳风', '马耳射东风', '东风吹马耳', '马牛风', '马耳东风']
郢书燕说	['郢书燕说', '燕说', '举烛', '燕相说郢书']
二陆	['二陆', '机云', '洛中', '陆机兄弟']
蝤蛴领	['蝤领', '蝤蛴领', '蝤蛴颈', '蛴领']
判若鸿沟	['鸿沟']
酒中八仙	['饮中八僊', '一斗挥百篇', '八仙', '斗酒百篇', '知章八客']
匏瓜	['匏瓜', '匏系']
陆海潘江	['陆海', '潘江', '陆海与潘江', '潘陆']
弃书捐剑	['万人敌', '敌万人']
凤凰衔书	['凤书', '凤诏', '丹凤诏', '凤凰诏']
鸟哭杨震	['大鸟', '鸟哭杨震', '大鸟泣坟', '华阴葬', '泣坟']
悬车告老	['悬舆', '悬车', '七十悬车', '悬车之岁']
带经锄	['带经', '带经鉏', '带经锄', '经锄', '儿宽']
负薪之疾	['采薪之忧', '采薪忧', '负薪之疾', '负薪']
买臣采樵	['买臣负薪', '买臣', '采樵', '买臣柴', '买臣薪', '五十功名', '五十']
温室树	['温树', '温室树', '孔光不言', '孔光温树']
孝廉船	['孝廉船', '孝廉船上觅张凭']
饮冰内热	['饮冰', '夕冰']
隋堤	['隋堤', '隋堤柳', '隋岸', '隋堤杨柳', '杨柳']
庾岭梅花	['庾岭梅']
我见犹怜	['我见犹怜', '妒女犹怜']
白堕酒	['桑落', '白堕', '索郎', '白堕酒']
白衣送酒	['白衣酒', '白衣', '送酒', '白衣送酒', '王弘送酒', '白衣担酒', '白衣挈壶', '白衣来', '待王弘', '待白衣', '携觞王太守', '望白衣', '白衣人', '白衣人远']
易如反掌	['易如反掌', '易于反掌', '易如翻掌', '如反掌']
坐怀不乱	['坐怀人', '坐怀不乱', '坐怀']
公孙布被	['公孙布被', '公孙被', '孙弘被']
朱陈嫁娶	['朱陈', '朱陈之好', '朱陈嫁娶', '朱陈婚嫁']
一言悟主	['九迁', '一日九迁', '岁九迁', '一岁期九迁', '千秋', '一言悟主', '一语悟君']
三接	['日三接']
庄叟彭殇	['彭祖', '彭聃', '彭殇', '彭聃寿', '《齐物》彭殇', '庄叟彭殇']
割肉怀归	['怀肉', '诙谐割肉归', '东方朔割炙于细君', '东方朔']
嗟来之食	['嗟来', '嗟来之食', '不食嗟来', '嗟来食']
杳如黄鹤	['杳如黄鹤', '人去楼空']
故剑	['故剑', '故剑动君心']
九畹	['九畹', '兰九畹']
杯酒劝长星	['劝尔一杯酒', '劝长星', '劝尔一杯', '杯酒劝长星']
介眉寿	['眉寿', '介寿', '介眉寿', '介以眉寿']
西王母	['西王母', '王母']
凤毛	['凤毛', '谢凤', '凤皇毛', '凤一毛']
登瀛洲	['瀛洲', '登瀛', '登蓬瀛', '蓬瀛', '登瀛洲', '登']
陈蕃室	['扫室', '陈室']
烹小鲜	['烹小鲜', '烹鲜', '亨鲜', '小鲜烹']
胸有成竹	['胸有成竹', '成竹在胸', '成竹']
出空桑	['生空桑', '空桑出', '空桑子', '出空桑', '出于空桑']
峄阳孤桐	['孤桐', '峄阳孤桐', '峄阳', '峄阳桐']
方丈	['方丈', '方壶']
徐娘半老	['徐娘', '徐娘老']
炙手可热	['热可炙手', '炙手', '炙手可热', '热手']
扑杀此獠	['还笏', '扑杀此獠']
朝衣东市	['东市', '东市朝衣']
大笑绝缨	['冠缨绝', '绝冠缨', '绝缨', '一笑']
雷化龙梭	['龙梭', '龙腾梭', '雷雨起龙梭', '雷化龙梭', '化龙梭']
鸡栖	['鸡栖', '鸡栖车']
紫芝眉宇	['芝眉', '芝宇']
车水马龙	['车水马龙', '流水游龙']
画饼充饥	['画饼', '画饼充饥', '充肠', '充饥画饼']
王阳金	['衣囊', '王阳囊衣', '囊衣', '王阳之术']
紫泥书	['紫书', '紫泥诏', '紫诏', '紫泥书']
磨盾鼻	['磨盾', '磨盾鼻', '磨墨', '盾鼻墨磨', '盾鼻', '墨磨盾鼻']
绝缨	['绝缨', '绝缨会', '遗簪绝缨', '摘华缨']
五侯鲭	['五侯鲭', '侯鲭', '五鲭']
七贵	['七贵', '五侯七贵']
月御	['望舒', '素舒', '羲舒', '月车']
苍水使	['苍水使', '苍水使者', '玄夷之命', '苍水']
沧洲	['沧洲', '沧洲心']
