sentence	allusion	variation_number	allusion_index	transformed_allusion
舞影鸾孤，绕心蝶倦，占断春消息。月明十里，坐中还记曾识。	镜鸾	1	[[0, 3]]	[0, 1, 2, 3, 镜鸾]
其第三卷，皆诗钟断句，分事对、言对二门，而言对又分各格，兹各撰录警句如左：事对金日单反镜云：“荣珥貂冠归汉后，巧回蝤领试妆初。	蝤蛴领	1	[[58, 59]]	[58, 59, 蝤蛴领]
后世贵铜臭，退处书几中。	铜臭	1	[[3, 4]]	[3, 4, 铜臭]
仰费国租，遂开尘甑。	甑尘釜鱼	1	[[7, 8]]	[7, 8, 甑尘釜鱼]
有脚阳春司谳听，谩说道官清民靖。	有脚阳春	1	[[0, 3]]	[0, 1, 2, 3, 有脚阳春]
可是自从读了文丞相的《正气歌》，才知道现在也还有这样不愧前人的地维、天柱，这就大大增加我的勇气了。	共工触柱	1	[[34, 35]]	[34, 35, 共工触柱]
羡君乘紫诏，归路指通津。	紫泥书	1	[[3, 4]]	[3, 4, 紫泥书]
即应携手去，将此助商霖。	傅说霖	1	[[9, 10]]	[9, 10, 傅说霖]
芝苓不觅天台药，蓬阁遥添海屋筹。	海屋添筹	1	[[11, 14]]	[11, 12, 13, 14, 海屋添筹]
望尘将负弩，夹道看帷褰。	负弩	1	[[3, 4]]	[3, 4, 负弩]
文翁还化蜀，帝幕列鹓鸾。	文翁化俗; 文翁化俗	2	[[0, 1], [3, 4]]	[0, 1, 文翁化俗]; [3, 4, 文翁化俗]
犹有尘埃嫁时镜，东涂西抹不成妆。	东涂西抹	1	[[8, 11]]	[8, 9, 10, 11, 东涂西抹]
长庚入梦，间生采石锦袍仙。	锦袍仙	1	[[9, 11]]	[9, 10, 11, 锦袍仙]
狱冤虽已昭三字，家祭终非告两河。	三字狱	1	[[5, 6]]	[5, 6, 三字狱]
真如酌蠡水于大海，然皆句读不葺之诗。	管窥蠡测	1	[[2, 4]]	[2, 3, 4, 管窥蠡测]
久待连城价，谁腾一鹗书?君王览豪俊，应复召严徐。	荐鹗	1	[[8, 10]]	[8, 9, 10, 荐鹗]
某处险要地，今以委卿，勿负朕意，侯封有日耳。	封侯万里	1	[[16, 17]]	[16, 17, 封侯万里]
韦郎再世风情减，崔护重来泪点多。	玉箫旧约	1	[[0, 1]]	[0, 1, 玉箫旧约]
伥北辕以适楚，将畴问而知津。	南辕北辙	1	[[1, 5]]	[1, 2, 3, 4, 5, 南辕北辙]
嗣因兵乱，奉母入天台，海上师起，群盗满山谷，始反钱塘，居北郭外，室如悬磬。	北郭先生	1	[[28, 29]]	[28, 29, 北郭先生]
至于怜嵇懒之无能，容祢狂而不辱。	嵇康七不堪	1	[[3, 4]]	[3, 4, 嵇康七不堪]
虽然万丈雄心，素有奋袂请缨之志;奈何一双饿眼，空寻处囊脱颖之机。	毛遂自荐	1	[[25, 28]]	[25, 26, 27, 28, 毛遂自荐]
在信安，终日恒书空作字，每恨简文曰：“上人箸百尺楼上，儋梯将去。	殷浩书空	1	[[7, 8]]	[7, 8, 殷浩书空]
共美持衡日，皆言折槛时。	朱云折槛	1	[[8, 9]]	[8, 9, 朱云折槛]
折桂名惭郄，收萤志慕车。	囊萤照读	1	[[6, 7]]	[6, 7, 囊萤照读]
是以舜咏《南风》而虞帝昌，纣歌北鄙而殷王灭。	舜弦	1	[[5, 6]]	[5, 6, 舜弦]
槐市诸生夜读书，北窗分明辨鲁鱼。	鲁鱼亥豕	1	[[12, 14]]	[12, 13, 14, 鲁鱼亥豕]
日下徒推鹤，天涯正对萤。	囊萤照读	1	[[9, 10]]	[9, 10, 囊萤照读]
冻醪元亮秫，寒脍季鹰鱼。	莼羹鲈脍	1	[[8, 10]]	[8, 9, 10, 莼羹鲈脍]
昭君泪流，手撚琵琶弦索。	昭君出塞	1	[[0, 2]]	[0, 1, 2, 昭君出塞]
那知梁园霰，飞入瑞露中。	梁园赋雪	1	[[2, 4]]	[2, 3, 4, 梁园赋雪]
玉堂才子念明发，四月正及悬弧辰。	悬弧射矢	1	[[12, 13]]	[12, 13, 悬弧射矢]
淫音噪而惑耳，罗袂挥而乱目。濮上北里，迭奏迭起。或号或呼，俾昼作夜。流连于羽觞之间，沈沦乎弦节之侧。	桑间濮上	1	[[14, 15]]	[14, 15, 桑间濮上]
风枝万年动，温树四时芳。	温室树	1	[[6, 7]]	[6, 7, 温室树]
只见他，一似宰予昼寝，孟轲隐几，梦熟黄粱。	朽木不可雕	1	[[6, 9]]	[6, 7, 8, 9, 朽木不可雕]
匆匆叶县双凫舄，换却山阴访戴船。	王乔凫舄	1	[[2, 6]]	[2, 3, 4, 5, 6, 王乔凫舄]
李文饶一生食万羊，而世有终身不知肉味，偶得一肉而梦羊踏破菜园者，命不同也。	羊踏菜园	1	[[24, 25]]	[24, 25, 羊踏菜园]
贱如莘野，犹为席上之珍;远若傅岩，尽入彀中之选。	拔才岩穴	1	[[14, 15]]	[14, 15, 拔才岩穴]
不遂苍生望，空留封禅文。	东山再起	1	[[2, 4]]	[2, 3, 4, 东山再起]
彩凤肃来仪，玄鹤纷成列。	凤凰来仪; 凤凰来仪	2	[[0, 1], [3, 4]]	[0, 1, 凤凰来仪]; [3, 4, 凤凰来仪]
过江誓流水，志在清中原。	中流击楫	1	[[2, 4]]	[2, 3, 4, 中流击楫]
采得青门绿玉房，巧将猩血沁中央。	东陵瓜	1	[[2, 6]]	[2, 3, 4, 5, 6, 东陵瓜]
中郎何为者，倒屣惊座宾。	倒屣迎宾	1	[[6, 7]]	[6, 7, 倒屣迎宾]
泪雨横波，遥山眉上新愁。	远山眉	1	[[5, 7]]	[5, 6, 7, 远山眉]
琴忆雍门奏，诗传咏社游。	雍门泣	1	[[2, 4]]	[2, 3, 4, 雍门泣]
地得青乌相，宾惊白鹤飞。	吊鹤	1	[[8, 10]]	[8, 9, 10, 吊鹤]
直到徐娘年老后，纵知忏悔亦徒劳。	徐娘半老	1	[[2, 3]]	[2, 3, 徐娘半老]
投阁良可叹，但为此辈嗤。	扬雄投阁	1	[[0, 1]]	[0, 1, 扬雄投阁]
“带围宽尽旧湘裙，支枕哀吟未忍闻。	沈约瘦	1	[[1, 3]]	[1, 2, 3, 沈约瘦]
帝曰：‘古善射有穿七札者，卿试以五甲射焉。’仁贵一发洞贯，帝大惊。	七札俱穿	1	[[8, 10]]	[8, 9, 10, 七札俱穿]
揖洗割肉，破琴侍帚，穿屦行雪中，百方以博巨公一日之知，然而有得有不得。	相门洒扫	1	[[7, 8]]	[7, 8, 相门洒扫]
花是美人后身……抹丽，解事雏鬟也;木夫容，中年诗婢也。	郑玄家婢	1	[[23, 24]]	[23, 24, 郑玄家婢]
京邸相逢，温郎情致，为投诗竟遂牵红。	丝幕牵红	1	[[15, 16]]	[15, 16, 丝幕牵红]
思亲梦寄陶公鲊，教子经传尚父钤。	封鲊	1	[[4, 6]]	[4, 5, 6, 封鲊]
笑我生尘甑，惭君有意袍。	绨袍惠	1	[[8, 10]]	[8, 9, 10, 绨袍惠]
寻访久之，而后得其道基，竭力恢复。今已轮焉奂焉，俨然一祖庭矣。	美轮美奂	1	[[19, 22]]	[19, 20, 21, 22, 美轮美奂]
斗酒只鸡追夙约，尺书双鲤剩春痕。	鱼传尺素	1	[[8, 11]]	[8, 9, 10, 11, 鱼传尺素]
陡然闻得，青凤下西池。奏记帘前，佩环听处依稀。	青鸟使	1	[[5, 6]]	[5, 6, 青鸟使]
顾喜，一名小喜，性情豪爽，体态丰华，双趺不纤妍，人称为顾大脚，又谓之“肉屏风”。	肉阵	1	[[35, 37]]	[35, 36, 37, 肉阵]
苏门长啸，响生林谷之风;书案频吟，光照芸窗之雪。	苏门长啸	1	[[0, 3]]	[0, 1, 2, 3, 苏门长啸]
效先儒入室升堂，淑诸人凿壁悬梁。	凿壁偷光	1	[[11, 14]]	[11, 12, 13, 14, 凿壁偷光]
我无置锥君立壁，舂黍作糜甘胜蜜。	家徒四壁	1	[[5, 6]]	[5, 6, 家徒四壁]
王李二夫人病逝，又有尹邢两美姬，争宠后宫。	尹邢避面	1	[[10, 11]]	[10, 11, 尹邢避面]
辍我东坡无限睡，赏君南浦不赀风。	送君南浦	1	[[10, 11]]	[10, 11, 送君南浦]
甘从投辖饮，肯作置书邮。	陈遵投辖	1	[[2, 3]]	[2, 3, 陈遵投辖]
莫道君恩长不休，婕妤团扇苦悲秋。	班姬咏扇	1	[[8, 11]]	[8, 9, 10, 11, 班姬咏扇]
添入袁安卧处，风光宁减红蕉。	袁安高卧	1	[[2, 4]]	[2, 3, 4, 袁安高卧]
蚕丝婉转连环字，雁帛殷勤织锦诗。	织锦回文	1	[[4, 6]]	[4, 5, 6, 织锦回文]
韦编屡绝铁砚穿，口诵手钞那计年。不是爱书即欲死，任从人笑作书颠。	韦编三绝	1	[[0, 3]]	[0, 1, 2, 3, 韦编三绝]
傅说骑箕兮不可攀，留此舟兮横山。	骑箕尾	1	[[2, 3]]	[2, 3, 骑箕尾]
政声早溢石头城，比屋年来增襦袴。	歌五袴	1	[[12, 14]]	[12, 13, 14, 歌五袴]
平生双耳松风里，又向华亭听鹤来。	华亭鹤唳	1	[[10, 13]]	[10, 11, 12, 13, 华亭鹤唳]
太乙胜光或各见，惊忧口舌是来仪。	凤凰来仪	1	[[13, 14]]	[13, 14, 凤凰来仪]
算蜗战、多少功名，问蚁聚、几回今古?	南柯梦	1	[[10, 11]]	[10, 11, 南柯梦]
女子曰：“阿娟《咏秋海棠》，有‘绿珠泪渍倾楼日，碧玉愁添未嫁时’，《感事》云‘钗头风月鸳鸯梦，镜里姻缘断续丝’，其语似非佳谶，姊其然否？	金谷堕楼人; 小家碧玉	2	[[16, 17], [24, 25]]	[16, 17, 金谷堕楼人]; [24, 25, 小家碧玉]
残角起江城，书空征雁横。	殷浩书空	1	[[6, 7]]	[6, 7, 殷浩书空]
元海异之曰：‘此吾家千里驹也，从兄为不亡矣!’	千里驹	1	[[8, 12]]	[8, 9, 10, 11, 12, 千里驹]
牛女迢迢河汉边，乌鹊为桥半月圆。	乌鹊填桥	1	[[8, 11]]	[8, 9, 10, 11, 乌鹊填桥]
对镜每悲鸾独舞，绕枝谁见鹊南飞?	乌鹊南飞	1	[[12, 14]]	[12, 13, 14, 乌鹊南飞]
青毡旧物那忍弃，秋林辟馆教群儿。	青毡故物	1	[[0, 3]]	[0, 1, 2, 3, 青毡故物]
悲作楚地囚，何由秦庭哭?	南冠楚囚	1	[[2, 4]]	[2, 3, 4, 南冠楚囚]
据鞍一笑何生痴，壮士恨不革裹尸。	马援据鞍	1	[[0, 1]]	[0, 1, 马援据鞍]
尔家最近魁三象，时论同归尺五天。	去天尺五	1	[[12, 14]]	[12, 13, 14, 去天尺五]
爱身每戒玉抵鹊，养气要如刀解牛。	荆玉抵鹊	1	[[4, 6]]	[4, 5, 6, 荆玉抵鹊]
正是贾家三虎，伟节最著;荀氏八龙，慈明无双。	贾氏三虎	1	[[2, 5]]	[2, 3, 4, 5, 贾氏三虎]
京城纸贵争传赋，便驿书来賸寄诗。	洛阳纸贵	1	[[2, 3]]	[2, 3, 洛阳纸贵]
怀印喜将归，窥巢依且恋。	鹊石	1	[[0, 1]]	[0, 1, 鹊石]
夤僚瞰艳仆，疑其有断袖癖，实不知即使君采苹妇也。	断袖癖	1	[[9, 11]]	[9, 10, 11, 断袖癖]
贫安原宪宅，力种邵平田。	原宪贫	1	[[2, 4]]	[2, 3, 4, 原宪贫]
唱出一句来，端的有落尘绕梁之声，裂石流云之响。	歌落梁尘	1	[[9, 12]]	[9, 10, 11, 12, 歌落梁尘]
共爱初平住九霞，焚香不出闭金华。	叱石为羊	1	[[13, 14]]	[13, 14, 叱石为羊]
底消山峡三分瘴?争课卢仝七碗茶。	卢仝七碗茶	1	[[10, 14]]	[10, 11, 12, 13, 14, 卢仝七碗茶]
五出至今污宋史，半妆当日怨萧郎。	徐妃半面妆	1	[[8, 9]]	[8, 9, 徐妃半面妆]
醉与老农同击壤，莫随人，投献嘉禾颂。在陋巷，胜华栋。	箪瓢陋巷	1	[[18, 20]]	[18, 19, 20, 箪瓢陋巷]
累侬香唾从头润，只为鸿沟浪不宽。	判若鸿沟	1	[[10, 11]]	[10, 11, 判若鸿沟]
运甓调辛苦，闻鸡屡勤兴。	陶侃运甓	1	[[0, 1]]	[0, 1, 陶侃运甓]
绛帐恩深无路报，语余相顾却酸辛。	绛帐	1	[[0, 3]]	[0, 1, 2, 3, 绛帐]
吊屈原第十吊屈原者，汉长沙王太傅贾谊之所作也。	吊屈	1	[[0, 2]]	[0, 1, 2, 吊屈]
三鳣地冷，幸依通德之门;一鹗天高，误入翘材之阁。	东阁招贤	1	[[19, 22]]	[19, 20, 21, 22, 东阁招贤]
从来扬子宅，别有尚玄人。	扬雄宅	1	[[2, 4]]	[2, 3, 4, 扬雄宅]
人生行乐耳，身后虚名，何似生前一杯酒?	张翰杯	1	[[13, 17]]	[13, 14, 15, 16, 17, 张翰杯]
渡头余落日，墟里上孤烟。复值接舆醉，狂歌五柳前。	接舆歌凤	1	[[14, 15]]	[14, 15, 接舆歌凤]
王贲侍郎，即令公之宅相也，志大气雄，酷似其舅。	宅相	1	[[9, 10]]	[9, 10, 宅相]
木叶金甲动，土花碧血洒。	苌弘化碧	1	[[8, 9]]	[8, 9, 苌弘化碧]
万里飘零十二秋，不堪今倚夕阳楼。壮怀空掷班超笔，久客谁怜季子裘?	投笔从戎	1	[[20, 22]]	[20, 21, 22, 投笔从戎]
骥收盐坂车前足，琴得焦桐爨下声。	焦尾琴	1	[[8, 11]]	[8, 9, 10, 11, 焦尾琴]
莫嫌銮辂重，终胜盐车苦。	骥伏盐车	1	[[8, 10]]	[8, 9, 10, 骥伏盐车]
无端三足乌，团团光烁烁。	三足乌	1	[[2, 4]]	[2, 3, 4, 三足乌]
丈夫不下英雄泪，壮士无忘漂母飧。	一饭千金	1	[[12, 14]]	[12, 13, 14, 一饭千金]
墓下未留吴季剑，望中何处谢家山?	季札挂剑	1	[[4, 6]]	[4, 5, 6, 季札挂剑]
薄福牛郎身已殡，凭教别箭，重穿孔雀金屏。	锦屏射雀	1	[[15, 18]]	[15, 16, 17, 18, 锦屏射雀]
我皇恭己开明堂，木凤衔书下八方。	木凤衔书	1	[[8, 11]]	[8, 9, 10, 11, 木凤衔书]
时人为之说曰：“爰寂寞自投阁，爰清净作符命。	扬雄投阁	1	[[12, 13]]	[12, 13, 扬雄投阁]
庄叟彭殇同在梦，陶潜身世两相遗。	庄叟彭殇	1	[[0, 3]]	[0, 1, 2, 3, 庄叟彭殇]
但愿捐斗水而活涸辙之枯。	涸辙之鲋	1	[[7, 10]]	[7, 8, 9, 10, 涸辙之鲋]
羲和鞭日走，不为我少停。	羲和驭日	1	[[0, 3]]	[0, 1, 2, 3, 羲和驭日]
看千年辽鹤，重归故里，一船明月，又上潇湘。	辽东鹤	1	[[1, 4]]	[1, 2, 3, 4, 辽东鹤]
多留晋贤醉，早伴舜妃悲。	竹林七贤	1	[[2, 4]]	[2, 3, 4, 竹林七贤]
岁晚筋力都非，任空花眩眼，枯杨生肘。客举前修三数个，待与刘君为寿。	柳生左肘	1	[[13, 16]]	[13, 14, 15, 16, 柳生左肘]
文无加点，帝两美之曰：藏盾之饮，萧介之文，即席之美也。	文不加点	1	[[0, 3]]	[0, 1, 2, 3, 文不加点]
玉京十二楼，峨峨倚青翠。	玉京	1	[[0, 1]]	[0, 1, 玉京]
瀛海无波，玉堂有路，稳着青霄翼。	青云自致	1	[[12, 14]]	[12, 13, 14, 青云自致]
不为五斗折，自无三径资。	不为五斗米折腰	1	[[0, 4]]	[0, 1, 2, 3, 4, 不为五斗米折腰]
衔沙填海志，炼石补天情。	精卫填海	1	[[0, 3]]	[0, 1, 2, 3, 精卫填海]
今则阮路兴悲，商歌结恨;牛衣夜哭，马柱晨吟。	牛衣对泣	1	[[12, 15]]	[12, 13, 14, 15, 牛衣对泣]
光逸偷眠稳，王章泣恨长。	牛衣对泣	1	[[6, 8]]	[6, 7, 8, 牛衣对泣]
外孙虀臼始曹娥，后起辞工数老坡。	绝妙好辞	1	[[0, 3]]	[0, 1, 2, 3, 绝妙好辞]
画梁燕子已无家，那有五侯第？	五侯	1	[[10, 12]]	[10, 11, 12, 五侯]
湘女怨弦愁不禁，鄂君香被梦难穷。	鄂君被; 湘灵鼓瑟	2	[[8, 9], [0, 3]]	[8, 9, 鄂君被]; [0, 1, 2, 3, 湘灵鼓瑟]
与夫垫巾效郭、异名同蔺者，岂不远哉!	林宗折巾	1	[[2, 3]]	[2, 3, 林宗折巾]
飞凫令尹，才调更翩翩，休吊古，枉伤神，有兴来同醉。	王乔凫舄	1	[[0, 3]]	[0, 1, 2, 3, 王乔凫舄]
杨朱泣歧路，墨子悲染丝。	杨朱泣歧路	1	[[0, 4]]	[0, 1, 2, 3, 4, 杨朱泣歧路]
气若函关紫，花中定有仙。	紫气东来	1	[[2, 4]]	[2, 3, 4, 紫气东来]
昔刘宋杀檀道济，道济下狱，嗔目曰：「自坏汝万里长城！	长城自坏	1	[[21, 24]]	[21, 22, 23, 24, 长城自坏]
不戚而愿大，视躁而足高，心在他矣。	趾高气扬	1	[[9, 10]]	[9, 10, 趾高气扬]
高躅莫究其涯，雄风于焉已扇。	大王风	1	[[7, 8]]	[7, 8, 大王风]
要如救焚拯溺，可施者毋待少顷，恰似履冰临渊，可禁者毋妄丝毫也。	履薄临深	1	[[17, 18]]	[17, 18, 履薄临深]
文翁劝学人应恋，魏绛和戎戍自休。	文翁化俗	1	[[0, 3]]	[0, 1, 2, 3, 文翁化俗]
我从前年赋悼亡，此身嗒然如木偶。	潘岳悼亡	1	[[5, 6]]	[5, 6, 潘岳悼亡]
吾年今老矣，佳人薄相，笑插林巾。	林宗折巾	1	[[13, 14]]	[13, 14, 林宗折巾]
少年未遂澄清志，那许怜渠翠袖寒。	揽辔澄清	1	[[4, 6]]	[4, 5, 6, 揽辔澄清]
阮孚蜡屐，祖约好财。	阮孚蜡屐	1	[[0, 3]]	[0, 1, 2, 3, 阮孚蜡屐]
野觞浮郑酌，山酒漉陶巾。	酒漉纱巾	1	[[8, 10]]	[8, 9, 10, 酒漉纱巾]
干王恩高量广，不以初交见嫌，不以触犯见罪，虽兴周之姬旦，一饭三吐哺，一沐三握发，无以过也。	吐哺握发	1	[[28, 32]]	[28, 29, 30, 31, 32, 吐哺握发]
下射长鲸眼，遥分玉兔毫。	玉兔	1	[[8, 10]]	[8, 9, 10, 玉兔]
己丑，僧辩等上表劝进，且迎都建业。湘东王答曰：‘淮海长鲸，虽云授首;襄阳短狐，未全革面。太平玉烛，尔乃议之。’	含沙射影	1	[[36, 37]]	[36, 37, 含沙射影]
天心为我悭，怎能够连城赵璧完?	完璧归赵	1	[[9, 12]]	[9, 10, 11, 12, 完璧归赵]
爱向蜀江向峡险，懒从秦栈叱车还。	王尊叱驭	1	[[10, 13]]	[10, 11, 12, 13, 王尊叱驭]
麻引诗人兴，盐牵谢女才。	咏絮	1	[[8, 10]]	[8, 9, 10, 咏絮]
山公弘识量，早厕竹林欢。	竹林七贤	1	[[8, 10]]	[8, 9, 10, 竹林七贤]
送朝昏雪案萤灯，三绝韦编，万古群经。	囊萤照读	1	[[5, 6]]	[5, 6, 囊萤照读]
自古戒鼠泣，仙岂学淮南。腐难吓梁国，舞应京房占。	鸱得腐鼠	1	[[14, 16]]	[14, 15, 16, 鸱得腐鼠]
丈夫有才贵知己，伯乐盐车两依倚。	骥伏盐车	1	[[8, 11]]	[8, 9, 10, 11, 骥伏盐车]
公门鸟雀虚，不三年成了弹琴治。	鸣琴化治	1	[[11, 13]]	[11, 12, 13, 鸣琴化治]
此身未愿谋三窟，吾学原期敌万人。	狡兔三窟	1	[[4, 6]]	[4, 5, 6, 狡兔三窟]
若如古时范史云，曾任莱芜令，甘自受着甑尘釜鱼。	甑尘釜鱼	1	[[18, 21]]	[18, 19, 20, 21, 甑尘釜鱼]
吾友夷陵萧太守，逢人说项不离口。	说项	1	[[10, 11]]	[10, 11, 说项]
不过凡事一说，即落言筌，不再能得三昧。	得鱼忘荃	1	[[9, 10]]	[9, 10, 得鱼忘荃]
几曾极目观吴练，最是伤心续楚词。	吴练	1	[[5, 6]]	[5, 6, 吴练]
两世玉箫犹再合，何时金镜得重圆?	破镜重圆; 破镜重圆	2	[[10, 11], [13, 14]]	[10, 11, 破镜重圆]; [13, 14, 破镜重圆]
俺们僧家与你们儒家一样，藏垢纳污，无物不有。	纳污藏疾	1	[[12, 15]]	[12, 13, 14, 15, 纳污藏疾]
已误兰亭修禊辰，归来芳草惜残春。	兰亭会	1	[[2, 5]]	[2, 3, 4, 5, 兰亭会]
缑山仙子，高情云渺，不学痴牛呆女。	牛郎织女	1	[[12, 15]]	[12, 13, 14, 15, 牛郎织女]
今也无儒实，而有师门、恩门；无朋党，而有鬼蜮；无清议，而有和同；无时望，而有柄藉；无当路之忌，而有攀龙鳞、附凤翼之乐；无挤坠破坏，而有消沮闭藏、粉饰蠹蚀之巧。	攀龙附凤; 攀龙附凤	2	[[49, 51], [53, 55]]	[49, 50, 51, 攀龙附凤]; [53, 54, 55, 攀龙附凤]
慎罚宁凭两造辞，严科直挂三章律。	约法三章	1	[[12, 14]]	[12, 13, 14, 约法三章]
顾无半面之交，空怀鄙意;复托二天之赐，敢后众人。	半面不忘	1	[[2, 5]]	[2, 3, 4, 5, 半面不忘]
鳌背三山最上峰，美人手把玉芙蓉。	龙伯钓鳌	1	[[0, 3]]	[0, 1, 2, 3, 龙伯钓鳌]
焉知汉高士，莫识越鸱夷。	范蠡扁舟	1	[[8, 10]]	[8, 9, 10, 范蠡扁舟]
乞浆崔护今憔悴，怕重寻、笑人桃靥 。	人面桃花	1	[[0, 3]]	[0, 1, 2, 3, 人面桃花]
骏骨金台空北冀，虫书石鼓见西京。	马空冀北	1	[[4, 6]]	[4, 5, 6, 马空冀北]
闷怀耿耿，共姜誓盟，慕贞洁甘守孤零。	柏舟	1	[[5, 8]]	[5, 6, 7, 8, 柏舟]
石麟天上，是孝穆后身，山斗同仰。	麒麟儿	1	[[0, 3]]	[0, 1, 2, 3, 麒麟儿]
脱衣推食衣食之，不若男耕女会织。	解衣推食	1	[[0, 3]]	[0, 1, 2, 3, 解衣推食]
勇往前趋，执戈执锐，北伐猃狁，犁庭扫月，进至太原，此乃姜公之计也！	犁庭扫穴	1	[[15, 16]]	[15, 16, 犁庭扫穴]
飞来鸥鹭是知音，一笑歌边醉酲。	鸥鹭忘机; 鸥鹭忘机	2	[[2, 3], [5, 6]]	[2, 3, 鸥鹭忘机]; [5, 6, 鸥鹭忘机]
况慕五彩戏，而奉兴居安。	老莱娱亲	1	[[2, 4]]	[2, 3, 4, 老莱娱亲]
为救金兰，奔走直如飞电，取道到忠义堂前。	金兰之友	1	[[2, 3]]	[2, 3, 金兰之友]
先生守苜蓿，朝士夸茱萸。	苜蓿盘	1	[[0, 4]]	[0, 1, 2, 3, 4, 苜蓿盘]
焚鱼斩蛇，异功同符，岂非精灵之感哉!	白鱼入舟	1	[[0, 1]]	[0, 1, 白鱼入舟]
神州赤县，古称天之府，胡以至今徒有万木秋声、萧萧落叶之悲，昔时繁华之盛，荒凉废落至于此极也!	赤县神州	1	[[0, 3]]	[0, 1, 2, 3, 赤县神州]
怪鸟啾啾鸣未了，被天公、捉在樊笼里。这一错，铁难铸。	铸成大错	1	[[22, 24]]	[22, 23, 24, 铸成大错]
甘心作奴隶的人是不会豪放的;敢一掷千金的人必不肯由敌手下乞求一块昭和糖吃。	百万呼卢	1	[[15, 18]]	[15, 16, 17, 18, 百万呼卢]
怖鬼已勤悬紫蟹，冲天无望锢苍鹅。	苍鹅出地	1	[[13, 14]]	[13, 14, 苍鹅出地]
三月诗筒绝往来，有诗谈麈许追陪。	麈尾清谈	1	[[10, 11]]	[10, 11, 麈尾清谈]
他时绝粒长途上，纵死还疑拔宅升。	拔宅上升	1	[[12, 14]]	[12, 13, 14, 拔宅上升]
此古人之所以怀沙负石，赴流鱼葬，而不堪与之同世也已矣。	屈原沉湘	1	[[6, 9]]	[6, 7, 8, 9, 屈原沉湘]
谁挥鲁阳戈，请驻羲和驾。	羲和驭日	1	[[8, 10]]	[8, 9, 10, 羲和驭日]
时佟公为诸生与同舍杨生昆仁筹边料敌，画灰聚米，慨然有扫犁之志。	伏波聚米	1	[[18, 21]]	[18, 19, 20, 21, 伏波聚米]
待我休官了婚嫁，桃源洞里觅弟兄。	桃花源	1	[[8, 10]]	[8, 9, 10, 桃花源]
因此处有个伶伦，姓许名坚，乐名蓝采和。	伶伦凤律	1	[[5, 6]]	[5, 6, 伶伦凤律]
远闻山阳赋，感涕下沾裳。	山阳笛	1	[[2, 4]]	[2, 3, 4, 山阳笛]
眠牛胜地，兆永继于公侯;吊鹤殊祥，事更传于简册。	吊鹤	1	[[12, 13]]	[12, 13, 吊鹤]
乃有校字名娼，分香妙妓，巧言共劝，婉语相商：“欲从骥尾附蝇，敢向佛头点粪；倘肯莺花入队，许汝管领春风，必思冰雪存怀，任尔衔悲夜月。	蝇随骥尾	1	[[25, 27]]	[25, 26, 27, 蝇随骥尾]
太傅懿将兵入舒，欲以攻恪，吴主徙恪屯于柴桑。	柴桑	1	[[19, 20]]	[19, 20, 柴桑]
天女殷勤着意多，散花犹记病维摩。	天女散花	1	[[8, 9]]	[8, 9, 天女散花]
共触愚移，倾缺其天枢地轴。	愚公移山	1	[[2, 3]]	[2, 3, 愚公移山]
那管事的先生笑着说：‘少爷欢喜，要总爷做红叶，可以去说亲。’	红叶题诗	1	[[20, 21]]	[20, 21, 红叶题诗]
沙昧目看朱似碧，火熏衣染素成缁。	看朱成碧	1	[[4, 6]]	[4, 5, 6, 看朱成碧]
窃以聿老闺中，蚌已就老，从未剖珠，恐倒绷孩儿，难以恃也。	倒绷孩儿	1	[[18, 21]]	[18, 19, 20, 21, 倒绷孩儿]
昔太岁庚辰，闻先生与南岳真人、洪崖君、云成公、瀛洲仙女数人共坐，论传授当委绢之誓，教授有交带之盟，应祭九老仙都、九气丈人诸君。	九老图	1	[[51, 52]]	[51, 52, 九老图]
箧中纨扇泣，时过尚横陈。	班姬咏扇	1	[[2, 4]]	[2, 3, 4, 班姬咏扇]
载醪问字今牢落，犹有邻翁裹饭来。	载酒问奇字	1	[[0, 3]]	[0, 1, 2, 3, 载酒问奇字]
扬州骑鹤非无意，上蔡牵黄信此穷。	叹黄犬	1	[[8, 11]]	[8, 9, 10, 11, 叹黄犬]
允叶初志，脱落朝衣。驾青牛而不还，狎白衣而长往。	紫气东来	1	[[11, 12]]	[11, 12, 紫气东来]
河伯娶妇蛟龙宅，公无白璧献河伯，恐公身为泣珠客。	鲛人泣珠	1	[[20, 22]]	[20, 21, 22, 鲛人泣珠]
武林路，约赁梁鸿杵臼，野航三两能受。	梁鸿赁庑	1	[[6, 9]]	[6, 7, 8, 9, 梁鸿赁庑]
欲竭升斗储，衙内鱼生釜。	甑尘釜鱼	1	[[8, 10]]	[8, 9, 10, 甑尘釜鱼]
或者因为祠堂，或者因为地坟，起造当时，两造械斗，同室操戈，杀死子弟，打官司，倾家败业，种种恶习生了好多祸患。	同室操戈	1	[[24, 27]]	[24, 25, 26, 27, 同室操戈]
何以明吾志?《周易》在床头。	床头周易; 床头周易	2	[[7, 8], [10, 12]]	[7, 8, 床头周易]; [10, 11, 12, 床头周易]
铩羽几回鹤渐废，绝裾一意子真材。	绝裾而去	1	[[8, 9]]	[8, 9, 绝裾而去]
贾琮褰帷，郭贺露冕。	褰帷	1	[[0, 3]]	[0, 1, 2, 3, 褰帷]
遥想双眉待人画，行看五马送潮归。	张敞画眉	1	[[2, 6]]	[2, 3, 4, 5, 6, 张敞画眉]
