sentence	variation_number	allusion	allusion_index
天怜艰苦增亲寿，病到膏肓乞药灵。	1	病入膏肓	[[8, 12]]
篱菊仍新吐，庭槐尚旧阴。	1	东篱菊	[[0, 2]]
未几，愚移翠岩，师纳疏罢，复过翠岩求指示。	1	愚公移山	[[3, 4]]
鳞鸿凭谁寄，想天涯只影，凄风苦雨。	1	雁足书	[[0, 2]]
千载商山芝，往者东门瓜。	1	东陵瓜	[[8, 11]]
夙负王贡约，今阻羊何俦。	1	弹冠相庆	[[2, 5]]
赤松黄石皆仙侣，进履桥边问子房。	1	圯桥进履	[[8, 12]]
寓龙不为泽，画饼难充肠。	2	画饼充饥, 画饼充饥	[[6, 8], [9, 11]]
凡謦咳文词，形容翰墨，可谓骈珠骊玉，非雕虫篆刻而成，飘飘然出旁罗搜索之表，真学者之指南，皇大笔手为之。	1	雕虫篆刻	[[19, 22]]
又祭之以文日：呜呼!天柱折，断鳌之义谁仍日御倾，挥戈之绩孰继九鼎去夏，宗社鞠为丘墟；五利和戎，衣裳易为鳞介。	1	禹鼎	[[30, 31]]
冠盖龙门此日空，人知麟出道将穷。	2	绝麟, 绝麟	[[10, 12], [-1, 1]]
还家有日未用忙，眉间黄色是何祥，晁侯约我走门墙。	2	眉间黄色, 夫子墙	[[8, 11], [21, 22]]
三杰相须立人纪，四老仍来安太子。	1	商山四皓	[[8, 10]]
小词成之数日……幸斧正是荷。	1	郢匠挥斤	[[9, 11]]
五侯相饯送，高会集新丰。	2	鸡犬识新丰, 五侯	[[9, 10], [0, 1]]
出门聊一望，蟾桂向人斜。	1	月桂	[[6, 8]]
袁树追踵《疑雨》，偶有夺席压倒者，终不能如李光弼入郭令公军，而使旌旗变色也。	1	谈经夺席	[[11, 12]]
族云飞泉室，震风沉羽乡;升雰浃地维，倾润泻天潢。	1	共工触柱	[[15, 17]]
储偫委积，师旅无庚癸之呼。	1	呼庚癸	[[8, 12]]
冰雪肌肤，靓妆喜作梅花面。	1	梅花妆	[[9, 12]]
博采之道弘，则异闻毕集;庭燎之耀辉，则奇士叩角。	1	宁戚饭牛	[[21, 23]]
淮阳安敢薄，卧治恐非才。	2	卧治, 卧治	[[0, 1], [6, 7]]
韩蝶翻罗幕，曹蝇拂绮窗。	1	相思树	[[0, 2]]
未把彩毫还郭璞，乞留残锦与丘迟。	1	江淹梦笔	[[2, 7]]
位，太尉黄琼举方正，对策合时宜，再迁议郎，补蒙令。	0	nan	[]
蒙之蛊，姤之巽，艮之临）姤麟子凤雏，生长嘉国。	1	龙驹凤雏	[[15, 16]]
复看题柳叶，弥喜荫桐圭。	1	桐叶之封	[[9, 11]]
临罢《兰亭》无一事，自修琴。	1	兰亭会	[[3, 5]]
阳和偏到宇文树，风力长吹庾亮尘。	1	庾公尘	[[12, 14]]
韩休市隐聊复嬉，下马每受台官知。	1	韩康卖药	[[0, 4]]
且求容立锥头地，免似漂流木偶人。	1	土偶桃梗	[[12, 15]]
今日个宝钗头擘双鸳，看何时镜重圆?	1	破镜重圆	[[13, 16]]
楚歌饶恨曲，南风多死声。眼前一杯酒，谁论身后名?	2	南风不竞, 南风不竞	[[6, 8], [9, 11]]
湘竹几时休染泪，楚旌终日自摇风。	2	湘妃竹, 湘妃竹	[[0, 2], [5, 7]]
野树滴残龙战血，羲车碾下朝霞屑。	1	羲和驭日	[[8, 10]]
孰能被坚执锐，长驱深入，系马埋轮，奋不顾命，以先士卒者乎?	1	系马埋轮	[[12, 16]]
非无三窟狡，人生又何常?	1	狡兔三窟	[[2, 5]]
昔人有读书不求记与不求甚解者，此最得读书之法，须知不求记与不求甚解之时，有何作用始得。	1	不求甚解	[[9, 12]]
群鹤栖莲府，诸戎拜柳营。	1	细柳营	[[9, 11]]
虽游道林室，亦举陶潜杯。	1	陶令酒	[[8, 11]]
里丑捧心，不关西施之颦矣。	1	东施效颦	[[0, 4]]
续录又乃爱暑邪扰胃发热吐泻欲作惊搐梅翁令爱，年甫两龄，仲夏时发热吐泻，渠宅同事方心树兄知医，作暑风食滞治，热甚烦渴，吐泻益频。	0	nan	[]
大胃之上口是死炁之门，二神固密守之，使金液流匝，玉华映魂，神饴溢于穷肠，帝炁充于九关，七祖披释于玄忧，受更胎于玄仙，上业结解，下脱胞根。	1	九关虎豹	[[40, 41]]
而世之考古者……兼有竹素烂脱，豕虎传讹，易斗分作升分，予琳为惠琳，乃出校书之陋，本非作者之諐。	1	鲁鱼亥豕	[[15, 19]]
候吏重瞻仙令舄，路人争羡马卿车。	1	王乔凫舄	[[4, 7]]
兰亭旧趾虽曾见，柯笛遗音更不传。	1	柯亭笛	[[8, 9]]
物态描摩疑鼎铸，人情刻镂胜犀燃。	1	犀照牛渚	[[13, 15]]
败履尚存东郭足，飞花又舞谪仙檐。	1	东郭履	[[4, 7]]
无诗传与鸡林去，有赋羞令狗监知。	1	狗监揄扬	[[12, 15]]
金闺云路，从兹自远。	1	玉堂金马	[[0, 2]]
文寳缉柳，温舒截蒲。	2	温舒截蒲, 悬梁刺股	[[5, 8], [0, 3]]
巍巍八仙坛，上有三醉石。怜此高阳徒，如乐华胥域。	1	高阳酒徒	[[14, 17]]
蹈海鲁连不帝秦，茫茫烟水着浮身。	1	鲁连蹈海	[[4, 7]]
臣闻否泰无常，吉凶由人。长江之限不可久恃，苟我不守，一苇可航也。	1	一苇	[[26, 28]]
当熊无辈止，解佩有川游。	1	冯媛当熊	[[0, 1]]
然刻意研精，探微索隐，或识契真要，则目牛无全，故动则有成，犹鬼神幽赞，而命世奇杰，时时间出焉，则周有秦公，汉有淳于公，魏有张公、华公，皆得斯妙道者也。	1	庖丁解牛	[[18, 21]]
胸中自有泾渭，皮里自具《春秋》。	1	泾渭分明	[[4, 6]]
皮相英雄归胯下，髡钳名士处裈中。	1	披裘负薪	[[0, 1]]
时议裂土与子弟功臣，百药上《封建论》，理据详切，帝纳其言而止。	1	分茅列土	[[2, 4]]
览尽山青与水秀，清风明月莫蹉跎。	2	清风明月, 山清水秀	[[8, 11], [2, 6]]
果下鸡竿赦，真蒙鹤足怜。	1	金鸡放赦	[[2, 5]]
始信得、庾信愁多，江淹恨极须赋。	1	庾信愁	[[4, 6]]
伤弓之鸟不敢揽事，且低着头，只顾走。	1	空弦落雁	[[0, 4]]
夫不出樽俎而折冲厌难，建万世之长防，功宜何如论也。	2	折冲樽俎, 折冲樽俎	[[3, 4], [6, 7]]
每涉江淮路，偏多黍稷情。	1	黍离愁	[[8, 11]]
披裘独往为何事，赢得诗添长吉囊。	1	锦囊佳句	[[12, 15]]
岂方伊类，捉发躬勤。	1	吐哺握发	[[5, 7]]
但看卧坦边韶腹，有日槎回博望源。	1	孝先便腹	[[4, 7]]
遥想闭门投辖饮，昆鸟弦铁拨响如雷。	1	陈遵投辖	[[2, 5]]
谁知花县宰，旧是玉堂仙。	1	玉堂金马	[[8, 11]]
世间神物不易得，牙签玉轴归时髦。	1	邺侯书	[[8, 11]]
临邛美人连山眉，低抱琵琶含怨思。	1	远山眉	[[4, 7]]
地属先登，时逢下武;玉璜拨乱，金縢光辅。	1	渭滨垂钓	[[10, 14]]
且豆令人重，榆令人瞑，合欢蠲忿，萱草忘忧，愚智所共知也。	1	萱草忘忧	[[16, 20]]
曾与人书云：‘张芝临池学书，池水尽黑，使人耽之若是，未必后之也。’	1	临池学书	[[9, 13]]
独立乾坤，浩歌春雪，可惜无人和。	1	曲高和寡	[[7, 9]]
老婆哭道：一家老婆哭不了，偏要又寻一家老婆哭起来，以作闲中一映，才子之心，真绣虎也。	1	绣虎	[[38, 39]]
则知之言之，亦恐买椟还珠，看朱成碧，非徒无益，而又有害。	2	看朱成碧, 买椟还珠	[[13, 16], [8, 11]]
我家虽不宽余，也还可以勉强温饱，都因我无端的官兴发作，几乎弄得家破人亡;还仗天祖之灵，才幸而作了个‘失马塞公’，如今要再去学那‘下马冯妇’，也就似乎大可不必了!	1	冯妇	[[64, 68]]
捉将官里兵良苦，放入山间枕乍安。	1	断送老头皮	[[0, 3]]
当时哙等何由伍，但有淮阴恶少年。	1	耻与哙伍	[[2, 3]]
已为蟾阙彦，仍就鹄山居。	1	蟾蜍	[[2, 4]]
惟习之至熟，自可心手相应。	1	轮扁斫轮	[[8, 11]]
五色无主，如惊叶县之龙;千秋来归，似对辽门之鹤。	1	辽东鹤	[[19, 23]]
瓮里醯鸡，裈中虮虱，人生大抵皆然。蛮争触斗，割据几山川!	1	蛮触交争	[[17, 21]]
雨淋状似嗟麟泣，露滴还同叹凤悲。	1	绝麟	[[4, 6]]
钟山醉别十余春，重见云英掌上身。	1	掌上舞	[[12, 15]]
曾归车共载，非虎非熊。	1	非熊兆	[[6, 10]]
铜驼已陷悲回首，汗马终惭未有功。	1	荆棘铜驼	[[0, 2]]
管中窥豹，所见不多；坐井观天，知识不广。	1	坐井观天	[[10, 13]]
谓东坡、未老赋归来，天未遣公归。	1	陶令归去来	[[6, 9]]
秋来从猎长杨榭，瞿铄犹能一据鞍。	2	马援据鞍, 马援据鞍	[[-1, 1], [13, 15]]
阶庭分谢树，兄弟共商山。	1	谢庭兰玉	[[3, 5]]
渐佳如蔗尾，薄险似羊肠。	1	渐入佳境	[[3, 4]]
不疑诬金欺也忍，张公九世百般忍。	1	不疑诬金	[[0, 4]]
故情若问玄真子，依旧江头把钓竿。	1	玄真子	[[4, 7]]
拟授《太玄》今不遇，可怜遗恨似侯芭。	2	载酒问奇字, 载酒问奇字	[[12, 14], [15, 17]]
安有巢毁而卵不破乎！	1	巢倾卵破	[[2, 7]]
玉枕夜残鱼信绝，金钿秋尽雁书遥。	1	鱼传尺素	[[4, 6]]
终哀全生，先王明轨，岂有去缣纩，撤温席，以此悲号，得终其孝性邪？	1	温席扇枕	[[17, 18]]
可待乘轩宠，终惭舐痔求。	1	吮痈舐痔	[[8, 11]]
怀旧空吟《闻笛赋》，到乡翻似烂柯人。	1	山阳笛	[[5, 8]]
秋到三山呈瑞气，斑斑绣虎文章，早分桂殿一枝香。	2	郤诜丹桂, 郤诜丹桂	[[16, 18], [19, 21]]
抱璞已三献，惊人当一鸣。	2	一鸣惊人, 一鸣惊人	[[6, 8], [9, 11]]
梨园弟子白发新，椒房阿监青娥老。	2	椒房, 梨园弟子	[[8, 9], [0, 3]]
戎马驱驰未息鞍，春风沂曲一盘桓。	1	沂水舞雩	[[10, 12]]
梁简文安成蕃王墓铭曰：许氏犹龙，荀家鸣鹤，岂如宗子，分联华萼，对策云台，观书麟阁，官美登朝，文高入洛，得意琴书，忘言丘壑。	4	棠棣, 云台画像, 图像麒麟, 一丘一壑	[[28, 29], [33, 34], [38, 39], [58, 59]]
《鸿宝》宁全秘，丹梯庶可凌。	1	枕中鸿宝	[[1, 3]]
试问取，壶翁仙诀，几时传与君房?	1	壶中天	[[4, 8]]
水流滔滔向东去，纾徐演漾殊从容。负薪投璧竟何用，汉家浪筑宣房宫。	1	负薪投璧	[[16, 19]]
像之面目有些不平整，和尚每见，辄叹以为好，岂非以其人乎?抑所叹在骊黄之外也?	1	方皋相马	[[32, 34]]
山翁醉后如相忆，羽扇清樽我自知。	1	山公醉酒	[[0, 3]]
客里苍茫又值秋，高歌弹铗我无忧。	1	冯驩弹铗	[[8, 12]]
万里鹏飞在望，看金幕传金盏。	1	鲲鹏展翅	[[0, 4]]
谬驰骢马传，难附鲤鱼封。	1	鱼传尺素	[[8, 11]]
文君为我端蓍兮，利飞遁以保名。	0	nan	[]
我形衰力怯病肓膏，无穷怨望对谁告?	1	病入膏肓	[[5, 8]]
群公陪宴柏梁台，殿上传呼万寿杯。	1	柏梁宴	[[4, 6]]
唐人目武后之世为牝朝。	1	牝鸡司晨	[[8, 10]]
陈一得之管见，高明以为然否？	1	管窥蠡测	[[4, 5]]
《咏白菊》云：「老圃月三径，晓霜秋一篱.」南汇张宏，字野楼，少工诗，以嗜酒致贫，不能自给，辱身为门隶，循墙觅句，终日不休。	1	蒋生径	[[11, 12]]
有客问奇字，无人嘲昼眠。	1	孝先便腹	[[8, 11]]
凿开混沌原多事，地下骚灵倘谅余。	1	凿窍	[[0, 4]]
一奉上台指无私，而催科檄下则不奉，严督之，不奉如故，民有讼，蒲鞭之而已。	1	蒲鞭	[[30, 31]]
栾公社在怜乡树，潘令花繁贺版舆。	1	河阳一县花	[[8, 12]]
夷门老监屠存赵，燕市悲歌泪数君。	1	燕市悲歌	[[8, 12]]
中岁行藏须定着，痼疾烟霞难已。	1	泉石膏肓	[[8, 12]]
吹箫食拟从人乞，吞炭声还畏友知。	2	漆身吞炭, 吴市吹箫	[[8, 9], [0, 1]]
阿环起学飞燕轻，笑唤三郎作供奉。	1	掌上舞	[[4, 7]]
藏舟夜半事茫茫，北斗南箕尽可伤。	1	藏舟去壑	[[0, 4]]
用慰徯苏之望，爰兴问罪之师。	1	徯后之望	[[2, 6]]
德绥及吾民，不德将鹿矣。	1	铤而走险	[[6, 10]]
虚襟似纳于触鳞，下诏无殊于扇暍。	1	犯鳞	[[5, 7]]
九州铸错嗟何及，沧海风平又起波。	1	铸成大错	[[0, 4]]
臣谨以山川形胜、陵宫规制，各为一图，用备九重瞻览，少慰风木之思。	1	风木之悲	[[27, 30]]
所以月下花前，预许偷香之约；更阑人静，竟为怀璧之逃。	2	贾女香, 怀璧为罪	[[9, 10], [21, 22]]
待使君绝妙好词成，须弹压。	1	绝妙好辞	[[3, 7]]
昔年湖上客，留访雪山翁。王氏船犹在，萧家寺已空。	1	访戴	[[12, 15]]
谅辞莲幕，已飞瑶佩以遨游。	1	莲幕	[[2, 3]]
不须授简樽前客，好学平津自有文。	1	东阁招贤	[[10, 11]]
魂依姜被霜华冷，肠断苏机血泪枯。	1	织锦回文	[[10, 12]]
张翰思鲈兴，班姬咏扇情。	1	班姬咏扇	[[6, 10]]
重咏景阳宫井句，菱干月蚀吊婵娟。	1	景阳井	[[2, 5]]
桀犬尚吠尧，匈奴笑千秋。	1	桀犬吠尧	[[0, 4]]
窃混吹于齐竽，滥飞声于郢唱。	2	滥竽充数, 滥竽充数	[[1, 3], [4, 6]]
你第一件事是劝你女婿读书上进，早早的雁塔题名。	1	雁塔题名	[[18, 22]]
儿家夫婿多轻薄，借客探丸重然诺。平明挟弹入新丰，日晚挥鞭出长乐。	1	探丸借客	[[8, 12]]
嫌生瓜李全不避，至使风波平地生。	1	瓜田李下	[[0, 3]]
一路上晓行夜宿，只觉得景物都非，不胜禾黍故宫之感。	1	黍离愁	[[18, 22]]
海中三山失颜色，尧时十日无晶光。	1	羿射九日	[[8, 12]]
小车吟自从三度绝韦编，不读书来十二年。	1	韦编三绝	[[7, 9]]
怎知他近来康履。总然是身安体豫，其如我定省凊温无地。	1	晨昏定省	[[19, 23]]
多管是鹿门庞老为师范，摆脱了是非患。	1	鹿门采药	[[3, 7]]
投鞭可填江，一扫不足论。	1	投鞭断流	[[0, 1]]
到了那赤乌当午的时候，一轮火伞当空，无半点云翳。	1	三足乌	[[3, 5]]
俾尔怀铅吮墨，抱篇章而景慕，映余辉以自烛。	1	怀铅提椠	[[2, 6]]
出处已能齐二老，功名岂止超三杰，侍吾皇、千载带金重，头方黑。	2	三杰, 二老	[[13, 14], [5, 6]]
兄仁及遗簪，礼缛追赙，千古之下，凛然而高。	1	刈蓍遗簪	[[3, 5]]
得坎浮槎应有命，投林惊鹊且安枝。	1	乌鹊南飞	[[10, 11]]
情况不弄清楚，他决不肯望风捕影地蠢动。	1	捕风捉影	[[11, 15]]
布帆无恙归去来，且喜春江鱼价贱。	1	布帆无恙	[[0, 3]]
持作千里羹，朝朝下盐豉。	1	千里莼羹	[[2, 5]]
应据生公石，军持话宿因。	1	生公点石头	[[2, 5]]
龙飙去去无消息，鸾镜朝朝减容色。	1	镜鸾	[[8, 10]]
再入龙楼称绮季，应缘狗监说相如。	1	狗监揄扬	[[10, 15]]
曾听说配厮养才人嫁，曾听说瞷良人东郭墦。	1	乞墦	[[16, 19]]
我且写诗一首，缝在里边，以寓红叶传情之意。	1	红叶题诗	[[14, 18]]
沙拥大江水，泥封函谷关。古来世上雄，宰木风雨寒。	1	泥封函谷	[[6, 10]]
但鹤唳华亭，贵何似贱;珠沈金谷，富不如贫。	1	金谷堕楼人	[[11, 15]]
伤鸟有弦惊不定，卧龙无水动应难。	1	空弦落雁	[[0, 2]]
东阿赋豆萁，才高终摈斥。	1	七步成诗	[[0, 5]]
醉酒扬雄宅，升堂子贱琴。	1	鸣琴化治	[[8, 11]]
君不见《列仙传》，王乔飞凫临叶县。	1	王乔凫舄	[[9, 13]]
天将以酬长厚者，遂使抚臣、令尹，并受促织恩荫。闻之：‘一人飞升，仙及鸡犬。’信夫!	1	一人得道，鸡犬升天	[[-1, 7]]
弥望澄光净练，分付与、玄晖才笔。	1	谢练	[[2, 6]]
余既爱其才，又惜其遇，因和原韵，以当长门之赋云。	1	长门赋	[[18, 21]]
意气宁甘邓禹笑，琴歌不为雍门悲。	2	雍门泣, 邓禹笑人	[[12, 14], [4, 6]]
下客常才不足珍，谁为狗盗脱强秦?	2	鸡鸣狗盗, 鸡鸣狗盗	[[10, 12], [-1, 1]]
麒麟作脯龙为醢，何似泥中曳尾龟!	1	曳尾泥涂	[[12, 15]]
既是天赋他聪敏的资质，要削足就履般来受这特殊环境的支配，楚才晋用，那是不可能的。	1	楚材晋用	[[28, 32]]
始斯人之解愠，倏仪凤以员来。	1	凤凰来仪	[[8, 10]]
唯有胥涛若银练，素车白马战秋风。	1	伍胥潮	[[8, 12]]
有一事而数见者，如栾巴、郭宪、佛图澄皆噀酒救火之类。	1	栾巴噀酒	[[19, 20]]
青女素娥俱耐冷，月中霜里斗婵娟。	1	嫦娥奔月	[[2, 4]]
妙年椽笔赋《长杨》，一日名声满四方。	1	大笔如椽	[[2, 4]]
愿赐尚方之剑，攀槛折、千古辉光。	1	朱云折槛	[[7, 10]]
妙计既定好，事旋成，罄囊尚有千金，拌作玉台聘物，五湖渺渺，西施从陶朱公去矣。	3	范蠡扁舟, 范蠡扁舟, 范蠡扁舟	[[24, 25], [29, 30], [32, 34]]
自怜京兆双眉妩，会待南来五马留。	2	张敞画眉, 五马渡江	[[2, 6], [10, 14]]
彼宰臣侍从始得目睹清光，亲被宠盼；下此而追随簪绂、鸳鹭之班联者，亦或窃幸快睹其睟穆。	1	鹭序鹓行	[[25, 26]]
自堪悲玉璞，谁复筑金台?	1	和氏之璧	[[3, 5]]
业绍青缃旧，名沾玉牒香。	1	青箱传学	[[2, 3]]
薄暮停车更凄怆，山阳邻笛若为听?	1	山阳笛	[[8, 12]]
去天尺五君家别。看乘空鱼龙惨淡，风云开合。	1	去天尺五	[[0, 4]]
世传韦、鲍二生以妾换马之事，云韦生下第东归，同憩水阁。	1	妾换马	[[8, 10]]
绿囊自是君家物，医得烟霞痼疾无?	1	泉石膏肓	[[10, 14]]
退食从容北窗卧，今古起灭真浮云。	1	北窗高卧	[[4, 6]]
假使汝关雎宜家，相夫荣贵，玉台香笥，品月评花，不过如、夫人，以文明一代，垂声来禩己耳。	1	关雎	[[3, 4]]
愿吹寒谷里，从此达前蒙。	1	邹衍吹律	[[1, 4]]
有词为证：《花落寒窗》徘徊无语倚南楼，目送归鸿泪转流。	1	手挥目送	[[19, 22]]
沧池流稍洁，仙掌露方溥。	1	金铜仙人	[[6, 9]]
越王故国四围山，云气犹屯虎豹关。	1	九关虎豹	[[12, 15]]
荆钗劝酒仍祝愿，但愿尊前且强健。	1	荆钗布裙	[[0, 1]]
况三言讹虎，众口铄金;因积毁销骨，致他方糊口。	1	三人成虎	[[1, 5]]
前殿崔巍兮，和氏玲珑。	1	和氏之璧	[[6, 8]]
养由基射能穿札，不止鄢陵之奔。	1	七札俱穿	[[5, 7]]
⑤“一共孝廉船”，《晋书》卷七十五《张凭传》：“张凭，字长宗……举孝廉，负其才，自谓必参时彦。初，欲诣刘惔，乡里及同举者共笑之。既至，惔处之下坐，神意不接，凭欲自发而无端。会王蒙就惔清言，有所不通，凭于末坐判之，言旨深远，足畅彼我之怀，一坐皆惊，惔延之上坐，清言弥日，留宿至旦遣之。凭既还船，须臾，惔遣传教觅张孝廉船，便召与同载，遂言之于简文帝。帝召与语，叹曰：‘张凭勃窣为理窟。’官至吏部郎、御史中丞。”	1	孝廉船	[[4, 6]]
阖门矣却扫，幽处兮高堂。	2	闭门却扫, 闭门却扫	[[0, 2], [3, 5]]
血汗染龙花，胡鞍抱秋月。	1	赤汗赭沫	[[0, 1]]
暗怜衣带，不胜折柳之怀。	1	灞桥	[[7, 9]]
岂可使鸡鸣函谷，只美冯谖;龙跃天衢，独传文举。	1	鸡鸣狗盗	[[3, 7]]
高文落笔妙天下，清论挥犀服座中。	1	麈尾清谈	[[10, 12]]
羸然一布衣，开口笑管乐。	1	开口笑	[[6, 8]]
如何为国捐躯者，只是聋丞醉尉多。	1	灞陵呵夜	[[10, 14]]
奈何不加怜，使作涸辙鳞?	1	涸辙之鲋	[[8, 11]]
新到持锡绕师三匝，振锡一下曰：“凡圣不到处，请师道。”	1	飞锡	[[9, 10]]
一杯遥夜，孤光难晓，多少碎人肠处。	1	断肠猿	[[12, 15]]
千里音书慰离索，莫言天远费鳞鸿。	1	雁足书	[[13, 15]]
妾适痴郎四五年，翁姑相继逝，又不幸为文君。	1	琴挑文君	[[18, 20]]
老去久忘炊黍梦，兴来偶作乘槎客。	1	黄粱梦	[[4, 7]]
车骑新从梁苑回，履声佩响入中台。	1	郑履	[[8, 12]]
三箭天山，唾手功名。他日归来，戏彩阶庭。	1	三箭定天山	[[0, 4]]
袖手高山流水，听群蛙、鼓吹荒池。	2	两部鼓吹, 两部鼓吹	[[8, 10], [11, 13]]
座中顺承郡王锡保道：“相国福寿曼长，令郎必相门出相，盐梅曲蘖，正是公家世业呢！	2	相门有相, 盐梅和鼎	[[21, 24], [26, 27]]
不黼泽而有艳光，悬臂水蜜桃，若唯恐麻姑爪掐也。	1	麻姑搔背	[[17, 19]]
我独遗以安，鹿门有前修。	1	鹿门采药	[[6, 8]]
再带去些微土物，千里送鹅毛，笑纳可也。	1	千里送鹅毛	[[8, 12]]
运甓有陶，击楫有祖，峤方绝裾，琨且起舞。	4	绝裾而去, 陶侃运甓, 中流击楫, 闻鸡起舞	[[12, 13], [0, 1], [5, 6], [17, 18]]
愧无刻烛敏，续此金玉音。	1	击钵催诗	[[2, 5]]
若计此时有具眼人能破格欲求千里骏骨，难矣!	1	千金市骨	[[13, 17]]
弹簧吹叶，懒傍少年场，遗楚佩，觅秦箫，踏破青鞋底。	1	汉皋解佩	[[11, 14]]
主人自醒客亦醉，门外落日骊驹催。	1	歌骊驹	[[12, 15]]
然犀夜照浪，饮马晓吞星。	1	犀照牛渚	[[0, 1]]
龙华他日会，应记洛生吟。	1	拥鼻吟	[[8, 11]]
岁克衰宫，玉树后庭花欲谢；本宫衰死，更遇太岁所克，其年国有乱亡之兆。	1	玉树后庭花	[[5, 9]]
问字谁供酒，翻书独照藜。	2	载酒问奇字, 载酒问奇字	[[0, 2], [3, 5]]
知南风不竞，四镇终不掉也。	1	南风不竞	[[1, 4]]
又曰：玉清洞房三气金章，封于玉京紫户之内。	1	玉京	[[14, 15]]
有元方季方之长幼，传学诗学礼之门风。	1	难兄难弟	[[1, 5]]
不去终惭鹄，无才合类樗。	1	樗栎	[[9, 11]]
不教酩酊归何事，望到茱萸节尚赊。	1	重九登高	[[10, 12]]
一经韦相业，万卷邺侯家。	1	邺侯书	[[6, 11]]
酆都宫颂曰：纣绝标帝神，谅事遘重阿，炎如霄中烟，勃若曜景华，武城带神锋，恬照吞清河，阊阖临丹井，云门郁嵯峨，七非通奇盖，连宛亦敷魔，六天横北道，此是鬼神家。	1	丹砂井	[[45, 46]]
玩馀轻照乘，谢欲等悬黎。	1	魏车委照	[[3, 5]]
狗盗鸡鸣皆有用，鹤长凫短果如何。	1	断鹤续凫	[[8, 11]]
不逐浮云不羡鱼，杏花茅屋向阳居。	1	临河羡鱼	[[5, 6]]
巧生于拙奇偏胜，文不加点义更深。	1	文不加点	[[8, 11]]
比干剖心，子胥抉眼，忠之祸也。	2	比干剖心, 伍胥抉目	[[0, 3], [5, 8]]
大丈夫所守者道，所待者时。时之来也，为云龙，为风鹏，勃然突然，陈力以出。	1	鲲鹏展翅	[[23, 25]]
孟母迁邻罢，将军辞第初。	1	将军辞第	[[6, 10]]
自古赤丸成习俗，因公黄犊免提携。	1	探丸借客	[[2, 3]]
忆君清梦熟，觉来笑我便便腹。	1	孝先便腹	[[10, 13]]
满奋畏风，在晋武帝坐；北窗作琉璃屏，实密似疎，奋有难色。帝笑之，奋答曰：‘臣犹吴牛见月而喘。’	1	吴牛喘月	[[39, 44]]
琴高骑鲤撇波去，至今溪水桃花香。	1	琴高乘鲤	[[0, 4]]
官长将焉往，进退局辕驹。	1	辕下驹	[[9, 10]]
我无燕霜感，玉石俱烧焚。	1	六月飞霜	[[2, 4]]
橘内仙翁，棋边公子，共成清乐。	1	橘中戏	[[0, 4]]
佳人遗我云中翮，何以赠之连城璧。	1	完璧归赵	[[12, 15]]
借问子胥何在，博望乘槎仙去，知是几时还?	1	乘槎	[[7, 11]]
凤诏容徐起，鹓行许重陪。	1	凤凰衔书	[[0, 1]]
孙叔衣冠子孙落，晏婴市宅尘土低。	1	卜市邻	[[8, 12]]
惟刘吉尚存，右庶子张升，上疏劾吉，说他口蜜腹剑似李林甫，牢笼言路如贾似道，应即予罢斥等语，未见俞允。	1	口蜜腹剑	[[19, 22]]
年余，母金耗尽，依旧阮囊。	1	阮囊羞涩	[[10, 11]]
讽于舞雩之下，咏归高堂之上。	1	沂水舞雩	[[7, 9]]
自闻抱琴瑟断弦之悲，日欲修慰。	1	琴瑟	[[5, 7]]
禁贼法：唾此恶贼欲来狂图，某甲者，或从东方青帝来，或从南方赤帝来，或从西方白帝来，或从北方轩帝来，或从中央黄帝来。	1	青帝	[[21, 22]]
鲁阳何德，驻景挥戈。	1	挥戈回日	[[5, 9]]
轻拢慢撚抹复挑，初为《霓裳》后《绿腰》。	1	霓裳羽衣曲	[[11, 13]]
桐圭作瑞，凤毛曜丹穴之英;茅壤分维，麟距冠元丘之俊。	1	桐叶之封	[[0, 2]]
可怜三户楚，都作两朝入。	1	亡秦三户	[[2, 3]]
长抱茂陵疾，几动庄舄哀。	2	庄舄越吟, 相如病渴	[[8, 10], [2, 4]]
所以早登甲第，一生有吉无凶，仕至观察，后退归优游林下，生六子皆登科第，夫妇齐眉，寿越八旬。	1	举案齐眉	[[37, 38]]
见说君家千里驹，看渠高大君门闾。	1	千里驹	[[4, 6]]
乍可扣弦歌楚泽，何堪抱瑟立齐门。	1	抱瑟不吹竽	[[10, 15]]
天下军储一线漕，无能空佩吕虔刀。	1	吕虔刀	[[12, 14]]
沂水行歌，兰亭修禊，韶光曾见风流士。	1	沂水舞雩	[[0, 4]]
吊李白坟，挂徐君剑，零落端平同省。仅留得、老子婆娑，怎不拂衣华省。	1	季札挂剑	[[5, 9]]
陆则破驷，水则歼蛟，能忘一割之司，久作双函之秘。	1	铅刀一割	[[12, 14]]
奇姿必非池中物，盍纵巨壑归沧溟。	1	非池中物	[[3, 6]]
落花冉冉春将暮，空写池塘梦中句。	1	梦惠连	[[10, 15]]
红娘留醉打，觥使及醒差。	1	红娘	[[0, 1]]
同作危时避秦客，此行何似武陵滩?	1	桃花源	[[12, 15]]
臣按：鲁立武宫、立炀宫，举其废也；跻僖公，废其举也；鲁之郊禘与祀文王、祀爰居，祭所不当祭也。	1	鲁禽情	[[35, 37]]
孟公下：识其不可，然且至，则是干泽也。	0	nan	[]
爱君蒋生径，且著茂陵书。	1	蒋生径	[[2, 5]]
酒尽君可起，我歌已三终，由来竹林人，不数涛（山涛）与戎（王戎）。	1	竹林七贤	[[14, 16]]
