sentence	variation_number	allusion	allusion_index
环堵不藏原宪病，穷途误作阮生愁。	1	哭穷途	[[12, 15]]
但某穷途异县，歧路他乡，非无阮籍之悲，诚有杨朱之泣。	1	哭穷途	[[14, 18]]
从兹阮籍泪，且免泣途穷。	1	哭穷途	[[2, 5]]
斯文未丧宣尼叹，吾道将穷阮籍悲。	1	哭穷途	[[12, 15]]
今则阮路兴悲，商歌结恨;牛衣夜哭，马柱晨吟。	1	哭穷途	[[2, 6]]
鲁连蹈海去不返，阮籍穷途谁与亲?	1	哭穷途	[[8, 12]]
蹉跎潘鬓至，蹭蹬阮途穷。	1	哭穷途	[[8, 11]]
暗中摸索谁消得，阮籍途穷眼未眵。	1	哭穷途	[[8, 12]]
行藏虞氏传，勋业阮生途。	1	哭穷途	[[8, 11]]
一麾共惜延年出，万死谁怜阮籍穷?	1	哭穷途	[[12, 15]]
茫然阮籍途，更洒杨朱泪。	1	哭穷途	[[2, 5]]
共叹虞翻狂，同悲阮籍途。	1	哭穷途	[[8, 11]]
亦尝怅望危津，潺湲阮路，敛毫兴感，掩卷长嗟。	1	哭穷途	[[9, 11]]
奚事哭泣阮途，而为乘槎驭骏者所窃笑哉?	1	哭穷途	[[4, 6]]
此行何似?似阮郎穷辙，杨朱岐路。	1	哭穷途	[[6, 10]]
沔阳失土，南风不竞。	1	南风不竞	[[5, 9]]
王子敬数岁时，尝看诸门生樗蒲，见有胜负，因曰：‘南风不竞’。	1	南风不竞	[[24, 28]]
行看北风竞，来救南风蹙。	1	南风不竞	[[2, 5]]
楚歌饶恨曲，南风多死声。眼前一杯酒，谁论身后名?	2	南风不竞, 南风不竞	[[6, 8], [9, 11]]
频年南风竞，靖内先戎索。	1	南风不竞	[[2, 5]]
关门风静无南竞，戎索星低欲北流。	1	南风不竞	[[5, 7]]
自战鼓西来，楚歌不竞，望断空楼。	1	南风不竞	[[6, 10]]
自中唐以降者，死声多矣。	1	南风不竞	[[7, 9]]
上医医国;其次，下医医疾。	1	上医医国	[[0, 4]]
万金不换囊中术，上医元自能医国。	2	上医医国, 上医医国	[[8, 10], [13, 15]]
自秋已来，勿尔婴疹，坐朝既阙，逾旬未瘳。六疾斯侵，万机多旷，医和无验，以致弥留。	1	上医医国	[[30, 32]]
愿储医国三年艾，不作沉湘《九辩》文。	1	上医医国	[[2, 4]]
高徒既不知医，他怎肯揭我榜文，教寡人亲迎?断然有医国之能也!	1	上医医国	[[24, 26]]
欲问长生药，勾漏有丹砂。只今医国妙手，还属葛仙家。	1	上医医国	[[14, 18]]
大药兼逢医国手，朽株亦有困人时。	1	上医医国	[[4, 7]]
诚求活国医，何忍弃和缓?	1	上医医国	[[2, 5]]
袖中正有活国手，地下才得修文郎。	1	上医医国	[[4, 7]]
汲直谢病，秦和不医。	1	上医医国	[[5, 7]]
便遇秦和医国手，只恐他病在膏肓怎救?	1	上医医国	[[2, 7]]
南去初寂莫，骑上扬州鹤。	1	骑鹤上扬州	[[6, 11]]
富贵归故乡，比骑扬州鹤。岂不念家山，无奈乡人薄。	1	骑鹤上扬州	[[7, 11]]
顾我老无骑鹤兴，羡君行及看花天。	1	骑鹤上扬州	[[4, 6]]
你没有万贯缠腰，思量骑鹤上扬?	1	骑鹤上扬州	[[10, 14]]
恬然云水无贪吝，笑腰缠，骑鹤扬州。	1	骑鹤上扬州	[[12, 16]]
如今骑鹤扬州去，莫问腰缠有几星!	1	骑鹤上扬州	[[2, 6]]
十万钱，骑鹤更扬州，是人间几曾有底?	1	骑鹤上扬州	[[4, 9]]
更求名与利，骑鹤望扬州。	1	骑鹤上扬州	[[6, 11]]
腰钱骑鹤维扬，分表事谁能预测量?	1	骑鹤上扬州	[[2, 6]]
骑鹤上扬州，腰缠十万。拈起诗人旧公案。	1	骑鹤上扬州	[[0, 5]]
谁能十万更腰缠，鹤驭尽飘飘。	2	骑鹤上扬州, 骑鹤上扬州	[[2, 4], [5, 7]]
扬州骑鹤非无意，上蔡牵黄信此穷。幸有林泉未归去，欲将清兴问征鸿!	1	骑鹤上扬州	[[0, 4]]
齐邸歌鱼，扬州跨鹤，风味浅深君自知。	1	骑鹤上扬州	[[5, 9]]
苟慕富贵，危机岂能避?世间宁有扬州鹤耶?	1	骑鹤上扬州	[[15, 18]]
缠腰更骑鹤，辟俗还食肉。	2	骑鹤上扬州, 骑鹤上扬州	[[0, 2], [3, 5]]
腰缠不硬，浮沉外府，设辇金十万，或代公位，未可知耳。	1	骑鹤上扬州	[[0, 2]]
赌命男儿竞要钱，横磨十万化腰缠。	1	骑鹤上扬州	[[13, 15]]
你要知道这块石头何用?再要讲到夜间严谨门户，不怕你腰缠万贯，落了店都是店家的干系，用不着客人自己费心。	1	骑鹤上扬州	[[25, 29]]
鹏抟九万，腰缠十万，扬州鹤背骑来惯。	1	骑鹤上扬州	[[5, 9]]
卖刀买犊未厌早，腰金骑鹤非所望。	1	骑鹤上扬州	[[8, 12]]
腰缠骑鹤知无分，要觅钓丝千丈。	1	骑鹤上扬州	[[0, 4]]
恬然云水无贪客，笑腰缠、骑鹤扬州。	1	骑鹤上扬州	[[-1, 5]]
先世簪缨，旧业箕裘。走马章台，骑鲸沧海，跨鹤扬州。黄金积子孙难守。	1	骑鹤上扬州	[[20, 24]]
那里有缠十万，顺天风跨鹤闲游!	2	骑鹤上扬州, 骑鹤上扬州	[[10, 12], [13, 14]]
胜事人传跨鹤游，客囊羞涩滞扬州。	1	骑鹤上扬州	[[4, 7]]
申无疆，字仲锡，跨鹤维扬，历有年所。	1	骑鹤上扬州	[[8, 12]]
俺不是扬州游客，跨鹤缠腰。	1	骑鹤上扬州	[[8, 12]]
待得腰缠十万贯，与君骑鹤扬州游。	1	骑鹤上扬州	[[10, 15]]
孙膑衔枚之际，半夜失踪;达磨(摩)面壁以来，九年闭目。	2	达摩面壁, 达摩面壁	[[-1, 1], [17, 19]]
十年面壁精勤甚，多恐量腰减带围。	1	达摩面壁	[[0, 4]]
壁下禅枯达磨，室中病著《维摩》。	2	达摩面壁, 达摩面壁	[[0, 2], [4, 6]]
要将万里身，独面九年壁。	1	达摩面壁	[[7, 11]]
会当弃人事，面壁度九夏。	2	达摩面壁, 达摩面壁	[[6, 8], [9, 11]]
糊涂投入空门，不晓参禅面壁。	1	达摩面壁	[[11, 13]]
吾少好读书，幸免墙面。	1	达摩面壁	[[8, 10]]
两朝事体，正如墙面;虏中情伪，分毫不知。	1	达摩面壁	[[7, 9]]
禅门淡泊无心地，世事生疏欲面墙。	1	达摩面壁	[[13, 15]]
方渭仁少年负气自豪。里中时有文会，每当同人搦管拈题，苦吟面壁;方与毛会侯，辄握手修篁怪石间，相与纵谈天下事。	1	达摩面壁	[[28, 30]]
面壁十年图破壁，难酬蹈海亦英雄。	1	达摩面壁	[[0, 2]]
近来弟子俱行脚，谁伴山僧面壁参?	1	达摩面壁	[[12, 15]]
平原十日饮，中散千里游。	1	平原十日饮	[[0, 5]]
愿学平原十日饮，此时不忍歌《骊驹》。	1	平原十日饮	[[2, 7]]
平原十日乐未足，《骊歌》忽唱上河梁。	1	平原十日饮	[[0, 4]]
京江小住听秋阁，竟作平原十日欢。	1	平原十日饮	[[10, 15]]
连宵举酒传炉鼎，绝胜平原十日留。	1	平原十日饮	[[10, 15]]
胜绝平原张宴处，暗香频向绿樽收。	1	平原十日饮	[[2, 6]]
平原期已久，叔夜懒何堪!	1	平原十日饮	[[0, 3]]
平原痛饮如有神，醉吐不惜车中茵。	1	平原十日饮	[[0, 4]]
他时得遂平原饮，倾盖相看笑白头。	1	平原十日饮	[[4, 7]]
留子非为十日饮，要令安世诵亡书。	1	平原十日饮	[[4, 7]]
十日平原饮正豪，一声班马又魂销。	1	平原十日饮	[[0, 5]]
还倾四五酌，自咏《猛虎词》。近作十日欢，远为千载期。	1	平原十日饮	[[16, 19]]
临岐苦勉三馀学，痛饮难为十日留。	1	平原十日饮	[[12, 15]]
便为十日醉，谁言一饭思?	1	平原十日饮	[[2, 5]]
兴来重整，又何妨十日醉平原。	1	平原十日饮	[[8, 13]]
何期绝塞千山外，幸有清樽十日留。	1	平原十日饮	[[10, 15]]
桐乡归葬日，棠树去思人。	1	桐乡归葬	[[0, 4]]
不教朱邑祀桐乡，看过梅花便束装。	1	桐乡归葬	[[2, 7]]
朱邑葬桐乘后约，欧阳思颍记前因。	1	桐乡归葬	[[0, 4]]
棠树勿剪，何如审像图形;桐乡置祠，岂比耳闻身及?	1	桐乡归葬	[[12, 16]]
桐乡建遗烈，武城播弦歌。	2	桐乡归葬, 桐乡归葬	[[0, 2], [3, 5]]
在任原思死葬桐，岂期民已社栾公。	1	桐乡归葬	[[5, 7]]
社如齐地，庙似桐乡。铭功赞德，碑阙相望。	1	桐乡归葬	[[5, 9]]
齐都无遗声，桐乡有余谣。	1	桐乡归葬	[[6, 8]]
朱邑桐乡待祀，尧山员俶怡情。	1	桐乡归葬	[[2, 6]]
邑有桐乡爱，山余黍谷暄。	1	桐乡归葬	[[2, 5]]
桐乡遗惠在，尚说长官清。	1	桐乡归葬	[[0, 4]]
持节复来，以慰父老。如朱仲卿，食于桐乡。	1	桐乡归葬	[[15, 19]]
有官人退居第二，乞只依胪传次序，勿令后来居上，以见麟趾之盛。	1	后来居上	[[18, 22]]
青衫莫厌百僚底，白首上有千薪积。	1	后来居上	[[12, 15]]
宦味难期到尾蔗，官阶犹有压头薪。	1	后来居上	[[12, 15]]
后薪随复积，前鱼谁更怜?	1	后来居上	[[0, 2]]
时事难争前定局，朝班方积后来薪。	1	后来居上	[[12, 15]]
后难居上，远不间亲。	1	后来居上	[[0, 4]]
汲黯困后薪，贾生罢前席。	1	后来居上	[[2, 5]]
胸中五岳平犹起，头上千薪积已高。	1	后来居上	[[8, 12]]
陈人束阁，让他来者居上。	1	后来居上	[[7, 11]]
汲黯积薪缘宦拙，长公直道薄微官。	1	后来居上	[[0, 4]]
汲黯薪逾积，孙弘阁未开。	1	后来居上	[[0, 3]]
傥使士有澹雅若严君平，清廉如段干木，与仆易地而处，亦将弹铗告劳，积薪为恨。	1	后来居上	[[32, 34]]
夫以吾国文学之雄奇奥衍……一入今朝，则又兼收并畜，大会细入，两京、三唐，不免积薪之愧，姬孔之际，于斯为盛。	1	后来居上	[[38, 40]]
尚齿敦耆艾，搜材拔积薪。	1	后来居上	[[9, 11]]
再带上些微土物，千里送鹅毛，笑纳可也。	1	千里送鹅毛	[[8, 13]]
且同千里寄鹅毛，何用孜孜饮麋鹿。	1	千里送鹅毛	[[2, 7]]
古诗其体源出于《国风》，陆机所拟十四首，文温以丽，意悲而远，惊心动魄，可谓几乎一字千金。	1	一字千金	[[39, 43]]
结屋三间藏万卷，挥毫一字值千金。	1	一字千金	[[10, 15]]
‘一字值千金’是说文理值钱的意思。	1	一字千金	[[1, 6]]
河岳英灵运未徂，千金一字见吾徒。	1	一字千金	[[8, 12]]
变化纵横出新意，眼看一字千金贵。	1	一字千金	[[10, 14]]
市阅千金字，朝开五色书。	1	一字千金	[[2, 5]]
貌愧潘安璧，文惭吕相金。	1	一字千金	[[8, 11]]
即收《吕览》千金市，直换咸阳许座城。	2	一字千金, 一字千金	[[3, 5], [6, 9]]
国门《吕览》应传世，何必臣雄再《剧秦》?	2	一字千金, 一字千金	[[0, 2], [3, 5]]
从此国门悬《吕览》，听他辩舌骋仪秦。	2	一字千金, 一字千金	[[2, 4], [-1, 2]]
徒知观卫玉，讵肯挂秦金?	1	一字千金	[[8, 11]]
不应《太玄》草，晞价咸阳市。	1	一字千金	[[8, 13]]
长门卖赋司马，秦市悬书吕韦。	1	一字千金	[[7, 11]]
言金由贵家起，文粪自贱室出。《淮南》《吕氏》之无累害，所由出者，家富官贵也。	1	一字千金	[[0, 2]]
金悬秦市，扬子见而无言;纸贵洛城，陆生闻而罢笑。	1	一字千金	[[0, 4]]
辛卯荐贤书，金悬咸阳市。公车虽屡蹶，未尝不得志。	1	一字千金	[[6, 10]]
里语曰：‘家有弊帚，享之千金。’斯不自见之患也。	2	敝帚千金, 敝帚千金	[[-1, 1], [12, 14]]
空说高台收骏骨，只应敝帚享千金。	2	敝帚千金, 敝帚千金	[[10, 12], [13, 15]]
千金敝帚那堪换，我亦淹留岂长算。	1	敝帚千金	[[0, 4]]
以我千金帚，逢君万斛泉。	1	敝帚千金	[[2, 5]]
辞味体要，真材不足以胜;𫍲闻雷同，反得以敝帚幸出。	1	敝帚千金	[[20, 22]]
激以死灰之气，陈其弊帚之词。	1	敝帚千金	[[9, 11]]
只眄高车而激切，空持敝箒以屏营。	1	敝帚千金	[[10, 12]]
陛下不惟不听，且从而罚之，是坐忍元子失学，而敝帚宗社也。	1	敝帚千金	[[22, 24]]
寒龟不食犹能寿，敝帚何施亦自珍。	2	敝帚千金, 敝帚千金	[[8, 10], [13, 15]]
衣服旧了，破了，也‘敝帚自珍’，不舍得丢弃。	1	敝帚千金	[[10, 14]]
中有已刻问世者，有尚未能付梓者。自怜享帚之愚，难免覆瓿之诮。	1	敝帚千金	[[18, 20]]
文士名心，书生习气，缄石知谬，享帚自珍。	1	敝帚千金	[[15, 19]]
唯余事斯，素有微契，而敝帚自享，从无连篇累牍之作。	1	敝帚千金	[[11, 15]]
偏不肯好头好面到成都，&#55370;&#56371;的我没牙没口题桥柱。	1	题桥柱	[[33, 36]]
还同长卿志，题字满河桥。	1	题桥柱	[[6, 11]]
鄙哉大桥题驷马，徒以官贵骄其乡。	1	题桥柱	[[4, 7]]
名家旧种三槐树，壮志终题驷马桥。	1	题桥柱	[[11, 15]]
升仙题柱名姓标，展司马霜毫。	1	题桥柱	[[0, 4]]
厮随着，司马题桥，也不指望驷马高车显荣耀。	1	题桥柱	[[4, 8]]
已授文成履，空题武骑书。	1	题桥柱	[[8, 11]]
蜀帝城边子规啼，相如桥上文君绝。	1	题桥柱	[[8, 11]]
相如题柱过长安，靖节辞官归故里。人生穷达固有时，我辈行藏得其理。	1	题桥柱	[[0, 4]]
徒闻子敬遗琴在，不见相如驷马归。	1	题桥柱	[[10, 15]]
长桥题柱去，犹是未达时。	1	题桥柱	[[0, 4]]
尚有昔年题字柱，便当古迹弃繻关。	1	题桥柱	[[4, 7]]
未酬题柱志，终不羡相如。	1	题桥柱	[[2, 5]]
辣浪相如，薄情卓氏，因循堕了题桥志。	1	题桥柱	[[14, 17]]
年年载笔陪京道，题柱相如又过桥。	1	题桥柱	[[8, 12]]
入幕郗超难许并，题桥司马直须回。	1	题桥柱	[[8, 12]]
认兰情、自有怜才处，似题桥贵客，裁花潘令，真画眉郎。	1	题桥柱	[[11, 15]]
应学相如志，终须驷马回。	1	题桥柱	[[8, 11]]
不须驷马夸题柱，且着斑衣慰依闾。	1	题桥柱	[[2, 7]]
双旌归相韩忠献，驷马还乡马长卿。	1	题桥柱	[[8, 12]]
味平生，公与我，定无同。玉堂金马，自有佳处着诗翁。	1	玉堂金马	[[12, 16]]
玉堂金马虽云贵，白酒黄鸡不论钱。	1	玉堂金马	[[0, 4]]
同日升金马，分宵直未央。	1	玉堂金马	[[2, 5]]
今子幸得遭盛明之世，处不讳之朝，与群贤同行，历金门上玉堂有日矣。	1	玉堂金马	[[22, 28]]
玉堂人物今安在?纸尾题诗一慨然。	1	玉堂金马	[[0, 4]]
才得几天儿，居然金榜题名，玉堂学步，成了人了。	1	玉堂金马	[[13, 17]]
欧阳始是玉堂客，批章草诏传星流。	1	玉堂金马	[[4, 7]]
到处聚观香案吏，此邦宜著玉堂仙。	1	玉堂金马	[[12, 15]]
谁知花县宰，旧是玉堂仙。	1	玉堂金马	[[8, 11]]
挥翰吾非玉堂手，断金君有古人心。	1	玉堂金马	[[4, 7]]
莫道穷边成久别，待君归草玉堂麻。	1	玉堂金马	[[12, 15]]
一朝趋金门，十载奉瑶墀。	1	玉堂金马	[[2, 5]]
清晨听银虬，薄暮辞金马。	1	玉堂金马	[[8, 11]]
方朔金门侍，班姬玉辇迎。	1	玉堂金马	[[2, 5]]
君臣一意金门宠，兄弟双飞玉殿游。	1	玉堂金马	[[4, 7]]
幸接金门客，相攀桂树荣。	1	玉堂金马	[[2, 5]]
若遗金门步，见就玉山岑。	1	玉堂金马	[[2, 5]]
金门谓金马门。言若能遗金门步，当见就我此山中也。	1	玉堂金马	[[11, 14]]
山公启事罢，吉甫颂声传。济济金门步，洋洋《玉树》篇。	1	玉堂金马	[[14, 17]]
一探石室文，再擢金门第。	1	玉堂金马	[[8, 11]]
诏宠金门策，官荣叶县凫。	1	玉堂金马	[[2, 5]]
为应金门策，多应说战机。	1	玉堂金马	[[2, 5]]
金闺云路，从兹自远。	1	玉堂金马	[[0, 2]]
金闺，金马门也。	1	玉堂金马	[[0, 2]]
多少金闺榜墨新，科名埋没声华冷。	1	玉堂金马	[[2, 4]]
金闺彦，联翩占住，小生平昔依慕。	1	玉堂金马	[[0, 3]]
勉求玉体长生诀，留报金闺国士知。	1	玉堂金马	[[10, 14]]
金闺国士难再得，谁道美人能倾国。	1	玉堂金马	[[0, 4]]
金闺，即金门也。《解嘲》曰：‘历金门，上玉堂。’应劭《汉书》注曰：‘籍者，为二尺竹牒，记其年纪、名字、物色，悬之宫门，案省相应，乃得入也。’	2	玉堂金马, 玉堂金马	[[0, 2], [34, 35]]
名列金闺籍，心与素士同。	1	玉堂金马	[[2, 5]]
宁复思金籍，独此卧烟林。	1	玉堂金马	[[3, 5]]
年年望汝登金籍，用补山龙上衮衣。	1	玉堂金马	[[5, 7]]
自罢金门籍，来参竹使符。	1	玉堂金马	[[2, 5]]
几怀朱邸绶，颇旷金门籍。	1	玉堂金马	[[8, 11]]
金马词臣赋小诗，梨园弟子唱新词。	1	玉堂金马	[[0, 2]]
置酒邀金马，开轩对玉珂。	1	玉堂金马	[[3, 5]]
木鸡方备德，金马正求贤。	1	玉堂金马	[[6, 8]]
讵知金马侧，方朔有奇才。	1	玉堂金马	[[2, 5]]
早忝金马客，晚为商洛翁。	1	玉堂金马	[[2, 5]]
〔谢伯初诗：〕下国难留金马客，新诗传与竹枝娘。	1	玉堂金马	[[11, 14]]
若逢金马门前客，为说虞卿久著书。	1	玉堂金马	[[2, 7]]
金马玉堂三学士，清风明月两闲人。	1	玉堂金马	[[0, 4]]
今岁荜门一酸儒，来岁可以金马玉堂矣。	1	玉堂金马	[[12, 16]]
属叨金马署，又点铜龙门。	1	玉堂金马	[[2, 5]]
叨金马署，谓为秀才也。《〈两都赋〉序》曰：‘内设金马、石渠之署。’	1	玉堂金马	[[1, 4]]
使君此去金马署，颜朱发漆意气横。	1	玉堂金马	[[4, 7]]
籍通金马门，身在铜驼陌。	1	玉堂金马	[[2, 5]]
待诏金马门，汉盛选也。	1	玉堂金马	[[2, 5]]
休夸此地分天下，只得徐妃半面妆。	1	徐妃半面妆	[[10, 15]]
乾符中，蒋凝应宏辞，为赋止及四韵，遂曳白而去。试官不之信，逼请所试，凝以实告。既而比之诸公，凝有得色。试官叹息久之，顷刻之间，播于人口。或称之曰：‘臼头花钿满面，不若徐妃半妆。’	1	徐妃半面妆	[[83, 87]]
晓来楼上，对花临镜，学作半妆宫额。着意争妍，那知却有，人妒花颜色。	1	徐妃半面妆	[[12, 16]]
同心表瑞荀池上，半面分妆乐镜中。	1	徐妃半面妆	[[8, 12]]
景阳楼上钟声晓，半面啼妆匀未了。斜月纷纷，斜影幽香暗断魂。	1	徐妃半面妆	[[8, 12]]
青春半面妆如画，细雨三更花又飞。	1	徐妃半面妆	[[2, 5]]
送君千万里，半妆珠翠落，露华寒。	1	徐妃半面妆	[[6, 8]]
将飞更作随风舞，已落犹成半面妆。	1	徐妃半面妆	[[12, 15]]
月珮烟裳，伴窗纱犹识，半面徐娘。	1	徐妃半面妆	[[11, 15]]
巫云已散当年梦，吴粉空傅半面春。	1	徐妃半面妆	[[12, 15]]
神屠不目全，妙颊惟妆半。	1	徐妃半面妆	[[9, 11]]
仿佛临风妆半面，冰帘斜卷谁庭院?	1	徐妃半面妆	[[4, 7]]
新妆不比徐妃面，雪艳冰姿寒欲颤。	1	徐妃半面妆	[[4, 7]]
早春窥，酥雨池塘。向销凝里，梅开半面，情满徐妆。	1	徐妃半面妆	[[21, 23]]
徐娘羞半面，楚女妒纤腰。	2	徐妃半面妆, 徐妃半面妆	[[0, 2], [3, 5]]
严子垂钓日，苏门长啸时。	1	苏门长啸	[[6, 10]]
苏门长啸，响生林谷之风;书案频吟，光照芸窗之雪。	1	苏门长啸	[[0, 4]]
敢为苏门啸，庶作《梁父吟》。	1	苏门长啸	[[2, 5]]
朝闻苏门啸，暮逐东门走。海关音书疏，残雪发新柳。	1	苏门长啸	[[2, 5]]
半岭啸声惊阮籍，要知天下有高流。	1	苏门长啸	[[0, 4]]
剩欲书怀答清啸，半空鸾凤愧孙登。	1	苏门长啸	[[8, 12]]
有时节悲来泪向穷途洒，有时节兴来啸向苏门外。	1	苏门长啸	[[16, 20]]
兴来不禁啸苏门，狂甚那肯喑河渚。	1	苏门长啸	[[4, 7]]
宁戚饭牛图底事，陆通歌凤也无端。孙登不语启期乐，各自当情各自欢。	1	苏门长啸	[[16, 20]]
花前乍许孙登啸，座上唯容靖节巾。	1	苏门长啸	[[4, 7]]
旧游曾对孙登啸，新诗欲作唐衢恸。	1	苏门长啸	[[4, 7]]
恋乡思海岱，封爵鄙云亭。月落孙生啸，天寒屈子醒。	1	苏门长啸	[[14, 17]]
若问幽栖何意，莫道是、飞鸟知还。无言处，孙登半岭，高韵更难攀。	1	苏门长啸	[[20, 24]]
孙登欲长啸，四座皆无哗。	2	苏门长啸, 苏门长啸	[[0, 2], [3, 5]]
何人解作孙郎啸，一夜千山万木空。	1	苏门长啸	[[4, 7]]
阮籍之见苏门，止闻鸾啸。	1	苏门长啸	[[4, 6]]
唯有岘亭清夜月，与君长啸学苏门。	1	苏门长啸	[[13, 15]]
何如种瓜种秫，带一锄归去隐东陵。野啸天风两耳，翠微深处孙登。	1	苏门长啸	[[16, 20]]
孙登长啸台，松竹有遗处。	1	苏门长啸	[[2, 5]]
潮水孤琴传海岛，中峰长啸发苏门。	2	苏门长啸, 苏门长啸	[[10, 12], [13, 15]]
惟应逢阮籍，长啸作鸾音。	2	苏门长啸, 苏门长啸	[[6, 8], [9, 11]]
阮籍狂才闻凤啸，骆丞囚得伴蝉吟。	1	苏门长啸	[[4, 7]]
叔夜曾闻高士啸，孔宾岂待异人呼。	1	苏门长啸	[[4, 7]]
清啸穿林鸾凤吟，草书落纸龙蛇走。	1	苏门长啸	[[4, 7]]
傥遇避秦人，或逢鬼谷子。鸾啸一逌然，沙禽忽惊起。	1	苏门长啸	[[12, 14]]
其聪明强识，半面不忘。	1	半面不忘	[[6, 10]]
道郎携羽扇，那日隔帘，半面曾记。	1	半面不忘	[[11, 15]]
半面契始终，千金比然诺。	1	半面不忘	[[0, 2]]
顾无半面之交，空怀鄙意;复托二天之赐，敢后众人。	1	半面不忘	[[2, 6]]
我与道友未有半面之交，此语从何而来?	1	半面不忘	[[6, 10]]
英人上下，举无半面之知者。	1	半面不忘	[[7, 11]]
由今观之，冬老致身云霄之上，某亦岂无半面之雅，而辱在泥涂，邈之如路人。	1	半面不忘	[[18, 22]]
简叔无半面交，访余，一见如平生欢，遂榻余寓。	1	半面不忘	[[3, 6]]
小人自姓崔名宁，与那小娘子无半面之识。	1	半面不忘	[[14, 18]]
尊驾从何处来?似有半面之识。	1	半面不忘	[[9, 13]]
平生天上张公子，尚记门间半面人。	1	半面不忘	[[10, 15]]
不堪重过灵岩馆，剩有羊昙泪满巾。	1	羊昙泪	[[10, 13]]
吴下羊昙泪，云间越石骖。	1	羊昙泪	[[2, 5]]
今来重垂泪，不忍过西州。	1	羊昙泪	[[6, 11]]
百年寓华屋，千载归山丘。何事羊公子，不肯过西州?	1	羊昙泪	[[18, 23]]
自下羊昙华屋泪，每安杜甫草堂贫。	1	羊昙泪	[[2, 7]]
老成殂谢何胜感，不但羊昙哭故知。	1	羊昙泪	[[10, 15]]
李杜飘零，羊昙悲感，回首俱陈迹。	1	羊昙泪	[[5, 9]]
季子生前别，羊昙醉后悲。	1	羊昙泪	[[6, 11]]
华屋几人思谢傅，佳城今日闭滕公。	2	羊昙泪, 羊昙泪	[[0, 2], [4, 7]]
误尽闽南碑下客，无端北望哭西州。	1	羊昙泪	[[12, 15]]
羊生但着鞭，勿哭西州门。故有不亡者，南山相与存。	1	羊昙泪	[[7, 11]]
恸哭西州门，往驾那复还?空馀行乐处，古木昏苍烟。	1	羊昙泪	[[0, 5]]
生死情难忘北面，往来路易恸西州。	1	羊昙泪	[[12, 15]]
只觉惘然悲谢傅，未知何以报文翁。	1	羊昙泪	[[4, 7]]
短梦依然江表，老泪洒西州。	1	羊昙泪	[[8, 12]]
忽感东山人，泪下羊昙珠。	1	羊昙泪	[[6, 10]]
西州正有花千树，泪尽羊昙醉后衣。	1	羊昙泪	[[8, 12]]
今日羊昙头尽白，尚零哀泪过西州。	1	羊昙泪	[[11, 15]]
只愁重洒西州泪，问杜曲，人家在否?	1	羊昙泪	[[3, 7]]
西州曾洒山丘泪，零落羊昙更十年。	1	羊昙泪	[[3, 7]]
东山杖履，西州宾客，笑谈风雅。	1	羊昙泪	[[5, 7]]
西州泪，千年犹湿，回望兴哀。	1	羊昙泪	[[0, 3]]
漫叹息，向西门洒泪，不忍徘徊。	1	羊昙泪	[[5, 9]]
约他年、东还海道，愿谢公、雅志莫相违。西州路，不应回首，为我沾衣。	1	羊昙泪	[[19, 22]]
闻说东山丝竹尽，谁恸西州门路。翁矍铄，依然如故。	1	羊昙泪	[[10, 14]]
之子夫君郑与裴，何甥谢舅当世才。	1	羊昙泪	[[10, 12]]
马策西州痛谢公，凤毛济美世堪宗。	1	羊昙泪	[[0, 4]]
予自谓山中宰相，虚有其才也;自谓文冒先生，虚有其词也。不得大用于盛世，亦无憾焉，盖有天命尔。	1	山中宰相	[[3, 7]]
幽人不作山中相，且拥图书看白云。	1	山中宰相	[[4, 7]]
会作山中相，不管人间事，争甚么半张名利纸。	1	山中宰相	[[2, 5]]
若见山中陶宰相，白云千里思悠悠。	1	山中宰相	[[2, 7]]
山中陶弘景，宰相可媲名。	1	山中宰相	[[0, 5]]
今日逢明圣，吾为陶隐居。	1	山中宰相	[[8, 11]]
难谐紫府仙人梦，近好华阳处士风。	1	山中宰相	[[10, 14]]
回首南朝尘雾里，徒闻宰相在山中。	1	山中宰相	[[10, 15]]
谢家山色朝晡见，陶隐松风寤寐闻。	1	山中宰相	[[8, 12]]
太尉死宗社，大鸟泣其坟。	2	鸟哭杨震, 鸟哭杨震	[[6, 8], [-1, 1]]
死后故应来大鸟，生时岂合点青蝇。	2	鸟哭杨震, 鸟哭杨震	[[0, 2], [4, 7]]
双松几岁哦厅事，大鸟何年立墓门?	2	鸟哭杨震, 鸟哭杨震	[[8, 10], [12, 15]]
平生未省梦熊罴，稚女如花坠晓枝。	1	梦熊罴	[[4, 7]]
又说当产子，产子知何时?贤者宜有后，固当梦熊罴。	1	梦熊罴	[[20, 23]]
幸免如新分非浅，祝君长咏梦熊诗。	1	梦熊罴	[[12, 14]]
绣佛幡前祝梦熊，金光夫妇宿因同。	1	梦熊罴	[[5, 7]]
序正象占琥，吉叶梦维熊。	1	梦熊罴	[[8, 11]]
你只为吹箫声断凤凰音，同衾早协熊罴梦。	1	梦熊罴	[[14, 18]]
入翁门，适作汤饼之会，问之，则翁簉室已先一月协熊占，而又孪生也。	1	梦熊罴	[[22, 25]]
今夫揲之以至刓，灼之以殆尽，徒与夫蚩蚩者问歉穰，占熊虺，起讼需食、亡羊丧牛之间耳。	1	梦熊罴	[[24, 27]]
吉梦灵蛇朱夏宜，佳辰阿母会瑶池。	1	梦熊罴	[[0, 4]]
