sentence	author	title	allusion	allusion_index
魏阙苍龙远，萧关赤雁哀。	令狐楚	王昭君	魏阙（公子牟）	[[0, 1]]
绛纱儒客帐，丹诀羽人篇。	韩翃	家兄自山南罢归献诗叙事	绛帐（马融）	[[0, 1]]
故老思飞将，何时议筑坛。	杜甫	秦州杂诗二十首	飞将（李广）	[[3, 4]]
故老思飞将，何时议筑坛。	杜甫	秦州杂诗二十首	登坛（刘邦，萧何，韩信）	[[9, 10]]
此去不须求彩服，紫衣全胜老莱衣。	灵澈	送鉴供奉归蜀宁亲	老莱（老莱子）	[[5, 6]]
且固初心希一试，箭穿正鹄岂无缘。	李咸用	和友人喜相遇十首	鹄箭	[[]]
自怜非剑气，空向斗牛星。	钱起	江行无题一百首	双剑（干将，张华，莫邪，雷焕）	[[3, 4]]
尺薪功比桂，寸粒价高琼。	林宽	苦雨	桂玉（苏秦）	[[]]
莫卖卢龙塞，归邀麟阁名。	陈子昂	送著作佐郎崔融等从梁王东征	麟阁（丙吉，刘德，刘洵，张安世，杜延年，梁丘贺，萧望之，苏武，赵充国，霍光，韩增，魏相）	[[8, 9]]
秦皇矻矻筑长城，汉祖区区白蛇死。	张碧	野田行	斩蛇（刘邦）	[[12, 13, 14]]
年方伯玉早，恨比四愁多。	刘禹锡	答柳子厚	四愁（张衡）	[[8, 9]]
年方伯玉早，恨比四愁多。	刘禹锡	答柳子厚	知非（蘧瑗）	[[]]
楚客早闻歌凤德，刘琨休更舞鸡声。	吴融	萧县道中	楚狂（孔子，楚狂）	[[4, 5]]
楚客早闻歌凤德，刘琨休更舞鸡声。	吴融	萧县道中	刘琨舞（刘琨，祖逖）	[[]]
萧史幽栖地，林间蹋凤毛。	杜甫	崔驸马山亭宴集	吹箫（弄玉，秦穆公，萧史）	[[0, 1]]
萧史幽栖地，林间蹋凤毛。	杜甫	崔驸马山亭宴集	凤毛（王劭）	[[9, 10]]
时讹轻五羖，俗浅重三缄。	皮日休	江南书情二十韵寄秘阁韦校书贻之商洛宋先辈垂文二同年	三缄（孔子）	[[9, 10]]
时讹轻五羖，俗浅重三缄。	皮日休	江南书情二十韵寄秘阁韦校书贻之商洛宋先辈垂文二同年	五羖（晋献公，百里傒）	[[3, 4]]
飞燕皇后轻身舞，紫宫夫人绝世歌。	李白	阳春歌	倾城（刘彻，李延年）	[[12, 13, 14]]
飞燕皇后轻身舞，紫宫夫人绝世歌。	李白	阳春歌	飞燕（赵飞燕）	[[0, 1]]
看寻狡兔翻三窟，见射妖星落九天。	鲍溶	蔡平喜遇河阳马判官宽话别	妖星	[[10, 11]]
看寻狡兔翻三窟，见射妖星落九天。	鲍溶	蔡平喜遇河阳马判官宽话别	三窟（田文，冯谖）	[[5, 6]]
莫恋兔园留看雪，已乘骢马合凌霜。	黄滔	寄越从事林嵩侍御	梁苑客（刘武，司马相如，邹阳，枚乘）	[[]]
指喻三车觉，开迷五阴缠。	李绅	题法华寺五言二十韵	三车	[[2, 3]]
谢庭赏方逸，袁扉掩未开。	骆宾王	寓居洛滨对雪忆谢二	谢家兴（谢安，谢道韫）	[[0, 1, 2]]
谢庭赏方逸，袁扉掩未开。	骆宾王	寓居洛滨对雪忆谢二	卧袁安（袁安）	[[6, 7, 8]]
花时金谷饮，月夜竹林眠。	王维	哭祖六自虚（时年十八）	竹林期（刘伶，向秀，子咸，山涛，嵇康，王咸，王戎，阮咸，阮籍）	[[]]
细柳旧营犹锁月，祁连新冢已封苔。	吴融	彭门用兵后经汴路三首	柳营（周亚夫，徐厉）	[[0, 1, 2, 3]]
仙山不属分符客，一任凌空锡杖飞。	柳宗元	浩初上人见贻绝句欲登仙人山因以酬之	飞锡	[[]]
自为钓竿能遣闷，不因萱草解销忧。	胡曾	赠渔者	萱草	[[10, 11]]
先辈匣中三尺水，曾入吴潭斩龙子。	李贺	春坊正字剑子歌	王陵戆（刘邦，王陵）	[[4, 5, 6]]
先辈匣中三尺水，曾入吴潭斩龙子。	李贺	春坊正字剑子歌	三害（周处）	[[12, 13, 14]]
家从入洛声名大，迹为依刘事分偏。	罗隐	寄京阙陆郎中昆仲	依刘（王粲，刘表）	[[10, 11]]
虎队手驱出，豹篇心卷藏。	孟郊	猛将吟	龙韬	[[6, 7]]
苏武天山上，田横海岛边。	李白	奔亡道中五首之一	苏武（刘彻，苏武）	[[0, 1]]
劝酒莲幕贵，望尘骢马高。	鲍溶	送罗侍御归西台	莲府（庾杲之，王俭，萧缅）	[[2, 3]]
一瓢欣狎道，三月聊栖拙。	骆宾王	夏日游德州赠高四	颜子（孔子，颜回）	[[]]
陶公自放归，尚平去有依。	孟郊	隐士	陶潜	[[0, 1]]
陶公自放归，尚平去有依。	孟郊	隐士	尚平（向长）	[[6, 7]]
巫山唱罢行云过，犹自微尘舞画梁。	崔	和人听歌	阳台（宋玉，楚襄王，瑶姬）	[[]]
巫山唱罢行云过，犹自微尘舞画梁。	崔	和人听歌	梁尘（虞公）	[[]]
四皓将拂衣，二疏能挂冠。	护国	归山作	二疏（疏受，疏广）	[[6, 7]]
家从入洛声名大，迹为依刘事分偏。	罗隐	寄京阙陆郎中昆仲	依刘（王粲，刘表）	[[10, 11]]
枕寒庄蝶去，窗冷胤萤销。	李商隐	秋日晚思	蝴蝶（庄子）	[[2, 3]]
枕寒庄蝶去，窗冷胤萤销。	李商隐	秋日晚思	聚萤（车胤）	[[8, 9]]
莫恨无名姓，严陵不卖鱼。	张祜	七里濑渔家	严陵（严光）	[[6, 7]]
雄词封禅草，丽句阳春曲。	武元衡	安邑里中秋怀寄高员外	白雪（宋玉）	[[8, 9, 10]]
雄词封禅草，丽句阳春曲。	武元衡	安邑里中秋怀寄高员外	封禅草（司马相如）	[[2, 3, 4]]
宵衣旰食明天子，日伏青蒲不为言。	杜牧	闻开江相国宋下世二首	青蒲（刘奭，史丹）	[[9, 10, 11]]
孔壁采遗篆，周韦考绝编。	崔日知	冬日述怀奉呈韦祭酒张左丞兰台名贤	藏书壁（刘馀，孔子）	[[0, 1]]
孔壁采遗篆，周韦考绝编。	崔日知	冬日述怀奉呈韦祭酒张左丞兰台名贤	绝编（孔子）	[[9, 10]]
今日会稽王内史，好将宾客醉兰亭。	鲍溶	上巳日寄樊瓘樊完宪兼呈上浙东孟中丞简	右军（王羲之）	[[4, 5, 6]]
今日会稽王内史，好将宾客醉兰亭。	鲍溶	上巳日寄樊瓘樊完宪兼呈上浙东孟中丞简	右军（王羲之）	[[4, 5, 6]]
群羊化石尽，双凫与我违。	鲍溶	感兴	双凫（王乔）	[[6, 7]]
群羊化石尽，双凫与我违。	鲍溶	感兴	牧羊儿（黄初平）	[[0, 1, 2, 3]]
一尉便垂白，数年唯草玄。	岑参	送颜少府投郑陈州	草玄（扬雄）	[[9, 10]]
三亩空留悬磬室，九原犹寄若堂封。	柳宗元	同刘二十八哭吕衡州兼寄江陵李元二侍御	悬磬	[[4, 5]]
邑有弦歌宰，翔鸾狎野鸥。	卢象	早秋宴张郎中海亭即事	白鸥（列子）	[[]]
又岂复忧朝廷苦弛慢，中官转纵横，李膺勾党即罹患，窦武忠谋又未行。	吴融	风雨吟	李膺	[[16, 17]]
七旬才满冠已挂，半禄未及车先悬。	白居易	达哉乐天行	挂冠（逢萌）	[[]]
七旬才满冠已挂，半禄未及车先悬。	白居易	达哉乐天行	悬车	[[]]
处士待徐孺，仙人期葛洪。	顾况	从江西至彭蠡入浙西淮南界道中寄齐相公	葛洪（葛洪，葛玄）	[[9, 10]]
处士待徐孺，仙人期葛洪。	顾况	从江西至彭蠡入浙西淮南界道中寄齐相公	徐孺（徐稚）	[[3, 4]]
若非载笔登麟阁，定是吹箫伴凤台。	于季子	早春洛阳答杜审言	吹箫（弄玉，秦穆公，萧史）	[[10, 11, 12, 13, 14]]
若非载笔登麟阁，定是吹箫伴凤台。	于季子	早春洛阳答杜审言	麟阁（丙吉，刘德，刘洵，张安世，杜延年，梁丘贺，萧望之，苏武，赵充国，霍光，韩增，魏相）	[[5, 6]]
麻引诗人兴，盐牵谢女才。	李绅	登禹庙回降雪五言二十韵	谢家兴（谢安，谢道韫）	[[6, 7, 8, 9, 10]]
自从嫁黔娄，终岁长不在。	曹邺	不可见	黔娄	[[2, 3, 4]]
忆戴差过剡，游仙惯入壶。	钱起	山斋读书寄时校书杜叟	乘兴（戴逵，王徽之）	[[0, 1]]
忆戴差过剡，游仙惯入壶。	钱起	山斋读书寄时校书杜叟	壶中（壶公）	[[9, 10]]
朝宗本心切，愿向急流倾。	王贞白	御沟水	朝宗	[[0, 1]]
如纶披凤诏，出匣淬龙泉。	权德舆	送杜尹赴东都	凤诏（石虎）	[[3, 4]]
飘来鸡树凤池边，渐压琼枝冻碧涟。	杜牧	奉和仆射相公春泽稍愆圣君轸虑嘉雪忽降品汇昭苏即事书成四韵	凤池（荀勖）	[[4, 5]]
明敕星驰封宝剑，辞君一夜取楼兰。	王昌龄	从军行七首	斩楼兰（刘彻）	[[]]
白猿惭剑术，黄石借兵符。	李白	中丞宋公以吴兵三千赴河南军次寻阳脱余之囚参谋幕府因赠之	黄石（张良，黄石公）	[[6, 7]]
白猿惭剑术，黄石借兵符。	李白	中丞宋公以吴兵三千赴河南军次寻阳脱余之囚参谋幕府因赠之	白猿	[[0, 1]]
赐环留逸响，五马助征騑。	柳宗元	朗州窦常员外寄刘二十八诗见促行骑走笔酬赠	五马	[[6, 7]]
赐环留逸响，五马助征騑。	柳宗元	朗州窦常员外寄刘二十八诗见促行骑走笔酬赠	赐环	[[0, 1]]
莫虑能骑马，投辖自停车。	高峤	晦日宴高氏林亭	投辖（陈遵）	[[6, 7]]
客则挂冠至，交非倾盖新。	杜甫	赠王二十四侍御契四十韵	挂冠（逢萌）	[[2, 3]]
客则挂冠至，交非倾盖新。	杜甫	赠王二十四侍御契四十韵	倾盖（邹阳）	[[8, 9]]
有恨同湘女，无言类楚妃。	李白	望夫石	湘妃（唐尧，女英，娥皇，舜，虞舜）	[[]]
谢守通诗宴，陶公许醉过。	卢纶	送宁国夏侯丞	谢朓	[[0, 1]]
谢守通诗宴，陶公许醉过。	卢纶	送宁国夏侯丞	陶潜	[[6, 7]]
马疑金马门前马，香认芸香阁上香。	周朴	赠李裕先辈	金门（扬雄）	[[2, 3, 4]]
马疑金马门前马，香认芸香阁上香。	周朴	赠李裕先辈	芸阁	[[]]
更喜开缄销热恼，西方社里旧相亲。	权德舆	酬灵彻上人以诗代书见寄（时在荐福寺坐夏）	西方社（慧远，宗炳）	[[8, 9, 10]]
似闻昨者赤松子，恐是汉代韩张良。	杜甫	寄韩谏议	赤松（刘邦，张良，王子乔，黄初平）	[[4, 5, 6]]
似闻昨者赤松子，恐是汉代韩张良。	杜甫	寄韩谏议	子房（张良）	[[13, 14]]
此时明径无行迹，唯望徽之问寂寥。	方干	叙雪寄喻凫（又）	乘兴（戴逵，王徽之）	[[10, 11, 12, 13, 14]]
玄成知必大，宁是泛沧浪。	严维	送李秘书往儋州	沧浪（屈原）	[[9, 10]]
玄成知必大，宁是泛沧浪。	严维	送李秘书往儋州	玄成	[[0, 1]]
飞感高歌发，威加四海回。	李峤	云	大风歌（刘邦）	[[6, 7, 8, 9]]
讵知金马侧，方朔有奇才。	李峤	门	金马客（东方朔）	[[6, 7]]
讵知金马侧，方朔有奇才。	李峤	门	方朔（东方朔）	[[]]
油幢并入虎旗开，锦橐从天凤诏来。	李绅	拜宣武军节度使	凤诏（石虎）	[[12, 13]]
招邀菊酒会，属和柳花篇。	权德舆	和九日从杨氏姊游	谢家兴（谢安，谢道韫）	[[8, 9, 10]]
酒酣出谷口，世网何羁束。	钱起	过沈氏山居	谷口（郑朴）	[[3, 4]]
点缀簿上字，趋跄閤前铃。	韩愈	答张彻	铃阁	[[]]
昔我睹云梦，穷秋经汨罗。	李群玉	湖中古愁三首	汨罗（屈原）	[[9, 10]]
陈蕃待客应悬榻，宓贱之官独抱琴。	刘长卿	送宇文迁明府赴洪州张观察追摄丰城令	解榻（周璆，徐稚，陈蕃）	[[5, 6]]
陈蕃待客应悬榻，宓贱之官独抱琴。	刘长卿	送宇文迁明府赴洪州张观察追摄丰城令	鸣琴（宓子贱）	[[8, 9]]
空留华表千年约，才毕丹炉九转功。	郑璧	和袭美伤顾道士	令威（丁令威）	[[2, 3, 4, 5]]
空留华表千年约，才毕丹炉九转功。	郑璧	和袭美伤顾道士	九转	[[12, 13]]
秋夜长，殊未央，月明白露澄清光，层城绮阁遥相望。	王勃	秋夜长	十二楼	[[16, 17]]
上象壶中阔，平生梦里忙。	窦常	茅山赠梁尊师	壶中（壶公）	[[2, 3]]
上象壶中阔，平生梦里忙。	窦常	茅山赠梁尊师	壶中（壶公）	[[2, 3]]
饱食鲙鱼榜归楫，待君琴酒醉陶公。	许浑	酬郭少府先奉使巡涝见寄兼呈裴明府	陶潜	[[13, 14]]
不待蘧生年，从此知昔非。	权德舆	刘绍相访夜话因书即事	知非（蘧瑗）	[[]]
敢献绕朝策，思同郭泰船。	李白	赠宣城宇文太守兼呈崔侍御	仙舟（李膺，郭太）	[[8, 9, 10]]
敢献绕朝策，思同郭泰船。	李白	赠宣城宇文太守兼呈崔侍御	绕朝策（士会，绕朝）	[[2, 3, 4]]
唯应独伴陈皇后，照见长门望幸心。	杜牧	月	长门	[[10, 11]]
入河蟾不没，捣药兔长生。	杜甫	月	蟾	[[2]]
入河蟾不没，捣药兔长生。	杜甫	月	玉兔	[[6, 7, 8]]
小妇无所作，娇歌遏行云。	权德舆	三妇诗	遏云（秦青，薛谭）	[[8, 9, 10]]
因悲楚左右，谤玉不知珉。	孟郊	答卢虔故园见寄	卞和	[[6, 7]]
迹是东山恋，心惟北阙悬。	魏奉古	奉酬韦祭酒偶游龙门北溪忽怀骊山别业因以言志示弟淑奉呈诸大僚之作	东山（谢安）	[[2, 3]]
俗赖褰帷谒，人欢倒屣迎。	张南史	独孤常州北亭	倒屣（王粲，蔡邕）	[[8, 9, 10]]
俗赖褰帷谒，人欢倒屣迎。	张南史	独孤常州北亭	褰帷	[[2, 3]]
阳和不散穷途恨，霄汉常怀捧日新（心）。	钱起	赠阙下裴舍人	捧日	[[12, 13]]
夫子墙还峻，酂侯宅过谦。	姚合	和座主相公西亭秋日即事	酂侯（刘邦，萧何）	[[6, 7]]
夫子墙还峻，酂侯宅过谦。	姚合	和座主相公西亭秋日即事	夫子墙（子贡，孔子）	[[0, 1, 2]]
应笑强如河畔柳，逢波逐浪送张骞。	沈亚之	题海榴树呈八叔大人	张骞	[[13, 14]]
雄词封禅草，丽句阳春曲。	武元衡	安邑里中秋怀寄高员外	白雪（宋玉）	[[8, 9, 10]]
雄词封禅草，丽句阳春曲。	武元衡	安邑里中秋怀寄高员外	封禅草（司马相如）	[[2, 3, 4]]
隔岸故乡归不得，十年空负拔山名。	汪遵	项亭	拔山（项羽，虞姬）	[[12, 13]]
念昔白衣士，结庐在石门。	韦应物	云阳馆怀谷口	麻衣	[[2, 3]]
别离不惯无穷忆，莫误卿卿学太常。	苏颋	春晚紫微省直寄内	太常妻（周泽）	[[12, 13, 14]]
盐车淹素志，长坂入青云。	唐彦谦	留别四首	盐车（汗明，伯乐）	[[0, 1]]
宝剑丰城气，明珠魏国珍。	杨炯	和刘长史答十九兄	双剑（干将，张华，莫邪，雷焕）	[[2, 3, 4]]
宝剑丰城气，明珠魏国珍。	杨炯	和刘长史答十九兄	照乘（梁惠王）	[[]]
何事桃源路忽迷，惟留云雨怨空闺。	张贲	和袭美醉中先起次韵	桃源（陶潜）	[[2, 3, 4]]
何事桃源路忽迷，惟留云雨怨空闺。	张贲	和袭美醉中先起次韵	阳台（宋玉，楚襄王，瑶姬）	[[]]
甘从千日醉，未许七哀诗。	杜甫	垂白	千日醉（刘玄石）	[[2, 3, 4]]
白玉仙台古，丹丘别望遥。	陈子昂	春日登金华观	丹丘	[[6, 7]]
棹倚袁宏渚，帘垂庾亮楼。	郑谷	荆渚八月十五夜值雨寄同年李屿	庾楼（庾亮，殷浩）	[[8, 9, 10]]
棹倚袁宏渚，帘垂庾亮楼。	郑谷	荆渚八月十五夜值雨寄同年李屿	谢将军（袁宏，谢尚）	[[2, 3, 4]]
披云自有镜，从此照仙台。	张谔	赠吏部孙员外济	披云（乐广，卫瓘）	[[0, 1]]
南宗长老知心法，东郭先生识化源。	权德舆	待漏假寐梦归江东旧居（一下有因寄惠阇黎、茅处士。时德舆秉政。未杲会也）	东郭履（东郭先生）	[[8, 9, 10, 11]]
雪霁凝光入座寒，天明犹自卧袁安。	吴仁璧	春雪	卧袁安（袁安）	[[12, 13, 14]]
森然瞻武库，则是弄儒翰。	高适	东平留赠狄司马	武库（杜预）	[[3, 4]]
捐扇破谁执，素纨轻欲裁。	李益	立春日宁州行营因赋朔风吹飞雪	团扇（班婕妤）	[[0, 1]]
白社同孤立，青云独并伸。	崔涂	寄舅	白社	[[0, 1]]
新声殊激楚，丽句同歌郢。	皎然	答俞校书冬夜	白雪（宋玉）	[[]]
阮咸贫去田园尽，向秀归来父老稀。	韦庄	鄠杜旧居二首	邻笛（向秀，吕安，嵇康）	[[8, 9, 10, 11]]
阮咸贫去田园尽，向秀归来父老稀。	韦庄	鄠杜旧居二首	小阮（阮咸，阮籍）	[[0, 1]]
已将心变寒灰后，岂料光生腐草馀。	司空曙	酬张芬有赦后见寄	腐草	[[12, 13]]
春归华柳发，世故陵谷变。	皎然	兵后早春登故鄣南楼望昆山寺白鹤观示清道人并沈道士	陵谷	[[8, 9, 10]]
岂惟高卫霍，曾是接应徐。	杜甫	秋日荆南送石首薛明府辞满告别奉寄薛尚书颂德叙怀斐然之作三十韵	卫霍（卫青，霍去病）	[[3, 4]]
岂惟高卫霍，曾是接应徐。	杜甫	秋日荆南送石首薛明府辞满告别奉寄薛尚书颂德叙怀斐然之作三十韵	应徐	[[9, 10]]
高兴知笼鸟，斯文起获麟。	杜甫	寄张十二山人彪三十韵	获麟（孔子，鲁哀公）	[[9, 10]]
便是孤帆从此去，不堪重上望夫山。	慎氏	感夫诗	望夫	[[12, 13, 14]]
天寒身上犹衣葛，日高甑中未拂尘。	白居易	醉后狂言酬赠萧殷二协律	甑生尘（范冉）	[[]]
粝食空弹剑，亨衢讵置锥。	李商隐	咏怀寄秘阁旧僚二十六韵	弹铗（田文，冯谖）	[[3, 4]]
先生赤松侣，混俗游人间。	杨于陵	赠毛仙翁	赤松（刘邦，张良，王子乔，黄初平）	[[2, 3]]
色丽班姬箧，光润洛川神。	庾抱	卧痾喜霁开扉望月简宫内知友	洛浦（宓妃，曹植）	[[8, 9, 10]]
色丽班姬箧，光润洛川神。	庾抱	卧痾喜霁开扉望月简宫内知友	团扇（班婕妤）	[[2, 3, 4]]
同作危时避秦客，此行何似武陵滩。	汪遵	东海	桃源（陶潜）	[[4, 5, 6]]
凤皇池上应回首，为报笼随王右军。	杜甫	得房公池鹅	凤池（荀勖）	[[0, 1, 2]]
凤皇池上应回首，为报笼随王右军。	杜甫	得房公池鹅	右军鹅（王羲之）	[[10, 11, 12, 13, 14]]
阿娇生汉宫，西施住南国。	曹邺	四怨三愁五情诗十二首（并序）之其二情	西施（夫差，范蠡，西施）	[[6, 7]]
阿娇生汉宫，西施住南国。	曹邺	四怨三愁五情诗十二首（并序）之其二情	阿娇	[[0, 1]]
望夫登高山，化石竟不返。	李白	拟古十二首之十二	望夫	[[0, 1]]
状瑶台之微月，点巫山之朝云。	陈子昂	彩树歌	阳台（宋玉，楚襄王，瑶姬）	[[1, 2]]
状瑶台之微月，点巫山之朝云。	陈子昂	彩树歌	瑶台	[[]]
兽火扬光二三月，细腰楚姬丝竹间。	鲍溶	寒夜吟	细腰（楚灵王）	[[8, 9]]
王逸少，张伯英，古来几许浪得名。	李白	草书歌行	逸少	[[1, 2]]
看寻狡兔翻三窟，见射妖星落九天。	鲍溶	蔡平喜遇河阳马判官宽话别	妖星	[[10, 11]]
看寻狡兔翻三窟，见射妖星落九天。	鲍溶	蔡平喜遇河阳马判官宽话别	三窟（田文，冯谖）	[[5, 6]]
文姬留此曲，千载一知音。	刘长卿	鄂渚听杜别驾弹胡琴	文姬（蔡琰，蔡邕，曹操）	[[0, 1]]
莫笑冯唐老，还来谒圣君。	姚合	春日早朝寄刘起居	冯唐	[[2, 3, 4]]
诸君推管乐，之子慕巢夷。	陈子昂	同宋参军之问梦赵六赠卢陈二子之作	管乐	[[3, 4]]
鹤驾如可从，他年执烟策。	鲍溶	途中旅思二首之一	子晋（王子乔）	[[0, 1]]
献策金门去，承欢彩服违。	孟浩然	送洗然弟进士举	老莱（老莱子）	[[8, 9]]
献策金门去，承欢彩服违。	孟浩然	送洗然弟进士举	金门（扬雄）	[[2, 3]]
往年西谒谢玄晖，樽酒留欢醉始归。	罗隐	寄前宣州窦常侍	谢朓	[[4, 5, 6]]
郤诜丹桂无人指，阮籍青襟有泪沾。	韦庄	冬日长安感志寄献虢州崔郎中二十韵	桂枝（郤诜）	[[0, 1, 2, 3]]
郤诜丹桂无人指，阮籍青襟有泪沾。	韦庄	冬日长安感志寄献虢州崔郎中二十韵	途穷（阮籍）	[[]]
骢马劝君皆卸却，使君家酝旧来浓。	岑参	虢州西山亭子送范端公	骢马（桓典）	[[0, 1]]
好临王母瑶池发，合傍萧家粉水开。	皮日休	行次野梅	瑶池（周穆王，西王母）	[[4, 5]]
佐军髯尚短，掷地思还新。	李端	送郭参军赴降州	掷地（孙绰）	[[6, 7]]
佐军髯尚短，掷地思还新。	李端	送郭参军赴降州	郗超（王珣，郗超）	[[]]
翻悲广成子，闲气说长生。	卢仝	自咏三首	广成子	[[2, 3, 4]]
谢傅隙过驹，萧娘风过烛。	白居易	和梦游春诗一百韵	谢公（谢安）	[[0, 1]]
谢傅隙过驹，萧娘风过烛。	白居易	和梦游春诗一百韵	过隙	[[]]
凤凰初下紫泥诏，谒帝称觞登御筵。	李白	玉壶吟	紫泥	[[4, 5, 6]]
郑公樗散鬓成丝，酒后常称老画师。	杜甫	送郑十八虔贬台州司户伤其临老陷贼之故阙为面别情见于诗	散樗（惠施，庄子）	[[2, 3]]
深谷作陵山作海，茂弘流辈莫伤情。	罗隐	台城	新亭举目（王导）	[[]]
桑门许辩才，外学接宗雷。	权德舆	送文畅上人东游	宗雷	[[9, 10]]
秋萤短焰难盈案，邻烛馀光不满行。	李咸用	赠陈望尧	聚萤（车胤）	[[8, 9, 10, 11]]
秋萤短焰难盈案，邻烛馀光不满行。	李咸用	赠陈望尧	偷光（匡衡）	[[]]
昔来唯有秦王女，独自吹箫乘白云。	岑参	感遇	吹箫（弄玉，秦穆公，萧史）	[[4, 5, 6]]
无金可买长门赋，有恨空吟团扇诗。	张窈窕	寄故人（一作杜羔妻诗）	团扇（班婕妤）	[[12, 13, 14]]
无金可买长门赋，有恨空吟团扇诗。	张窈窕	寄故人（一作杜羔妻诗）	买赋（刘彻，司马相如，陈皇后）	[[4, 5, 6]]
鸡犬疑沾药，耕桑似避秦。	储嗣宗	春游望仙谷	桃源（陶潜）	[[9, 10]]
鸡犬疑沾药，耕桑似避秦。	储嗣宗	春游望仙谷	云中鸡犬（刘安）	[[]]
谐和类琴瑟，坚固同胶漆。	魏氏	赠外	胶漆	[[9, 10]]
谐和类琴瑟，坚固同胶漆。	魏氏	赠外	琴瑟	[[3, 4]]
垂钓甘成白首翁，负薪何处逢知己。	骆宾王	畴昔篇	磻溪（吕尚，周文王）	[[0, 1]]
垂钓甘成白首翁，负薪何处逢知己。	骆宾王	畴昔篇	负薪（披裘公）	[[8, 9]]
盛事两般君总得，老莱衣服戴颙家。	罗隐	寄西华黄炼师	老莱（老莱子）	[[8, 9, 10]]
盛事两般君总得，老莱衣服戴颙家。	罗隐	寄西华黄炼师	戴颙	[[12, 13]]
纵横计不就，慷慨志犹存。	魏征	述怀	纵横	[[0, 1]]
紫泥何日到沧州，笑向东阳沈隐侯。	钱起	赠张南史	隐侯（沈约，鲍照）	[[12, 13, 14]]
园绮值秦末，嘉遁此山阿。	张九龄	商洛山行怀古	紫芝（刘邦，夏黄公，东园公，甪里先生，绮里季，四皓）	[[0, 1]]
碧空蟾魄度，清禁漏声残。	莫宣卿	百官乘月早朝听残漏	蟾	[[2, 3]]
却恨韩彭兴汉室，功成不向五湖游。	高骈	写怀二首	五湖心（范蠡，勾践）	[[12, 13, 14]]
却恨韩彭兴汉室，功成不向五湖游。	高骈	写怀二首	韩彭	[[2, 3]]
犹嫌子夏儒，肯学樊迟稼。	韩愈	县斋有怀	卜商（卜商）	[[2, 3]]
犹嫌子夏儒，肯学樊迟稼。	韩愈	县斋有怀	学稼（孔子，樊迟）	[[7, 8, 9, 10]]
鸾凤戏三岛，神仙居十洲。	李商隐	牡丹	蓬莱	[[3, 4]]
鸾凤戏三岛，神仙居十洲。	李商隐	牡丹	十洲	[[9, 10]]
织锦作短书，肠随回文结。	李白	代赠远	锦字（苏若兰）	[[0, 1]]
孤高堪弄桓伊笛，缥缈宜闻子晋笙。	杜牧	寄题甘露寺北轩	子晋（王子乔）	[[12, 13, 14]]
孤高堪弄桓伊笛，缥缈宜闻子晋笙。	杜牧	寄题甘露寺北轩	桓伊	[[4, 5, 6]]
门前下客虽弹铗，溪畔穷鱼且曝腮。	朱湾	逼寒节寄崔七	弹铗（田文，冯谖）	[[5, 6]]
门前下客虽弹铗，溪畔穷鱼且曝腮。	朱湾	逼寒节寄崔七	暴泥	[[]]
身归沃洲老，名与支公接。	皇甫曾	赠沛禅师	支公（支道林）	[[8, 9]]
身归沃洲老，名与支公接。	皇甫曾	赠沛禅师	沃洲	[[2, 3]]
钟仪琴未奏，苏武节犹新。	杨炯	和刘长史答十九兄	苏武（刘彻，苏武）	[[6, 7, 8]]
钟仪琴未奏，苏武节犹新。	杨炯	和刘长史答十九兄	南冠（钟仪）	[[0, 1, 2]]
偷归瓮间卧，逢个楚狂来。	戴叔伦	答崔载华	楚狂（孔子，楚狂）	[[8, 9]]
偷归瓮间卧，逢个楚狂来。	戴叔伦	答崔载华	瓮间卧（毕卓）	[[2, 3, 4]]
不知今有汉，唯言昔避秦。	王绩	田家三首	桃源（陶潜）	[[9, 10]]
不知今有汉，唯言昔避秦。	王绩	田家三首	桃源（陶潜）	[[9, 10]]
桂折因同树，莺迁各异年。	白居易	东都冬日会诸同年宴郑家林亭	桂枝（郤诜）	[[0, 1]]
桂折因同树，莺迁各异年。	白居易	东都冬日会诸同年宴郑家林亭	迁莺	[[6, 7]]
共叹虞翻枉，同悲阮籍途。	贾至	送王员外赴长沙	途穷（阮籍）	[[8, 9, 10]]
共叹虞翻枉，同悲阮籍途。	贾至	送王员外赴长沙	虞翻骨相屯（虞翻）	[[2, 3, 4]]
那知鸣玉者，不羡卖瓜侯。	司空曙	独游寄卫长林	邵平（召平）	[[8, 9, 10]]
桂树既能欺贱子，杏花争肯采闲人。	李山甫	下第卧疾卢员外召游曲江	桂枝（郤诜）	[[0, 1]]
君去庾公应借问，驰心千里大江流。	武元衡	送田三端公还鄂州	庾公（庾亮）	[[2, 3]]
敬逾齐国社，恩比召南棠。	柳宗元	弘农公以硕德伟才屈于诬枉（弘农公杨凭也。为御史李夷简所弹）左官三岁复为大僚天监昭明人心感悦宗元窜伏湘浦拜贺末由谨献诗五十韵以毕微志	甘棠（召公姬奭）	[[8, 9, 10]]
赤眉犹世乱，青眼只途穷。	杜甫	巫峡敝庐奉赠侍御四舅别之澧朗	途穷（阮籍）	[[9, 10]]
赤眉犹世乱，青眼只途穷。	杜甫	巫峡敝庐奉赠侍御四舅别之澧朗	青眼（阮籍）	[[6, 7]]
徒歌易水客，空老渭川人。	骆宾王	咏怀古意上裴侍郎	磻溪（吕尚，周文王）	[[8, 9, 10]]
